model,term,se_type,coefficient,standard_error,p_value,ci_low,ci_high,irr,irr_ci_low,irr_ci_high,irr_10pp,irr_10pp_ci_low,irr_10pp_ci_high,n,alpha
model_1,Intercept,ordinary,4.160640863392334,0.12075909497742782,3.9149743732384074e-260,3.9239573864309243,4.3973243403537445,64.11259685334896,50.600293993811796,81.2332251623427,,,,1191,3.60748432511569
model_1,log_flood_area,ordinary,-0.07466078324479296,0.026270769778955923,0.004483547668684085,-0.12615054585768984,-0.02317102063189607,0.9280582458464827,0.8814821333101375,0.9770953660164734,,,,1191,3.60748432511569
model_1,Intercept,state_clustered,4.160640863392334,0.46387380685376883,7.330301191252685e-10,3.211912403406066,5.109369323378603,64.11259685334896,24.826519174493964,165.56590339506727,,,,1191,3.60748432511569
model_1,log_flood_area,state_clustered,-0.07466078324479296,0.09287813673632,0.42801974926724057,-0.264617901603969,0.11529633511438307,0.9280582458464827,0.7674991541516223,1.1222059373286282,,,,1191,3.60748432511569
model_2,Intercept,ordinary,3.4610921384370084,0.15739423946106748,3.5934926367671947e-107,3.1526050977192432,3.7695791791547735,31.851744039688175,23.396936563864767,43.36181344085449,,,,1191,3.5132867539119528
model_2,log_flood_area,ordinary,0.006189500424235362,0.02916020600358659,0.831905401003077,-0.05096345312456302,0.06334245397303374,1.006208694963087,0.9503134008832683,1.0653916243612813,,,,1191,3.5132867539119528
model_2,urban_population_share,ordinary,1.4155381636390223,0.24563575996024706,8.275295715725282e-09,0.9341009208018123,1.8969754064762323,4.1187024055253385,2.544924340308942,6.66570288027537,1.1520625024074038,1.0979118879297294,1.2088839041135861,1191,3.5132867539119528
model_2,Intercept,state_clustered,3.4610921384370084,0.6112187680008349,4.034047091913729e-06,2.2110093962938695,4.711174880580147,31.851744039688175,9.12492240886088,111.18270960689317,,,,1191,3.5132867539119528
model_2,log_flood_area,state_clustered,0.006189500424235362,0.11257163325874367,0.9565292429620438,-0.22404534077983884,0.23642434162830955,1.006208694963087,0.7992788936194339,1.2667117146488622,,,,1191,3.5132867539119528
model_2,urban_population_share,state_clustered,1.4155381636390223,0.46668192568937045,0.005061149131395599,0.4610664557715505,2.370009871506494,4.1187024055253385,1.5857642309644302,10.69749788400967,1.1520625024074038,1.0471860827663644,1.2674423689312238,1191,3.5132867539119528
