event_district_id,event_id,source_record_id,state,district,start_date,candidate_article_count,heuristic_pass_count,final_article_count,count_source,collection_status,query_collection_status,missing_text_count,weak_text_count
E056::shravasti,E056,2017-0517-IND,Uttar Pradesh,Shravasti,2017-08-16,0,0,,heuristic,incomplete,incomplete,0,0
E056::siddharth%20nagar,E056,2017-0517-IND,Uttar Pradesh,Siddharth Nagar,2017-08-16,0,0,,heuristic,incomplete,incomplete,0,0
E056::sitapur,E056,2017-0517-IND,Uttar Pradesh,Sitapur,2017-08-16,0,0,,heuristic,incomplete,incomplete,0,0
E057::mumbai%20city,E057,2017-0364-IND,Maharashtra,Mumbai City,2017-08-29,0,0,,heuristic,incomplete,incomplete,0,0
E057::mumbai%20suburban,E057,2017-0364-IND,Maharashtra,Mumbai Suburban,2017-08-29,0,0,,heuristic,incomplete,incomplete,0,0
E057::palghar,E057,2017-0364-IND,Maharashtra,Palghar,2017-08-29,0,0,,heuristic,incomplete,incomplete,0,0
E057::thane,E057,2017-0364-IND,Maharashtra,Thane,2017-08-29,0,0,,heuristic,incomplete,incomplete,0,0
E058::chenai,E058,2017-0495-IND,Tamil Nadu,Chenai,2017-10-30,0,0,,heuristic,missing,missing,0,0
E058::chennai,E058,2017-0495-IND,Tamil Nadu,Chennai,2017-10-30,19,19,,heuristic,incomplete,incomplete,0,0
E059::district_missing,E059,2018-0213-IND,Tripura,district_missing,2018-05-17,0,0,,heuristic,missing,missing,0,0
E060::dakshin%20kannad,E060,2018-0216-IND,Karnataka,Dakshin Kannad,2018-05-29,0,0,,heuristic,incomplete,incomplete,0,0
E060::dakshina%20kannada,E060,2018-0216-IND,Karnataka,Dakshina Kannada,2018-05-29,0,0,,heuristic,incomplete,incomplete,0,0
E060::udupi,E060,2018-0216-IND,Karnataka,Udupi,2018-05-29,2,2,,heuristic,incomplete,incomplete,0,0
E061::district_missing,E061,2018-0205-IND,Assam,district_missing,2018-06-22,0,0,,heuristic,missing,missing,0,0
E062::district_missing,E062,2018-0205-IND,Gujarat,district_missing,2018-06-22,0,0,,heuristic,missing,missing,0,0
E063::district_missing,E063,2018-0205-IND,Maharashtra,district_missing,2018-06-22,0,0,,heuristic,missing,missing,0,0
E064::district_missing,E064,2018-0286-IND,Odisha,district_missing,2018-07-20,0,0,,heuristic,missing,missing,0,0
E065::district_missing,E065,2018-0267-IND,Rajasthan,district_missing,2018-07-26,0,0,,heuristic,missing,missing,0,0
E066::district_missing,E066,2018-0267-IND,Uttar Pradesh,district_missing,2018-07-26,0,0,,heuristic,missing,missing,0,0
E067::barpeta,E067,2018-0345-IND,Assam,Barpeta,2018-08-02,0,0,,heuristic,incomplete,incomplete,0,0
E067::darrang,E067,2018-0345-IND,Assam,Darrang,2018-08-02,0,0,,heuristic,incomplete,incomplete,0,0
E067::dhemaji,E067,2018-0345-IND,Assam,Dhemaji,2018-08-02,0,0,,heuristic,incomplete,incomplete,0,0
E067::golaghat,E067,2018-0345-IND,Assam,Golaghat,2018-08-02,2,2,,heuristic,incomplete,incomplete,0,0
E067::lakhimpur,E067,2018-0345-IND,Assam,Lakhimpur,2018-08-02,0,0,,heuristic,incomplete,incomplete,0,0
E067::sivasagar,E067,2018-0345-IND,Assam,Sivasagar,2018-08-02,0,0,,heuristic,incomplete,incomplete,0,0
E067::sonitpur,E067,2018-0345-IND,Assam,Sonitpur,2018-08-02,0,0,,heuristic,incomplete,incomplete,0,0
E067::udalguri,E067,2018-0345-IND,Assam,Udalguri,2018-08-02,0,0,,heuristic,incomplete,incomplete,0,0
E068::district_missing,E068,2018-0345-IND,West Bengal,district_missing,2018-08-02,0,0,,heuristic,missing,missing,0,0
E069::district_missing,E069,2018-0295-IND,Assam,district_missing,2018-08-07,0,0,,heuristic,missing,missing,0,0
E070::district_missing,E070,2018-0295-IND,Himachal Pradesh,district_missing,2018-08-07,0,0,,heuristic,missing,missing,0,0
E071::alappuzha,E071,2018-0295-IND,Kerala,Alappuzha,2018-08-07,4,4,,heuristic,incomplete,incomplete,0,0
E071::chengannur,E071,2018-0295-IND,Kerala,Chengannur,2018-08-07,0,0,,heuristic,missing,missing,0,0
E071::thrissur,E071,2018-0295-IND,Kerala,Thrissur,2018-08-07,7,7,,heuristic,incomplete,incomplete,0,0
E072::district_missing,E072,2018-0295-IND,Maharashtra,district_missing,2018-08-07,0,0,,heuristic,missing,missing,0,0
E073::district_missing,E073,2018-0295-IND,Nagaland,district_missing,2018-08-07,0,0,,heuristic,missing,missing,0,0
E074::district_missing,E074,2018-0295-IND,Odisha,district_missing,2018-08-07,0,0,,heuristic,missing,missing,0,0
E075::district_missing,E075,2018-0295-IND,Uttar Pradesh,district_missing,2018-08-07,0,0,,heuristic,missing,missing,0,0
E076::district_missing,E076,2018-0295-IND,West Bengal,district_missing,2018-08-07,0,0,,heuristic,missing,missing,0,0
E077::district_missing,E077,2018-0370-IND,Uttar Pradesh,district_missing,2018-09-01,0,0,,heuristic,missing,missing,0,0
E078::district_missing,E078,2018-0372-IND,Haryana,district_missing,2018-09-23,0,0,,heuristic,missing,missing,0,0
E079::district_missing,E079,2018-0372-IND,Punjab,district_missing,2018-09-23,0,0,,heuristic,missing,missing,0,0
E080::mumbai,E080,2019-0288-IND,Maharashtra,Mumbai,2019-06-28,0,0,,heuristic,missing,missing,0,0
E080::mumbai%20city,E080,2019-0288-IND,Maharashtra,Mumbai City,2019-06-28,0,0,,heuristic,incomplete,incomplete,0,0
E080::pune,E080,2019-0288-IND,Maharashtra,Pune,2019-06-28,2,1,,heuristic,incomplete,incomplete,0,0
E080::ratnagiri,E080,2019-0288-IND,Maharashtra,Ratnagiri,2019-06-28,7,7,,heuristic,incomplete,incomplete,0,0
E081::baksa,E081,2019-0331-IND,Assam,Baksa,2019-07-14,0,0,,heuristic,missing,missing,0,0
E081::barpeta,E081,2019-0331-IND,Assam,Barpeta,2019-07-14,0,0,,heuristic,missing,missing,0,0
E081::biswanath,E081,2019-0331-IND,Assam,Biswanath,2019-07-14,0,0,,heuristic,missing,missing,0,0
E081::bongaigaon,E081,2019-0331-IND,Assam,Bongaigaon,2019-07-14,0,0,,heuristic,missing,missing,0,0
E081::cachar,E081,2019-0331-IND,Assam,Cachar,2019-07-14,0,0,,heuristic,missing,missing,0,0
E081::chirang,E081,2019-0331-IND,Assam,Chirang,2019-07-14,0,0,,heuristic,missing,missing,0,0
E081::darrang,E081,2019-0331-IND,Assam,Darrang,2019-07-14,0,0,,heuristic,missing,missing,0,0
E081::dhemaji,E081,2019-0331-IND,Assam,Dhemaji,2019-07-14,0,0,,heuristic,missing,missing,0,0
E081::dhubri,E081,2019-0331-IND,Assam,Dhubri,2019-07-14,0,0,,heuristic,missing,missing,0,0
E081::dibrugarh,E081,2019-0331-IND,Assam,Dibrugarh,2019-07-14,0,0,,heuristic,missing,missing,0,0
E081::goalpara,E081,2019-0331-IND,Assam,Goalpara,2019-07-14,0,0,,heuristic,missing,missing,0,0
E081::golaghat%20jorhat,E081,2019-0331-IND,Assam,Golaghat Jorhat,2019-07-14,0,0,,heuristic,missing,missing,0,0
E081::hailakandi,E081,2019-0331-IND,Assam,Hailakandi,2019-07-14,0,0,,heuristic,missing,missing,0,0
E081::hojai,E081,2019-0331-IND,Assam,Hojai,2019-07-14,0,0,,heuristic,missing,missing,0,0
E081::kamrup,E081,2019-0331-IND,Assam,Kamrup,2019-07-14,0,0,,heuristic,missing,missing,0,0
E081::karbianglrng,E081,2019-0331-IND,Assam,KarbiAnglrng,2019-07-14,0,0,,heuristic,missing,missing,0,0
E081::kokrajhar,E081,2019-0331-IND,Assam,Kokrajhar,2019-07-14,0,0,,heuristic,missing,missing,0,0
E081::lakhimpur,E081,2019-0331-IND,Assam,Lakhimpur,2019-07-14,0,0,,heuristic,missing,missing,0,0
E081::majuli,E081,2019-0331-IND,Assam,Majuli,2019-07-14,0,0,,heuristic,missing,missing,0,0
E081::morigaon,E081,2019-0331-IND,Assam,Morigaon,2019-07-14,0,0,,heuristic,missing,missing,0,0
E081::nagaon,E081,2019-0331-IND,Assam,Nagaon,2019-07-14,0,0,,heuristic,missing,missing,0,0
E081::nalbari,E081,2019-0331-IND,Assam,Nalbari,2019-07-14,0,0,,heuristic,missing,missing,0,0
E081::sivsagar,E081,2019-0331-IND,Assam,Sivsagar,2019-07-14,0,0,,heuristic,missing,missing,0,0
E081::sonitpur,E081,2019-0331-IND,Assam,Sonitpur,2019-07-14,0,0,,heuristic,missing,missing,0,0
E081::south%20salmara,E081,2019-0331-IND,Assam,South Salmara,2019-07-14,0,0,,heuristic,missing,missing,0,0
E081::tinsukia,E081,2019-0331-IND,Assam,Tinsukia,2019-07-14,0,0,,heuristic,missing,missing,0,0
E081::west%20karbi-anglong,E081,2019-0331-IND,Assam,West Karbi-Anglong,2019-07-14,0,0,,heuristic,missing,missing,0,0
E082::araria,E082,2019-0331-IND,Bihar,Araria,2019-07-14,1,1,,heuristic,incomplete,incomplete,0,0
E082::darbhanga,E082,2019-0331-IND,Bihar,Darbhanga,2019-07-14,1,1,,heuristic,incomplete,incomplete,0,0
E082::east%20champaran,E082,2019-0331-IND,Bihar,East Champaran,2019-07-14,0,0,,heuristic,missing,missing,0,0
E082::katihar,E082,2019-0331-IND,Bihar,Katihar,2019-07-14,0,0,,heuristic,incomplete,incomplete,0,0
E082::kishanganj,E082,2019-0331-IND,Bihar,Kishanganj,2019-07-14,0,0,,heuristic,incomplete,incomplete,0,0
E082::madhubani,E082,2019-0331-IND,Bihar,Madhubani,2019-07-14,1,1,,heuristic,incomplete,incomplete,0,0
E082::muzaffarpur,E082,2019-0331-IND,Bihar,Muzaffarpur,2019-07-14,0,0,,heuristic,incomplete,incomplete,0,0
E082::purba%20champaran,E082,2019-0331-IND,Bihar,Purba Champaran,2019-07-14,0,0,,heuristic,incomplete,incomplete,0,0
E082::purnia,E082,2019-0331-IND,Bihar,Purnia,2019-07-14,0,0,,heuristic,incomplete,incomplete,0,0
E082::saharsa,E082,2019-0331-IND,Bihar,Saharsa,2019-07-14,0,0,,heuristic,incomplete,incomplete,0,0
E082::sahersa,E082,2019-0331-IND,Bihar,Sahersa,2019-07-14,0,0,,heuristic,missing,missing,0,0
E082::sheohar,E082,2019-0331-IND,Bihar,Sheohar,2019-07-14,0,0,,heuristic,incomplete,incomplete,0,0
E082::sitamarhi,E082,2019-0331-IND,Bihar,Sitamarhi,2019-07-14,2,2,,heuristic,incomplete,incomplete,0,0
E082::supaul,E082,2019-0331-IND,Bihar,Supaul,2019-07-14,0,0,,heuristic,incomplete,incomplete,0,0
E083::district_missing,E083,2019-0331-IND,Himachal Pradesh,district_missing,2019-07-14,0,0,,heuristic,missing,missing,0,0
E084::district_missing,E084,2019-0331-IND,Karnataka,district_missing,2019-07-14,0,0,,heuristic,missing,missing,0,0
E085::district_missing,E085,2019-0331-IND,Kerala,district_missing,2019-07-14,0,0,,heuristic,missing,missing,0,0
E086::district_missing,E086,2019-0331-IND,Maharashtra,district_missing,2019-07-14,0,0,,heuristic,missing,missing,0,0
E087::district_missing,E087,2019-0331-IND,Odisha,district_missing,2019-07-14,0,0,,heuristic,missing,missing,0,0
E088::district_missing,E088,2019-0331-IND,Punjab,district_missing,2019-07-14,0,0,,heuristic,missing,missing,0,0
E089::district_missing,E089,2019-0331-IND,Rajasthan,district_missing,2019-07-14,0,0,,heuristic,missing,missing,0,0
E090::district_missing,E090,2019-0331-IND,Uttar Pradesh,district_missing,2019-07-14,0,0,,heuristic,missing,missing,0,0
E091::district_missing,E091,2019-0331-IND,Uttarakhand,district_missing,2019-07-14,0,0,,heuristic,missing,missing,0,0
E092::district_missing,E092,2019-0331-IND,West Bengal,district_missing,2019-07-14,0,0,,heuristic,missing,missing,0,0
E093::district_missing,E093,2019-0383-IND,Kerala,district_missing,2019-08-12,0,0,,heuristic,missing,missing,0,0
E094::district_missing,E094,2019-0383-IND,Maharashtra,district_missing,2019-08-12,0,0,,heuristic,missing,missing,0,0
E095::district_missing,E095,2019-0383-IND,Odisha,district_missing,2019-08-12,0,0,,heuristic,missing,missing,0,0
E096::district_missing,E096,2019-0383-IND,West Bengal,district_missing,2019-08-12,0,0,,heuristic,missing,missing,0,0
E097::belagavi,E097,2019-0499-IND,Karnataka,Belagavi,2019-10-19,0,0,,heuristic,missing,missing,0,0
E097::belgaum,E097,2019-0499-IND,Karnataka,Belgaum,2019-10-19,0,0,,heuristic,incomplete,incomplete,0,0
E097::gadag,E097,2019-0499-IND,Karnataka,Gadag,2019-10-19,1,1,,heuristic,incomplete,incomplete,0,0
E097::koppal,E097,2019-0499-IND,Karnataka,Koppal,2019-10-19,0,0,,heuristic,incomplete,incomplete,0,0
E098::district_missing,E098,2019-0499-IND,Kerala,district_missing,2019-10-19,0,0,,heuristic,missing,missing,0,0
E099::district_missing,E099,2019-0499-IND,Tamil Nadu,district_missing,2019-10-19,0,0,,heuristic,missing,missing,0,0
E100::district_missing,E100,2019-0574-IND,Puducherry,district_missing,2019-11-29,0,0,,heuristic,missing,missing,0,0
E101::coimbatore,E101,2019-0574-IND,Tamil Nadu,Coimbatore,2019-11-29,4,4,,heuristic,incomplete,incomplete,0,0
E101::cuddalore,E101,2019-0574-IND,Tamil Nadu,Cuddalore,2019-11-29,0,0,,heuristic,incomplete,incomplete,0,0
E101::nagapattinam,E101,2019-0574-IND,Tamil Nadu,Nagapattinam,2019-11-29,0,0,,heuristic,missing,missing,0,0
E101::nagappattinam,E101,2019-0574-IND,Tamil Nadu,Nagappattinam,2019-11-29,0,0,,heuristic,incomplete,incomplete,0,0
E101::thiruvarur,E101,2019-0574-IND,Tamil Nadu,Thiruvarur,2019-11-29,0,0,,heuristic,incomplete,incomplete,0,0
E101::thoothukkudi,E101,2019-0574-IND,Tamil Nadu,Thoothukkudi,2019-11-29,0,0,,heuristic,incomplete,incomplete,0,0
E101::tiruppur,E101,2019-0574-IND,Tamil Nadu,Tiruppur,2019-11-29,0,0,,heuristic,incomplete,incomplete,0,0
E102::district_missing,E102,2020-0198-IND,Uttar Pradesh,district_missing,2020-05-10,0,0,,heuristic,missing,missing,0,0
E103::darrang,E103,2020-0206-IND,Assam,Darrang,2020-05-24,0,0,,heuristic,incomplete,incomplete,0,0
E103::goalpara,E103,2020-0206-IND,Assam,Goalpara,2020-05-24,2,2,,heuristic,incomplete,incomplete,0,0
E103::lakhimpur,E103,2020-0206-IND,Assam,Lakhimpur,2020-05-24,0,0,,heuristic,incomplete,incomplete,0,0
E103::sonitpur,E103,2020-0206-IND,Assam,Sonitpur,2020-05-24,0,0,,heuristic,incomplete,incomplete,0,0
E103::sontipur,E103,2020-0206-IND,Assam,Sontipur,2020-05-24,0,0,,heuristic,missing,missing,0,0
E103::udalguri,E103,2020-0206-IND,Assam,Udalguri,2020-05-24,0,0,,heuristic,incomplete,incomplete,0,0
E104::district_missing,E104,2020-0206-IND,Sikkim,district_missing,2020-05-24,0,0,,heuristic,missing,missing,0,0
E105::district_missing,E105,2020-0249-IND,Jammu and Kashmir,district_missing,2020-06-01,0,0,,heuristic,missing,missing,0,0
E106::district_missing,E106,2020-0304-IND,Arunachal Pradesh,district_missing,2020-06-01,0,0,,heuristic,missing,missing,0,0
E107::district_missing,E107,2020-0304-IND,Assam,district_missing,2020-06-01,0,0,,heuristic,missing,missing,0,0
E108::district_missing,E108,2020-0304-IND,Bihar,district_missing,2020-06-01,0,0,,heuristic,missing,missing,0,0
E109::district_missing,E109,2020-0304-IND,Chhattisgarh,district_missing,2020-06-01,0,0,,heuristic,missing,missing,0,0
E110::district_missing,E110,2020-0304-IND,Gujarat,district_missing,2020-06-01,0,0,,heuristic,missing,missing,0,0
E111::district_missing,E111,2020-0304-IND,Karnataka,district_missing,2020-06-01,0,0,,heuristic,missing,missing,0,0
E112::district_missing,E112,2020-0304-IND,Kerala,district_missing,2020-06-01,0,0,,heuristic,missing,missing,0,0
E113::district_missing,E113,2020-0304-IND,Madhya Pradesh,district_missing,2020-06-01,0,0,,heuristic,missing,missing,0,0
E114::district_missing,E114,2020-0304-IND,Maharashtra,district_missing,2020-06-01,0,0,,heuristic,missing,missing,0,0
E115::district_missing,E115,2020-0304-IND,Odisha,district_missing,2020-06-01,0,0,,heuristic,missing,missing,0,0
E116::district_missing,E116,2020-0304-IND,Uttar Pradesh,district_missing,2020-06-01,0,0,,heuristic,missing,missing,0,0
E117::district_missing,E117,2020-0304-IND,West Bengal,district_missing,2020-06-01,0,0,,heuristic,missing,missing,0,0
E118::district_missing,E118,2020-0446-IND,Andhra Pradesh,district_missing,2020-10-01,0,0,,heuristic,missing,missing,0,0
E119::district_missing,E119,2020-0446-IND,Karnataka,district_missing,2020-10-01,0,0,,heuristic,missing,missing,0,0
E120::bauda,E120,2020-0446-IND,Odisha,Bauda,2020-10-01,0,0,,heuristic,incomplete,incomplete,0,0
E120::gajapati,E120,2020-0446-IND,Odisha,Gajapati,2020-10-01,0,0,,heuristic,incomplete,incomplete,0,0
E120::ganjam,E120,2020-0446-IND,Odisha,Ganjam,2020-10-01,0,0,,heuristic,incomplete,incomplete,0,0
E120::kalahandi,E120,2020-0446-IND,Odisha,Kalahandi,2020-10-01,0,0,,heuristic,incomplete,incomplete,0,0
E120::kandhamal,E120,2020-0446-IND,Odisha,Kandhamal,2020-10-01,0,0,,heuristic,incomplete,incomplete,0,0
E120::koraput,E120,2020-0446-IND,Odisha,Koraput,2020-10-01,0,0,,heuristic,incomplete,incomplete,0,0
E120::malkangiri,E120,2020-0446-IND,Odisha,Malkangiri,2020-10-01,0,0,,heuristic,incomplete,incomplete,0,0
E120::nabarangapur,E120,2020-0446-IND,Odisha,Nabarangapur,2020-10-01,0,0,,heuristic,incomplete,incomplete,0,0
E120::nuapada,E120,2020-0446-IND,Odisha,Nuapada,2020-10-01,0,0,,heuristic,incomplete,incomplete,0,0
E120::rayagada,E120,2020-0446-IND,Odisha,Rayagada,2020-10-01,0,0,,heuristic,incomplete,incomplete,0,0
E121::district_missing,E121,2020-0446-IND,Telangana,district_missing,2020-10-01,0,0,,heuristic,missing,missing,0,0
E122::district_missing,E122,2021-0316-IND,Bihar,district_missing,2021-06-01,0,0,,heuristic,missing,missing,0,0
E123::district_missing,E123,2021-0316-IND,Chhattisgarh,district_missing,2021-06-01,0,0,,heuristic,missing,missing,0,0
E124::district_missing,E124,2021-0316-IND,Gujarat,district_missing,2021-06-01,0,0,,heuristic,missing,missing,0,0
E125::district_missing,E125,2021-0316-IND,Karnataka,district_missing,2021-06-01,0,0,,heuristic,missing,missing,0,0
E126::district_missing,E126,2021-0316-IND,Kerala,district_missing,2021-06-01,0,0,,heuristic,missing,missing,0,0
E127::district_missing,E127,2021-0316-IND,Maharashtra,district_missing,2021-06-01,0,0,,heuristic,missing,missing,0,0
E128::district_missing,E128,2021-0316-IND,Tripura,district_missing,2021-06-01,0,0,,heuristic,missing,missing,0,0
E129::district_missing,E129,2021-0316-IND,Uttar Pradesh,district_missing,2021-06-01,0,0,,heuristic,missing,missing,0,0
E130::district_missing,E130,2021-0316-IND,Uttarakhand,district_missing,2021-06-01,0,0,,heuristic,missing,missing,0,0
E131::district_missing,E131,2021-0316-IND,West Bengal,district_missing,2021-06-01,0,0,,heuristic,missing,missing,0,0
E132::district_missing,E132,2021-0435-IND,Goa,district_missing,2021-06-01,0,0,,heuristic,missing,missing,0,0
E133::district_missing,E133,2021-0435-IND,Himachal Pradesh,district_missing,2021-06-01,0,0,,heuristic,missing,missing,0,0
E134::district_missing,E134,2021-0435-IND,Jharkhand,district_missing,2021-06-01,0,0,,heuristic,missing,missing,0,0
E135::district_missing,E135,2021-0435-IND,Karnataka,district_missing,2021-06-01,0,0,,heuristic,missing,missing,0,0
E136::pune,E136,2021-0435-IND,Maharashtra,Pune,2021-06-01,0,0,,heuristic,incomplete,incomplete,0,0
E136::raigarh,E136,2021-0435-IND,Maharashtra,Raigarh,2021-06-01,0,0,,heuristic,incomplete,incomplete,0,0
E136::ratnagiri,E136,2021-0435-IND,Maharashtra,Ratnagiri,2021-06-01,0,0,,heuristic,incomplete,incomplete,0,0
E136::satara,E136,2021-0435-IND,Maharashtra,Satara,2021-06-01,0,0,,heuristic,incomplete,incomplete,0,0
E137::district_missing,E137,2021-0435-IND,Uttarakhand,district_missing,2021-06-01,0,0,,heuristic,missing,missing,0,0
E138::district_missing,E138,2021-0435-IND,West Bengal,district_missing,2021-06-01,0,0,,heuristic,missing,missing,0,0
E139::bongaigaon,E139,2021-0366-IND,Assam,Bongaigaon,2021-07-01,0,0,,heuristic,incomplete,incomplete,0,0
E139::chirang,E139,2021-0366-IND,Assam,Chirang,2021-07-01,0,0,,heuristic,incomplete,incomplete,0,0
E139::dhemaji,E139,2021-0366-IND,Assam,Dhemaji,2021-07-01,0,0,,heuristic,incomplete,incomplete,0,0
E139::dhemaji%20and%20dibrugarh,E139,2021-0366-IND,Assam,Dhemaji and Dibrugarh,2021-07-01,0,0,,heuristic,missing,missing,0,0
E139::dibrugarh,E139,2021-0366-IND,Assam,Dibrugarh,2021-07-01,0,0,,heuristic,incomplete,incomplete,0,0
E140::district_missing,E140,2021-0458-IND,Himachal Pradesh,district_missing,2021-07-28,0,0,,heuristic,missing,missing,0,0
E141::district_missing,E141,2021-0458-IND,Jammu and Kashmir,district_missing,2021-07-28,0,0,,heuristic,missing,missing,0,0
E142::devbhumi%20dwarka,E142,2021-0585-IND,Gujarat,Devbhumi Dwarka,2021-09-13,0,0,,heuristic,incomplete,incomplete,0,0
E142::gir%20somnath,E142,2021-0585-IND,Gujarat,Gir Somnath,2021-09-13,0,0,,heuristic,incomplete,incomplete,0,0
E142::jamnagar,E142,2021-0585-IND,Gujarat,Jamnagar,2021-09-13,5,5,,heuristic,incomplete,incomplete,0,0
E142::junagadh,E142,2021-0585-IND,Gujarat,Junagadh,2021-09-13,0,0,,heuristic,incomplete,incomplete,0,0
E142::morbi,E142,2021-0585-IND,Gujarat,Morbi,2021-09-13,0,0,,heuristic,incomplete,incomplete,0,0
E142::porbandar,E142,2021-0585-IND,Gujarat,Porbandar,2021-09-13,0,0,,heuristic,incomplete,incomplete,0,0
E142::rajkot,E142,2021-0585-IND,Gujarat,Rajkot,2021-09-13,5,5,,heuristic,incomplete,incomplete,0,0
E142::valsad,E142,2021-0585-IND,Gujarat,Valsad,2021-09-13,0,0,,heuristic,incomplete,incomplete,0,0
E143::achankovil,E143,2021-0677-IND,Kerala,Achankovil,2021-10-11,0,0,,heuristic,missing,missing,0,0
E143::idukki,E143,2021-0677-IND,Kerala,Idukki,2021-10-11,9,6,,heuristic,incomplete,incomplete,0,1
E143::kollam,E143,2021-0677-IND,Kerala,Kollam,2021-10-11,1,0,,heuristic,incomplete,incomplete,0,1
E143::kottayam,E143,2021-0677-IND,Kerala,Kottayam,2021-10-11,7,5,,heuristic,incomplete,incomplete,0,0
E143::pathanamthitta,E143,2021-0677-IND,Kerala,Pathanamthitta,2021-10-11,0,0,,heuristic,incomplete,incomplete,0,0
E143::pattanamtitta,E143,2021-0677-IND,Kerala,Pattanamtitta,2021-10-11,0,0,,heuristic,incomplete,incomplete,0,0
E143::thiruvananthapuram,E143,2021-0677-IND,Kerala,Thiruvananthapuram,2021-10-11,2,1,,heuristic,incomplete,incomplete,0,1
E144::naini%20tal,E144,2021-0681-IND,Uttarakhand,Naini Tal,2021-10-18,0,0,,heuristic,incomplete,incomplete,0,0
E144::nainital,E144,2021-0681-IND,Uttarakhand,Nainital,2021-10-18,11,11,,heuristic,incomplete,incomplete,0,0
E145::district_missing,E145,2021-0722-IND,Tamil Nadu,district_missing,2021-11-06,0,0,,heuristic,missing,missing,0,0
E146::anantapur,E146,2021-0748-IND,Andhra Pradesh,Anantapur,2021-11-18,0,0,,heuristic,incomplete,incomplete,0,0
E146::chittoor,E146,2021-0748-IND,Andhra Pradesh,Chittoor,2021-11-18,1,1,,heuristic,incomplete,incomplete,0,0
E146::cuddapah,E146,2021-0748-IND,Andhra Pradesh,Cuddapah,2021-11-18,0,0,,heuristic,incomplete,incomplete,0,0
E146::kadapa,E146,2021-0748-IND,Andhra Pradesh,Kadapa,2021-11-18,0,0,,heuristic,missing,missing,0,0
E146::nellore,E146,2021-0748-IND,Andhra Pradesh,Nellore,2021-11-18,2,2,,heuristic,incomplete,incomplete,0,0
E146::y.s.r.,E146,2021-0748-IND,Andhra Pradesh,Y.S.R.,2021-11-18,0,0,,heuristic,incomplete,incomplete,0,0
E147::district_missing,E147,2022-0293-IND,Arunachal Pradesh,district_missing,2022-05-17,0,0,,heuristic,missing,missing,0,0
E148::cachar,E148,2022-0293-IND,Assam,Cachar,2022-05-17,5,5,,heuristic,incomplete,incomplete,0,0
E148::dima%20hasao,E148,2022-0293-IND,Assam,Dima Hasao,2022-05-17,11,11,,heuristic,incomplete,incomplete,0,0
E148::udalguri,E148,2022-0293-IND,Assam,Udalguri,2022-05-17,0,0,,heuristic,incomplete,incomplete,0,0
E149::district_missing,E149,2022-0293-IND,Bihar,district_missing,2022-05-17,0,0,,heuristic,missing,missing,0,0
E150::district_missing,E150,2022-0293-IND,Gujarat,district_missing,2022-05-17,0,0,,heuristic,missing,missing,0,0
E151::district_missing,E151,2022-0293-IND,Himachal Pradesh,district_missing,2022-05-17,0,0,,heuristic,missing,missing,0,0
E152::district_missing,E152,2022-0293-IND,Madhya Pradesh,district_missing,2022-05-17,0,0,,heuristic,missing,missing,0,0
E153::district_missing,E153,2022-0293-IND,Maharashtra,district_missing,2022-05-17,0,0,,heuristic,missing,missing,0,0
E154::east%20khasi%20hills,E154,2022-0293-IND,Meghalaya,East Khasi Hills,2022-05-17,0,0,,heuristic,incomplete,incomplete,0,0
E154::ri%20bhoi,E154,2022-0293-IND,Meghalaya,Ri Bhoi,2022-05-17,0,0,,heuristic,incomplete,incomplete,0,0
E154::ri-bhoi,E154,2022-0293-IND,Meghalaya,Ri-Bhoi,2022-05-17,0,0,,heuristic,missing,missing,0,0
E155::district_missing,E155,2022-0293-IND,Nagaland,district_missing,2022-05-17,0,0,,heuristic,missing,missing,0,0
E156::district_missing,E156,2022-0539-IND,Himachal Pradesh,district_missing,2022-08-01,0,0,,heuristic,missing,missing,0,0
E157::district_missing,E157,2022-0539-IND,Jharkhand,district_missing,2022-08-01,0,0,,heuristic,missing,missing,0,0
E158::district_missing,E158,2022-0539-IND,Uttarakhand,district_missing,2022-08-01,0,0,,heuristic,missing,missing,0,0
E159::district_missing,E159,2022-0590-IND,Uttar Pradesh,district_missing,2022-09-18,0,0,,heuristic,missing,missing,0,0
E160::bajali,E160,2023-0330-IND,Assam,Bajali,2023-06-14,0,0,,heuristic,missing,missing,0,0
E160::baksa,E160,2023-0330-IND,Assam,Baksa,2023-06-14,0,0,,heuristic,missing,missing,0,0
E160::barpet%20distrcits,E160,2023-0330-IND,Assam,Barpet distrcits,2023-06-14,0,0,,heuristic,missing,missing,0,0
E160::lakhimpur,E160,2023-0330-IND,Assam,Lakhimpur,2023-06-14,0,0,,heuristic,missing,missing,0,0
E160::nalbari,E160,2023-0330-IND,Assam,Nalbari,2023-06-14,0,0,,heuristic,missing,missing,0,0
E161::district_missing,E161,2023-0330-IND,Sikkim,district_missing,2023-06-14,0,0,,heuristic,missing,missing,0,0
E162::district_missing,E162,2023-0428-IND,Assam,district_missing,2023-06-25,0,0,,heuristic,missing,missing,0,0
E163::district_missing,E163,2023-0428-IND,Bihar,district_missing,2023-06-25,0,0,,heuristic,missing,missing,0,0
E164::district_missing,E164,2023-0428-IND,Chhattisgarh,district_missing,2023-06-25,0,0,,heuristic,missing,missing,0,0
E165::district_missing,E165,2023-0428-IND,Delhi,district_missing,2023-06-25,0,0,,heuristic,missing,missing,0,0
