event_district_id,event_id,state,district,start_date,year,aoi_status,aoi_error,aoi_area_km2,eligible_km2,utm_epsg,grid_tiles,grid_blocks,s1_pre_images,s1_post_images,sr_pre_images,sr_post_images,sr_baseline_candidates,sr_baseline_months,sr_post_seen_frac,sr_pre_seen_frac,sr_optical_observed_frac,sr_status,sr_reason,sr_kept_tiles,sr_kept_km2,sr_usable_km2,sr_usable_frac,sr_new_water_c_km2,sr_fine_scale_m,sr_error,l1c_pre_images,l1c_post_images,l1c_baseline_candidates,l1c_baseline_months,l1c_post_seen_frac,l1c_pre_seen_frac,l1c_optical_observed_frac,l1c_status,l1c_reason,l1c_kept_tiles,l1c_kept_km2,l1c_usable_km2,l1c_usable_frac,l1c_new_water_c_km2,l1c_fine_scale_m,l1c_error,probe_version,spec_version,elapsed_s
E051::cachar,E051,Assam,Cachar,2017-06-25,2017,matched,,3806.33,1827.769,EPSG:32646,18088.0,81.0,9.0,4.0,0.0,0.0,2.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,1.0,0.0,2.0,,0.0,0.057325137325462065,0.0,unavailable,no_post_imagery,,,,,,,,feas-1,fs1-7f9da549b693,7.7
E051::charaideo,E051,Assam,Charaideo,2017-06-25,2017,failed,district AOI match failed for Assam/Charaideo: 0 exact candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feas-1,fs1-7f9da549b693,2.1
E051::chirang,E051,Assam,Chirang,2017-06-25,2017,failed,district AOI match failed for Assam/Chirang: 0 exact candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feas-1,fs1-7f9da549b693,1.5
E051::darrang,E051,Assam,Darrang,2017-06-25,2017,matched,,3426.968,3280.833,EPSG:32646,12932.0,56.0,9.0,3.0,0.0,0.0,3.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,2.0,0.0,6.0,2017-01|2017-02|2017-03|2017-04,0.0,0.02102650358566801,0.0,unavailable,no_post_imagery,,,,,,,,feas-1,fs1-7f9da549b693,6.3
E051::dhemaji,E051,Assam,Dhemaji,2017-06-25,2017,matched,,2503.348,2349.83,EPSG:32646,20291.0,91.0,7.0,5.0,0.0,0.0,2.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,2.0,0.0,4.0,2016-05|2017-01|2017-02|2017-05,0.0,0.12514713716796202,0.0,unavailable,no_post_imagery,,,,,,,,feas-1,fs1-7f9da549b693,7.4
E051::dhubri,E051,Assam,Dhubri,2017-06-25,2017,failed,district AOI match failed for Assam/Dhubri: 0 exact candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feas-1,fs1-7f9da549b693,1.5
E051::dhuburi,E051,Assam,Dhuburi,2017-06-25,2017,matched,,2831.831,2427.314,EPSG:32646,20049.0,88.0,4.0,1.0,0.0,0.0,5.0,2017-01|2017-02|2017-03|2017-04,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,11.0,0.0,7.0,2016-05|2017-01|2017-02|2017-03,0.0,0.5541571242745374,0.0,unavailable,no_post_imagery,,,,,,,,feas-1,fs1-7f9da549b693,9.2
E051::dibrugarh,E051,Assam,Dibrugarh,2017-06-25,2017,matched,,3397.482,3081.661,EPSG:32646,15301.0,63.0,8.0,6.0,0.0,0.0,3.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,4.0,0.0,4.0,2016-05|2017-01|2017-02|2017-05,0.0,0.2987232151112225,0.0,unavailable,no_post_imagery,,,,,,,,feas-1,fs1-7f9da549b693,5.9
E051::goalpara,E051,Assam,Goalpara,2017-06-25,2017,matched,,1904.606,1570.114,EPSG:32646,9240.0,40.0,6.0,2.0,0.0,0.0,3.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,8.0,0.0,6.0,2017-01|2017-02|2017-03|2017-04,0.0,0.6073553208650525,0.0,unavailable,no_post_imagery,,,,,,,,feas-1,fs1-7f9da549b693,8.3
E051::golaghat,E051,Assam,Golaghat,2017-06-25,2017,matched,,3532.268,3374.77,EPSG:32646,27160.0,117.0,9.0,4.0,0.0,0.0,2.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,1.0,0.0,4.0,2016-05|2016-06|2017-01|2017-02,0.0,0.0066017179026287304,0.0,unavailable,no_post_imagery,,,,,,,,feas-1,fs1-7f9da549b693,6.5
E051::jorhat,E051,Assam,Jorhat,2017-06-25,2017,matched,,2842.717,2522.497,EPSG:32646,14544.0,63.0,7.0,3.0,0.0,0.0,1.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,1.0,0.0,4.0,2016-05|2016-06|2017-01|2017-02,0.0,0.05394883990083411,0.0,unavailable,no_post_imagery,,,,,,,,feas-1,fs1-7f9da549b693,7.2
E051::karbi%20anglong,E051,Assam,Karbi Anglong,2017-06-25,2017,matched,,10446.406,3613.678,EPSG:32646,51512.0,216.0,11.0,6.0,0.0,0.0,2.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,2.0,1.0,4.0,2016-05|2017-01|2017-02|2017-03,0.017068163960129095,0.03941517589025895,0.0007399728295949207,ok,ok,57.8,23.691,0.607,0.0002,0.0,40.0,,feas-1,fs1-7f9da549b693,24.9
E051::karimganj,E051,Assam,Karimganj,2017-06-25,2017,matched,,1856.722,1216.394,EPSG:32646,7085.0,35.0,6.0,2.0,0.0,0.0,3.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,2.0,1.0,6.0,2017-01|2017-02|2017-03|2017-05,0.006645410394440161,0.47987603252802624,0.0008288988874388401,ok,ok,7.0,2.869,0.091,0.0001,0.0,40.0,,feas-1,fs1-7f9da549b693,18.5
E051::kokrajhar,E051,Assam,Kokrajhar,2017-06-25,2017,matched,,3329.223,3208.461,EPSG:32646,14070.0,63.0,9.0,3.0,0.0,0.0,4.0,2017-01|2017-02|2017-03|2017-04,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,6.0,0.0,7.0,2016-05|2017-01|2017-02|2017-04,0.0,0.710371720001098,0.0,unavailable,no_post_imagery,,,,,,,,feas-1,fs1-7f9da549b693,8.6
E051::lakhimpur,E051,Assam,Lakhimpur,2017-06-25,2017,matched,,2886.524,2724.618,EPSG:32646,16940.0,72.0,9.0,6.0,0.0,0.0,2.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,2.0,0.0,3.0,,0.0,0.015741159563039186,0.0,unavailable,no_post_imagery,,,,,,,,feas-1,fs1-7f9da549b693,7.3
E051::majuli,E051,Assam,Majuli,2017-06-25,2017,failed,district AOI match failed for Assam/Majuli: 0 exact candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feas-1,fs1-7f9da549b693,2.3
E051::marigaon,E051,Assam,Marigaon,2017-06-25,2017,matched,,1556.527,1311.702,EPSG:32646,7584.0,30.0,5.0,2.0,0.0,0.0,2.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,4.0,1.0,6.0,2017-01|2017-03|2017-04|2017-05,0.004339306329458572,0.016334268403014288,0.0,ok,ok,1.0,0.41,0.0,0.0,0.0,40.0,,feas-1,fs1-7f9da549b693,16.2
E051::morigaon,E051,Assam,Morigaon,2017-06-25,2017,failed,district AOI match failed for Assam/Morigaon: 0 exact candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feas-1,fs1-7f9da549b693,2.4
E051::nagaon,E051,Assam,Nagaon,2017-06-25,2017,matched,,3997.442,3464.847,EPSG:32646,24624.0,99.0,9.0,4.0,0.0,0.0,3.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,2.0,1.0,6.0,2017-01|2017-03|2017-04|2017-05,0.009491514904680098,0.0318391111106662,0.0018693103842855794,ok,ok,48.0,19.676,1.988,0.0006,0.144,40.0,,feas-1,fs1-7f9da549b693,48.2
E051::nalbari,E051,Assam,Nalbari,2017-06-25,2017,matched,,2339.88,2186.931,EPSG:32646,9856.0,40.0,9.0,3.0,0.0,0.0,3.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,2.0,0.0,6.0,2017-01|2017-02|2017-03|2017-04,0.0,0.24467682533567384,0.0,unavailable,no_post_imagery,,,,,,,,feas-1,fs1-7f9da549b693,10.5
E051::sibsagar,E051,Assam,Sibsagar,2017-06-25,2017,matched,,2638.077,2528.958,EPSG:32646,14647.0,70.0,6.0,4.0,0.0,0.0,2.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,4.0,0.0,4.0,2016-05|2017-01|2017-02|2017-05,0.0,0.1668580783449726,0.0,unavailable,no_post_imagery,,,,,,,,feas-1,fs1-7f9da549b693,7.8
E051::sivasagar,E051,Assam,Sivasagar,2017-06-25,2017,failed,district AOI match failed for Assam/Sivasagar: 0 exact candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feas-1,fs1-7f9da549b693,1.7
E051::sonitpur,E051,Assam,Sonitpur,2017-06-25,2017,matched,,4676.158,4405.448,EPSG:32646,19608.0,90.0,13.0,6.0,0.0,0.0,3.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,1.0,0.0,5.0,2017-01|2017-02|2017-03|2017-04,0.0,0.0549813868968359,0.0,unavailable,no_post_imagery,,,,,,,,feas-1,fs1-7f9da549b693,7.8
E051::south%20salmara,E051,Assam,South Salmara,2017-06-25,2017,failed,district AOI match failed for Assam/South Salmara: 0 exact candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feas-1,fs1-7f9da549b693,1.6
E052::bishnupur,E052,Manipur,Bishnupur,2017-07-01,2017,matched,,481.85,382.108,EPSG:32646,2340.0,10.0,5.0,2.0,0.0,0.0,2.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,0.0,0.0,4.0,2016-08|2017-01|2017-02|2017-05,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,feas-1,fs1-7f9da549b693,9.4
E052::east%20imphal,E052,Manipur,East Imphal,2017-07-01,2017,matched,,599.53,334.771,EPSG:32646,14450.0,66.0,10.0,5.0,0.0,0.0,2.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,0.0,0.0,4.0,2016-08|2017-01|2017-02|2017-05,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,feas-1,fs1-7f9da549b693,8.3
E052::imphal%20east,E052,Manipur,Imphal East,2017-07-01,2017,failed,district AOI match failed for Manipur/Imphal East: 0 exact candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feas-1,fs1-7f9da549b693,1.2
E052::imphal%20west,E052,Manipur,Imphal West,2017-07-01,2017,failed,district AOI match failed for Manipur/Imphal West: 0 exact candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feas-1,fs1-7f9da549b693,0.9
E052::thoubal,E052,Manipur,Thoubal,2017-07-01,2017,matched,,715.585,496.595,EPSG:32646,4250.0,24.0,5.0,2.0,0.0,0.0,2.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,0.0,0.0,5.0,2016-08|2017-01|2017-02|2017-05,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,feas-1,fs1-7f9da549b693,10.1
E052::west%20imphal,E052,Manipur,West Imphal,2017-07-01,2017,matched,,489.018,406.621,EPSG:32646,3094.0,18.0,5.0,2.0,0.0,0.0,2.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,0.0,0.0,4.0,2016-08|2017-01|2017-02|2017-05,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,feas-1,fs1-7f9da549b693,7.9
E053::araria,E053,Bihar,Araria,2017-08-11,2017,matched,,2825.348,2819.481,EPSG:32645,11536.0,49.0,14.0,9.0,0.0,0.0,2.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,10.0,1.0,2.0,,0.07417520307359107,0.37405663531957184,0.054810688055695236,unavailable,no_clear_baseline,,,,,,,,feas-1,fs1-7f9da549b693,10.0
E053::jogbani,E053,Bihar,Jogbani,2017-08-11,2017,failed,district AOI match failed for Bihar/Jogbani: 0 exact candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feas-1,fs1-7f9da549b693,2.4
E054::district_missing,E054,Uttar Pradesh,district_missing,2017-08-11,2017,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feas-1,fs1-7f9da549b693,0.0
E055::district_missing,E055,West Bengal,district_missing,2017-08-11,2017,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feas-1,fs1-7f9da549b693,0.0
E056::ambedkar%20nagar,E056,Uttar Pradesh,Ambedkar Nagar,2017-08-16,2017,matched,,2328.994,2311.674,EPSG:32644,12298.0,54.0,11.0,6.0,0.0,1.0,6.0,2017-02|2017-03|2017-04|2017-06,0.8352847623786653,0.0,0.0,unavailable,no_pre_imagery,,,,,,,,7.0,6.0,7.0,2017-03|2017-04|2017-05|2017-06,0.8596148545232446,0.1030032502862437,0.08660421813571038,ok,ok,4582.4,1876.97,194.638,0.0842,0.222,40.0,,feas-1,fs1-7f9da549b693,38.4
E056::azamgarh,E056,Uttar Pradesh,Azamgarh,2017-08-16,2017,matched,,3904.018,3900.87,EPSG:32644,18612.0,81.0,14.0,8.0,0.0,1.0,4.0,2017-02|2017-03|2017-04|2017-05,0.18828355468307842,0.0,0.0,unavailable,no_pre_imagery,,,,,,,,8.0,10.0,6.0,2017-02|2017-03|2017-04|2017-05,0.8777876440769536,0.07599916042965318,0.06640777525030257,ok,ok,8087.0,3312.439,230.256,0.059,0.248,40.0,,feas-1,fs1-7f9da549b693,40.3
E056::badaun,E056,Uttar Pradesh,Badaun,2017-08-16,2017,matched,,5082.708,5079.196,EPSG:32644,26928.0,108.0,12.0,6.0,1.0,0.0,4.0,2017-02|2017-03|2017-04|2017-05,0.0,0.10734964766360648,0.0,unavailable,no_post_imagery,,,,,,,,14.0,1.0,6.0,2016-09|2017-03|2017-04|2017-05,1.7313310555308274e-05,0.7094383335964392,1.7981562805547666e-05,unavailable,no_retained_tiles,0.0,0.0,0.0,0.0,0.0,40.0,,feas-1,fs1-7f9da549b693,40.3
E056::bahraich,E056,Uttar Pradesh,Bahraich,2017-08-16,2017,matched,,3705.01,3628.424,EPSG:32644,26562.0,120.0,13.0,6.0,0.0,0.0,5.0,2017-01|2017-02|2017-04|2017-06,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,3.0,5.0,7.0,2017-02|2017-03|2017-04|2017-05,0.09205310994538275,0.10117698188189389,0.007047291791559439,ok,ok,372.2,152.436,2.761,0.0008,0.008,40.0,,feas-1,fs1-7f9da549b693,38.3
E056::ballia,E056,Uttar Pradesh,Ballia,2017-08-16,2017,matched,,3013.805,2965.235,EPSG:32645,16610.0,70.0,12.0,7.0,0.0,0.0,3.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,2.0,8.0,5.0,2017-02|2017-03|2017-04|2017-05,0.3066931934514092,0.0,0.0,ok,ok,1819.0,745.053,0.0,0.0,0.0,40.0,,feas-1,fs1-7f9da549b693,44.4
E056::balrampur,E056,Uttar Pradesh,Balrampur,2017-08-16,2017,matched,,3379.881,3295.634,EPSG:32644,15870.0,72.0,12.0,5.0,0.0,0.0,4.0,2017-01|2017-02|2017-04|2017-06,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,4.0,4.0,8.0,2017-02|2017-04|2017-05|2017-06,0.13838712532462508,0.1818177542152504,0.06601706318382117,ok,ok,908.4,372.06,156.8,0.0476,0.595,40.0,,feas-1,fs1-7f9da549b693,42.5
E056::bara%20banki,E056,Uttar Pradesh,Bara Banki,2017-08-16,2017,matched,,4440.001,4426.966,EPSG:32644,21170.0,100.0,10.0,4.0,0.0,0.0,5.0,2017-01|2017-02|2017-04|2017-06,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,3.0,5.0,6.0,2017-02|2017-03|2017-04|2017-05,0.0998099196117785,0.00017240388257629702,1.6164229765025876e-05,ok,ok,495.4,202.919,0.001,0.0,0.0,40.0,,feas-1,fs1-7f9da549b693,46.8
E056::barabanki,E056,Uttar Pradesh,Barabanki,2017-08-16,2017,failed,district AOI match failed for Uttar Pradesh/Barabanki: 0 exact candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feas-1,fs1-7f9da549b693,2.1
E056::basti,E056,Uttar Pradesh,Basti,2017-08-16,2017,matched,,2522.074,2510.791,EPSG:32644,9912.0,48.0,7.0,3.0,0.0,1.0,6.0,2017-01|2017-03|2017-04|2017-06,0.6812572575032433,0.0,0.0,unavailable,no_pre_imagery,,,,,,,,1.0,2.0,6.0,2017-02|2017-03|2017-04|2017-05,0.691741120228474,0.012282057470160566,0.008344305416430647,ok,ok,4226.3,1731.097,19.948,0.0079,0.128,40.0,,feas-1,fs1-7f9da549b693,28.3
E056::bijnor,E056,Uttar Pradesh,Bijnor,2017-08-16,2017,matched,,4319.742,4298.632,EPSG:32644,18876.0,81.0,10.0,5.0,0.0,0.0,4.0,2017-02|2017-03|2017-04|2017-05,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,15.0,0.0,6.0,2017-03|2017-04|2017-05|2017-07,0.0,0.878575391827811,0.0,unavailable,no_post_imagery,,,,,,,,feas-1,fs1-7f9da549b693,8.8
E056::budaun,E056,Uttar Pradesh,Budaun,2017-08-16,2017,failed,district AOI match failed for Uttar Pradesh/Budaun: 0 exact candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feas-1,fs1-7f9da549b693,2.9
E056::deoria,E056,Uttar Pradesh,Deoria,2017-08-16,2017,matched,,2561.429,2540.289,EPSG:32644,12876.0,56.0,7.0,4.0,0.0,0.0,3.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,2.0,8.0,4.0,2017-02|2017-03|2017-04|2017-05,0.5147921256424695,0.08771217652358991,0.06288051820828688,ok,ok,2678.3,1097.031,105.642,0.0416,0.689,40.0,,feas-1,fs1-7f9da549b693,39.0
E056::faizabad,E056,Uttar Pradesh,Faizabad,2017-08-16,2017,matched,,2103.279,2089.931,EPSG:32644,9375.0,40.0,7.0,3.0,0.0,1.0,5.0,2017-01|2017-02|2017-04|2017-06,0.00028975160833844053,0.0,0.0,unavailable,no_pre_imagery,,,,,,,,1.0,3.0,6.0,2017-02|2017-03|2017-04|2017-06,0.004156482165367781,0.0006190314290862287,0.0,ok,ok,8.2,3.373,0.003,0.0,0.0,40.0,,feas-1,fs1-7f9da549b693,18.8
E056::farrukhabad,E056,Uttar Pradesh,Farrukhabad,2017-08-16,2017,matched,,2188.009,2186.185,EPSG:32644,9312.0,42.0,11.0,4.0,0.0,0.0,4.0,2017-02|2017-03|2017-04|2017-05,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,3.0,0.0,4.0,2016-09|2017-03|2017-04|2017-05,0.0,0.6048682100923595,0.0,unavailable,no_post_imagery,,,,,,,,feas-1,fs1-7f9da549b693,7.6
E056::ghazipur,E056,Uttar Pradesh,Ghazipur,2017-08-16,2017,matched,,3392.664,3344.926,EPSG:32644,14484.0,63.0,11.0,6.0,0.0,0.0,3.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,0.0,4.0,6.0,2017-02|2017-03|2017-04|2017-05,0.35881552617353246,0.0,0.0,unavailable,no_pre_imagery,,,,,,,,feas-1,fs1-7f9da549b693,9.8
E056::gonda,E056,Uttar Pradesh,Gonda,2017-08-16,2017,matched,,4014.846,3999.891,EPSG:32644,19780.0,88.0,15.0,6.0,0.0,1.0,5.0,2017-01|2017-02|2017-04|2017-06,0.0020259189801260565,0.0,0.0,unavailable,no_pre_imagery,,,,,,,,3.0,7.0,6.0,2017-02|2017-03|2017-04|2017-05,0.00703611265398571,1.3275667881280372e-05,0.0,ok,ok,36.1,14.804,0.0,0.0,0.0,40.0,,feas-1,fs1-7f9da549b693,105.5
E056::gorakhpur,E056,Uttar Pradesh,Gorakhpur,2017-08-16,2017,matched,,3072.189,3045.218,EPSG:32644,12784.0,54.0,7.0,4.0,0.0,1.0,3.0,,0.014263425817450853,0.0,0.0,unavailable,no_pre_imagery,,,,,,,,1.0,4.0,6.0,2017-02|2017-03|2017-04|2017-05,0.919710638099616,0.07539727156234047,0.06488661342684317,ok,ok,6709.5,2748.222,162.162,0.0533,10.449,40.0,,feas-1,fs1-7f9da549b693,24.0
E056::kushinagar,E056,Uttar Pradesh,Kushinagar,2017-08-16,2017,matched,,2893.161,2885.969,EPSG:32644,18070.0,81.0,9.0,5.0,0.0,0.0,3.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,6.0,8.0,5.0,2017-02|2017-03|2017-04|2017-05,0.6224714865128692,0.4342345497255587,0.3057549206749793,ok,ok,3625.4,1484.978,659.121,0.2284,10.325,40.0,,feas-1,fs1-7f9da549b693,26.1
E056::lakhimpur%20kheri,E056,Uttar Pradesh,Lakhimpur Kheri,2017-08-16,2017,matched,,7708.743,7586.633,EPSG:32644,34475.0,143.0,12.0,5.0,0.0,0.0,5.0,2017-02|2017-04|2017-05|2017-06,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,12.0,6.0,8.0,2017-02|2017-03|2017-04|2017-05,0.2183149585579619,0.6156286693909484,0.10288121853644591,ok,ok,2821.2,1155.551,507.825,0.0669,3.653,40.0,,feas-1,fs1-7f9da549b693,22.1
E056::maharajganj,E056,Uttar Pradesh,Maharajganj,2017-08-16,2017,matched,,3197.023,3142.714,EPSG:32644,12852.0,56.0,12.0,6.0,0.0,0.0,3.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,6.0,7.0,7.0,2017-02|2017-03|2017-05|2017-06,0.9449971395628459,0.7099355057399751,0.6579066676768365,ok,ok,5829.5,2387.762,1408.716,0.4482,46.368,40.0,,feas-1,fs1-7f9da549b693,38.9
E056::mau,E056,Uttar Pradesh,Mau,2017-08-16,2017,matched,,2070.492,2062.767,EPSG:32644,8400.0,42.0,12.0,7.0,0.0,0.0,3.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,1.0,4.0,5.0,2017-02|2017-03|2017-04|2017-05,0.7723254933534519,0.00016454100573270035,9.921702259716457e-05,ok,ok,3499.2,1433.29,0.301,0.0001,0.0,40.0,,feas-1,fs1-7f9da549b693,14.6
E056::mirzapur,E056,Uttar Pradesh,Mirzapur,2017-08-16,2017,matched,,4526.89,4194.523,EPSG:32644,20532.0,88.0,9.0,5.0,0.0,0.0,5.0,2017-02|2017-03|2017-04|2017-05,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,6.0,12.0,7.0,2017-03|2017-04|2017-05|2017-06,0.9591299809610032,0.07058840304446887,0.05338067588463513,ok,ok,10108.8,4140.57,229.99,0.0548,0.893,40.0,,feas-1,fs1-7f9da549b693,39.2
E056::muzaffarnagar,E056,Uttar Pradesh,Muzaffarnagar,2017-08-16,2017,matched,,4053.991,4046.112,EPSG:32643,14536.0,60.0,13.0,6.0,0.0,0.0,3.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,15.0,1.0,8.0,2016-09|2017-03|2017-04|2017-05,0.0010064550784182763,0.8208009098919404,0.00014854836766069586,ok,ok,0.9,0.381,0.048,0.0,0.0,40.0,,feas-1,fs1-7f9da549b693,24.1
E056::pilibhit,E056,Uttar Pradesh,Pilibhit,2017-08-16,2017,matched,,3594.158,3521.09,EPSG:32644,17152.0,72.0,12.0,5.0,0.0,0.0,4.0,2017-02|2017-03|2017-04|2017-05,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,8.0,2.0,4.0,2016-09|2017-03|2017-04|2017-05,0.0009139124098053363,0.3931542703694635,0.0009002980607805673,ok,ok,4.0,1.636,1.295,0.0004,0.0,40.0,,feas-1,fs1-7f9da549b693,29.3
E056::sant%20kabir%20nagar,E056,Uttar Pradesh,Sant Kabir Nagar,2017-08-16,2017,matched,,1329.18,1324.939,EPSG:32644,6993.0,28.0,7.0,4.0,0.0,1.0,4.0,2017-02|2017-03|2017-04|2017-05,0.7982302600902996,0.0,0.0,unavailable,no_pre_imagery,,,,,,,,9.0,10.0,6.0,2017-02|2017-03|2017-04|2017-05,0.971209595669297,0.025080240243994804,0.022871617984287048,ok,ok,3123.6,1279.42,28.395,0.0214,0.774,40.0,,feas-1,fs1-7f9da549b693,17.0
E056::shamli,E056,Uttar Pradesh,Shamli,2017-08-16,2017,failed,district AOI match failed for Uttar Pradesh/Shamli: 0 exact candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feas-1,fs1-7f9da549b693,2.8
E056::shravasti,E056,Uttar Pradesh,Shravasti,2017-08-16,2017,matched,,3157.758,3134.779,EPSG:32644,14750.0,64.0,14.0,6.0,0.0,0.0,5.0,2017-01|2017-02|2017-05|2017-06,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,3.0,3.0,7.0,2017-02|2017-04|2017-05|2017-06,0.1321390925734311,0.10586330563341582,0.05370637054950405,ok,ok,748.4,306.553,117.878,0.0376,0.512,40.0,,feas-1,fs1-7f9da549b693,37.6
E056::siddharth%20nagar,E056,Uttar Pradesh,Siddharth Nagar,2017-08-16,2017,matched,,3492.614,3471.431,EPSG:32644,14497.0,63.0,14.0,7.0,0.0,1.0,6.0,2017-02|2017-04|2017-05|2017-06,0.21909001665524613,0.0,0.0,unavailable,no_pre_imagery,,,,,,,,9.0,10.0,9.0,2017-02|2017-04|2017-05|2017-06,0.8469823875396337,0.26000671254264773,0.23504564538050393,ok,ok,7010.4,2871.478,679.277,0.1957,101.902,40.0,,feas-1,fs1-7f9da549b693,93.4
E056::sitapur,E056,Uttar Pradesh,Sitapur,2017-08-16,2017,matched,,5789.793,5766.349,EPSG:32644,24080.0,99.0,19.0,8.0,0.0,0.0,5.0,2017-01|2017-02|2017-04|2017-06,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,4.0,4.0,6.0,2017-02|2017-03|2017-04|2017-05,0.18073083087664685,0.05007740010584519,0.005378823262184101,ok,ok,1192.5,488.463,9.525,0.0017,0.003,40.0,,feas-1,fs1-7f9da549b693,44.7
E057::mumbai%20city,E057,Maharashtra,Mumbai City,2017-08-29,2017,matched,,77.224,68.147,EPSG:32643,578.0,6.0,2.0,2.0,0.0,0.0,4.0,2017-01|2017-02|2017-03|2017-04,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,7.0,8.0,5.0,2017-01|2017-02|2017-03|2017-05,0.8574410933804555,0.5709749539058334,0.422973975543135,ok,ok,152.7,62.534,25.246,0.3705,1.959,40.0,,feas-1,fs1-7f9da549b693,13.7
E057::mumbai%20suburban,E057,Maharashtra,Mumbai Suburban,2017-08-29,2017,matched,,409.399,301.594,EPSG:32643,1800.0,12.0,2.0,2.0,0.0,0.0,4.0,2017-01|2017-02|2017-03|2017-04,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,5.0,6.0,5.0,2017-01|2017-02|2017-04|2017-05,0.6508047767698281,0.38706737396573904,0.23932578589728853,ok,ok,552.3,226.216,75.223,0.2494,3.613,40.0,,feas-1,fs1-7f9da549b693,13.8
E057::palghar,E057,Maharashtra,Palghar,2017-08-29,2017,failed,district AOI match failed for Maharashtra/Palghar: 0 exact candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feas-1,fs1-7f9da549b693,2.6
