event_district_id,event_id,state,district,start_date,year,aoi_status,aoi_error,aoi_area_km2,eligible_km2,utm_epsg,grid_tiles,grid_blocks,s1_pre_images,s1_post_images,sr_pre_images,sr_post_images,sr_baseline_candidates,sr_baseline_months,sr_post_seen_frac,sr_pre_seen_frac,sr_optical_observed_frac,sr_status,sr_reason,sr_kept_tiles,sr_kept_km2,sr_usable_km2,sr_usable_frac,sr_new_water_c_km2,sr_fine_scale_m,sr_error,l1c_pre_images,l1c_post_images,l1c_baseline_candidates,l1c_baseline_months,l1c_post_seen_frac,l1c_pre_seen_frac,l1c_optical_observed_frac,l1c_status,l1c_reason,l1c_kept_tiles,l1c_kept_km2,l1c_usable_km2,l1c_usable_frac,l1c_new_water_c_km2,l1c_fine_scale_m,l1c_error,probe_version,spec_version,elapsed_s
E034::agar%20malwa,E034,Madhya Pradesh,Agar Malwa,2016-07-09,2016,failed,district AOI match failed for Madhya Pradesh/Agar Malwa: 0 exact candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feas-1,fs1-7f9da549b693,3.1
E034::bhopal,E034,Madhya Pradesh,Bhopal,2016-07-09,2016,matched,,2728.201,2552.366,EPSG:32643,10780.0,45.0,0.0,0.0,0.0,0.0,4.0,2016-01|2016-03|2016-04|2016-05,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,6.0,4.0,5.0,2016-01|2016-03|2016-04|2016-05,0.19184453955670405,0.799395554676256,0.1462745584164236,ok,ok,373.3,152.898,81.686,0.032,2.871,40.0,,feas-1,fs1-7f9da549b693,25.1
E034::damoh,E034,Madhya Pradesh,Damoh,2016-07-09,2016,matched,,7370.294,6656.456,EPSG:32644,32400.0,135.0,0.0,0.0,1.0,0.0,5.0,2016-01|2016-03|2016-04|2016-05,0.0,0.05255426415832422,0.0,unavailable,no_post_imagery,,,,,,,,13.0,8.0,6.0,2016-01|2016-03|2016-04|2016-05,0.2118427221314439,0.8181159858842807,0.17348419932145415,ok,ok,3323.8,1361.441,929.585,0.1397,8.5,40.0,,feas-1,fs1-7f9da549b693,41.3
E034::harda,E034,Madhya Pradesh,Harda,2016-07-09,2016,matched,,3323.034,2783.791,EPSG:32643,13688.0,64.0,0.0,0.0,0.0,0.0,4.0,2016-01|2016-03|2016-04|2016-05,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,10.0,4.0,5.0,2016-01|2016-03|2016-04|2016-05,0.004266824829055019,0.5273581996517576,0.002071492172037327,ok,ok,20.3,8.318,3.239,0.0012,0.245,40.0,,feas-1,fs1-7f9da549b693,64.4
E034::hoshangabad,E034,Madhya Pradesh,Hoshangabad,2016-07-09,2016,matched,,6725.463,5463.086,EPSG:32643,31787.0,135.0,0.0,0.0,0.0,0.0,4.0,2016-01|2016-03|2016-04|2016-05,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,12.0,6.0,5.0,2016-01|2016-03|2016-04|2016-05,0.008568581060139472,0.5679232495797606,0.005599465418458663,ok,ok,19.3,7.909,4.357,0.0008,0.15,40.0,,feas-1,fs1-7f9da549b693,37.3
E034::jabalpur,E034,Madhya Pradesh,Jabalpur,2016-07-09,2016,matched,,4021.328,3233.323,EPSG:32644,21978.0,91.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,6.0,2.0,5.0,2016-01|2016-03|2016-04|2016-05,0.00038767286693088384,0.20152380420444058,0.00017940422663941278,unavailable,no_retained_tiles,0.0,0.0,0.0,0.0,0.0,40.0,,feas-1,fs1-7f9da549b693,58.7
E034::mandla,E034,Madhya Pradesh,Mandla,2016-07-09,2016,matched,,6789.128,4543.981,EPSG:32644,28560.0,121.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,2.0,0.0,5.0,2016-02|2016-03|2016-04|2016-05,0.0,0.01594924265562548,0.0,unavailable,no_post_imagery,,,,,,,,feas-1,fs1-7f9da549b693,11.7
E034::panna,E034,Madhya Pradesh,Panna,2016-07-09,2016,matched,,7129.19,5924.228,EPSG:32644,32482.0,140.0,0.0,0.0,1.0,0.0,4.0,2016-01|2016-02|2016-03|2016-05,0.0,0.023391596494920487,0.0,unavailable,no_post_imagery,,,,,,,,15.0,4.0,5.0,2016-01|2016-02|2016-03|2016-05,0.015287610399127294,0.0804357278316252,0.009916925122864627,ok,ok,221.7,90.821,49.791,0.0084,0.875,40.0,,feas-1,fs1-7f9da549b693,40.8
E034::raisen,E034,Madhya Pradesh,Raisen,2016-07-09,2016,matched,,8515.575,7108.325,EPSG:32644,38512.0,165.0,0.0,0.0,0.0,0.0,4.0,2016-01|2016-03|2016-04|2016-05,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,12.0,12.0,5.0,2016-01|2016-03|2016-04|2016-05,0.1634126465220319,0.7900389450732939,0.11248784405938589,ok,ok,2039.5,835.364,473.163,0.0666,9.54,40.0,,feas-1,fs1-7f9da549b693,40.5
E034::rewa,E034,Madhya Pradesh,Rewa,2016-07-09,2016,matched,,6327.704,5839.442,EPSG:32644,30049.0,130.0,0.0,1.0,0.0,0.0,4.0,2016-01|2016-02|2016-03|2016-05,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,18.0,0.0,5.0,2016-01|2016-02|2016-03|2016-05,0.0,0.15301117249684934,0.0,unavailable,no_post_imagery,,,,,,,,feas-1,fs1-7f9da549b693,13.5
E034::sagar,E034,Madhya Pradesh,Sagar,2016-07-09,2016,matched,,10275.829,9404.06,EPSG:32644,45732.0,182.0,0.0,0.0,3.0,0.0,4.0,2016-01|2016-03|2016-04|2016-05,0.0,0.07232076616498682,0.0,unavailable,no_post_imagery,,,,,,,,23.0,18.0,4.0,2016-01|2016-04|2016-05|2016-06,0.37847531966283654,0.8807260239673749,0.2994721685206892,ok,ok,6961.9,2851.601,2263.708,0.2407,28.073,40.0,,feas-1,fs1-7f9da549b693,34.4
E034::satna,E034,Madhya Pradesh,Satna,2016-07-09,2016,matched,,7518.918,6366.815,EPSG:32644,34932.0,154.0,0.0,1.0,0.0,0.0,3.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,14.0,0.0,5.0,2016-01|2016-02|2016-03|2016-05,0.0,0.1212837825714874,0.0,unavailable,no_post_imagery,,,,,,,,feas-1,fs1-7f9da549b693,10.5
E034::sehore,E034,Madhya Pradesh,Sehore,2016-07-09,2016,matched,,6579.049,5956.062,EPSG:32643,49530.0,208.0,0.0,0.0,0.0,0.0,4.0,2016-01|2016-03|2016-04|2016-05,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,20.0,10.0,5.0,2016-01|2016-03|2016-04|2016-05,0.07359405832669552,0.7604334188300115,0.05962566572746311,ok,ok,762.6,312.366,213.501,0.0358,0.454,40.0,,feas-1,fs1-7f9da549b693,32.4
E034::seoni,E034,Madhya Pradesh,Seoni,2016-07-09,2016,matched,,8779.066,7210.353,EPSG:32644,41712.0,165.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,9.0,2.0,5.0,2016-01|2016-02|2016-03|2016-04,4.205552618334387e-06,0.005286507457061195,0.0,unavailable,no_retained_tiles,0.0,0.0,0.0,0.0,0.0,40.0,,feas-1,fs1-7f9da549b693,23.4
E034::shajapur,E034,Madhya Pradesh,Shajapur,2016-07-09,2016,matched,,6306.521,6139.555,EPSG:32643,46216.0,196.0,0.0,0.0,0.0,0.0,4.0,2016-01|2016-02|2016-04|2016-05,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,20.0,8.0,5.0,2016-01|2016-02|2016-03|2016-05,0.007840532090409197,0.8822182204118675,0.006592159684439791,ok,ok,50.9,20.832,15.43,0.0025,0.008,40.0,,feas-1,fs1-7f9da549b693,33.1
E034::tikamgarh,E034,Madhya Pradesh,Tikamgarh,2016-07-09,2016,matched,,5076.989,4692.114,EPSG:32644,28130.0,130.0,0.0,0.0,5.0,0.0,5.0,2016-01|2016-04|2016-05|2016-06,0.0,0.9952455755942567,0.0,unavailable,no_post_imagery,,,,,,,,12.0,12.0,5.0,2016-01|2016-03|2016-05|2016-06,0.9755986423179013,0.996929353761502,0.8992833861006574,ok,ok,11972.4,4903.915,3805.709,0.8111,9.498,40.0,,feas-1,fs1-7f9da549b693,45.7
E034::vidisha,E034,Madhya Pradesh,Vidisha,2016-07-09,2016,matched,,7319.589,6980.264,EPSG:32643,28884.0,121.0,0.0,0.0,0.0,0.0,4.0,2016-01|2016-03|2016-04|2016-05,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,18.0,14.0,4.0,2016-01|2016-04|2016-05|2016-06,0.34113557249091747,0.9060694605116771,0.2967526467068352,ok,ok,4281.4,1753.676,1414.37,0.2026,10.647,40.0,,feas-1,fs1-7f9da549b693,25.5
E035::district_missing,E035,Bihar,district_missing,2016-07-15,2016,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feas-1,fs1-7f9da549b693,0.0
E036::district_missing,E036,Uttar Pradesh,district_missing,2016-07-15,2016,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feas-1,fs1-7f9da549b693,0.0
E037::golaghat,E037,Assam,Golaghat,2016-07-17,2016,matched,,3532.268,3374.77,EPSG:32646,27160.0,117.0,2.0,1.0,0.0,0.0,3.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,0.0,0.0,3.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,feas-1,fs1-7f9da549b693,9.1
E037::jorhat,E037,Assam,Jorhat,2016-07-17,2016,matched,,2842.717,2522.497,EPSG:32646,14544.0,63.0,2.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,0.0,0.0,3.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,feas-1,fs1-7f9da549b693,9.4
E038::barpeta,E038,Assam,Barpeta,2016-07-28,2016,matched,,3253.623,2977.258,EPSG:32646,12726.0,56.0,8.0,4.0,0.0,0.0,1.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,0.0,0.0,2.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,feas-1,fs1-7f9da549b693,8.3
E038::bongaigaon,E038,Assam,Bongaigaon,2016-07-28,2016,matched,,2332.583,2044.969,EPSG:32646,10830.0,48.0,7.0,4.0,0.0,0.0,1.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,0.0,6.0,4.0,2016-01|2016-02|2016-03|2016-06,3.534164508571795e-05,0.0,0.0,unavailable,no_pre_imagery,,,,,,,,feas-1,fs1-7f9da549b693,7.2
E038::darrang,E038,Assam,Darrang,2016-07-28,2016,matched,,3426.968,3280.833,EPSG:32646,12932.0,56.0,5.0,2.0,0.0,0.0,1.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,0.0,0.0,2.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,feas-1,fs1-7f9da549b693,9.6
E038::dhuburi,E038,Assam,Dhuburi,2016-07-28,2016,matched,,2831.831,2427.314,EPSG:32646,20049.0,88.0,2.0,2.0,0.0,0.0,2.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,0.0,8.0,5.0,2016-01|2016-02|2016-03|2016-05,0.03753764601352136,0.0,0.0,unavailable,no_pre_imagery,,,,,,,,feas-1,fs1-7f9da549b693,10.0
E038::goalpara,E038,Assam,Goalpara,2016-07-28,2016,matched,,1904.606,1570.114,EPSG:32646,9240.0,40.0,3.0,3.0,0.0,0.0,2.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,0.0,6.0,3.0,,0.006406896552106018,0.0,0.0,unavailable,no_pre_imagery,,,,,,,,feas-1,fs1-7f9da549b693,9.0
E038::golaghat,E038,Assam,Golaghat,2016-07-28,2016,matched,,3532.268,3374.77,EPSG:32646,27160.0,117.0,3.0,4.0,0.0,0.0,3.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,0.0,0.0,3.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,feas-1,fs1-7f9da549b693,11.7
E038::jorhat,E038,Assam,Jorhat,2016-07-28,2016,matched,,2842.717,2522.497,EPSG:32646,14544.0,63.0,3.0,3.0,0.0,0.0,1.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,0.0,0.0,3.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,feas-1,fs1-7f9da549b693,7.7
E038::lakhimpur,E038,Assam,Lakhimpur,2016-07-28,2016,matched,,2886.524,2724.618,EPSG:32646,16940.0,72.0,5.0,4.0,0.0,0.0,2.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,0.0,0.0,3.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,feas-1,fs1-7f9da549b693,11.7
E038::marigaon,E038,Assam,Marigaon,2016-07-28,2016,matched,,1556.527,1311.702,EPSG:32646,7584.0,30.0,2.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,0.0,0.0,1.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,feas-1,fs1-7f9da549b693,10.0
E038::nalbari,E038,Assam,Nalbari,2016-07-28,2016,matched,,2339.88,2186.931,EPSG:32646,9856.0,40.0,7.0,2.0,0.0,0.0,1.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,0.0,0.0,3.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,feas-1,fs1-7f9da549b693,6.9
E039::chhota%20udaipur,E039,Gujarat,Chhota Udaipur,2016-08-01,2016,failed,district AOI match failed for Gujarat/Chhota Udaipur: 0 exact candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feas-1,fs1-7f9da549b693,3.4
E039::navsari,E039,Gujarat,Navsari,2016-08-01,2016,matched,,2097.6,1833.139,EPSG:32643,10880.0,48.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,6.0,0.0,4.0,2016-01|2016-03|2016-04|2016-06,0.0,0.00014511225414571687,0.0,unavailable,no_post_imagery,,,,,,,,feas-1,fs1-7f9da549b693,13.1
E039::surat,E039,Gujarat,Surat,2016-08-01,2016,matched,,7486.822,6309.155,EPSG:32643,36942.0,162.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,6.0,0.0,3.0,,0.0,0.006917754969784826,0.0,unavailable,no_post_imagery,,,,,,,,feas-1,fs1-7f9da549b693,13.9
E039::tapi,E039,Gujarat,Tapi,2016-08-01,2016,failed,district AOI match failed for Gujarat/Tapi: 0 exact candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feas-1,fs1-7f9da549b693,3.0
E039::vadodara,E039,Gujarat,Vadodara,2016-08-01,2016,matched,,7758.227,7035.612,EPSG:32643,39159.0,165.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,6.0,0.0,5.0,2016-01|2016-04|2016-05|2016-06,0.0,0.01813308388266227,0.0,unavailable,no_post_imagery,,,,,,,,feas-1,fs1-7f9da549b693,13.8
E039::valsad,E039,Gujarat,Valsad,2016-08-01,2016,matched,,3025.875,1906.299,EPSG:32643,13500.0,56.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,8.0,0.0,4.0,2016-01|2016-03|2016-04|2016-06,0.0,0.00598452924784713,0.0,unavailable,no_post_imagery,,,,,,,,feas-1,fs1-7f9da549b693,9.7
E040::kolhapur,E040,Maharashtra,Kolhapur,2016-08-01,2016,matched,,7680.572,4659.254,EPSG:32643,41832.0,176.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,6.0,0.0,4.0,2016-01|2016-02|2016-03|2016-04,0.0,0.01700034994448423,0.0,unavailable,no_post_imagery,,,,,,,,feas-1,fs1-7f9da549b693,9.7
E040::nashik,E040,Maharashtra,Nashik,2016-08-01,2016,matched,,15554.167,11712.493,EPSG:32643,61050.0,252.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,10.0,0.0,5.0,2016-01|2016-02|2016-03|2016-05,0.0,0.23046516874168163,0.0,unavailable,no_post_imagery,,,,,,,,feas-1,fs1-7f9da549b693,14.4
E040::palghar,E040,Maharashtra,Palghar,2016-08-01,2016,failed,district AOI match failed for Maharashtra/Palghar: 0 exact candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feas-1,fs1-7f9da549b693,2.9
E040::pune,E040,Maharashtra,Pune,2016-08-01,2016,matched,,15649.9,10953.587,EPSG:32643,78780.0,323.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,4.0,0.0,4.0,2016-01|2016-02|2016-03|2016-05,0.0,0.0003888750397689678,0.0,unavailable,no_post_imagery,,,,,,,,feas-1,fs1-7f9da549b693,10.8
E040::raigarh,E040,Maharashtra,Raigarh,2016-08-01,2016,matched,,6912.843,3043.059,EPSG:32643,31746.0,126.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,10.0,0.0,4.0,2016-01|2016-02|2016-03|2016-05,0.0,0.0043590515282006335,0.0,unavailable,no_post_imagery,,,,,,,,feas-1,fs1-7f9da549b693,18.6
E040::ratnagiri,E040,Maharashtra,Ratnagiri,2016-08-01,2016,matched,,8501.126,2798.317,EPSG:32643,38493.0,162.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,6.0,0.0,2.0,,0.0,0.0011527909084066373,0.0,unavailable,no_post_imagery,,,,,,,,feas-1,fs1-7f9da549b693,12.4
E040::satara,E040,Maharashtra,Satara,2016-08-01,2016,matched,,10502.606,7092.74,EPSG:32643,42903.0,180.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,4.0,0.0,4.0,2016-01|2016-02|2016-03|2016-05,0.0,0.04917105037818888,0.0,unavailable,no_post_imagery,,,,,,,,feas-1,fs1-7f9da549b693,8.3
E040::thane,E040,Maharashtra,Thane,2016-08-01,2016,matched,,9454.897,5799.553,EPSG:32643,40090.0,168.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,10.0,0.0,4.0,2016-01|2016-03|2016-04|2016-06,0.0,0.004234358177549965,0.0,unavailable,no_post_imagery,,,,,,,,feas-1,fs1-7f9da549b693,19.0
E041::district_missing,E041,Andhra Pradesh,district_missing,2016-09-21,2016,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feas-1,fs1-7f9da549b693,0.0
E042::district_missing,E042,Telangana,district_missing,2016-09-21,2016,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feas-1,fs1-7f9da549b693,0.0
E044::banaskantha,E044,Gujarat,Banaskantha,2017-06-01,2017,failed,district AOI match failed for Gujarat/Banaskantha: 0 exact candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feas-1,fs1-7f9da549b693,3.6
E044::navsari,E044,Gujarat,Navsari,2017-06-01,2017,matched,,2097.6,1833.139,EPSG:32643,10880.0,48.0,2.0,1.0,5.0,0.0,5.0,2017-01|2017-02|2017-04|2017-05,0.0,0.992318170178068,0.0,unavailable,no_post_imagery,,,,,,,,12.0,6.0,6.0,2017-01|2017-02|2017-04|2017-05,0.03100511108306436,1.0,0.015627561743327446,ok,ok,55.6,22.765,6.795,0.0037,0.999,40.0,,feas-1,fs1-7f9da549b693,26.5
E044::patan,E044,Gujarat,Patan,2017-06-01,2017,matched,,6017.263,5999.785,EPSG:32642,30573.0,135.0,5.0,2.0,16.0,2.0,6.0,2016-06|2017-02|2017-04|2017-05,0.24523583979273217,1.0,0.24600851170376498,ok,ok,3511.4,1438.289,1355.397,0.2259,0.063,40.0,,18.0,4.0,7.0,2016-05|2017-03|2017-04|2017-05,0.5766914705464914,0.9999924122769501,0.5909872247156486,ok,ok,8452.4,3462.085,3314.352,0.5524,0.854,40.0,,feas-1,fs1-7f9da549b693,109.9
E044::sabarkantha,E044,Gujarat,Sabarkantha,2017-06-01,2017,failed,district AOI match failed for Gujarat/Sabarkantha: 0 exact candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feas-1,fs1-7f9da549b693,2.8
E044::surat,E044,Gujarat,Surat,2017-06-01,2017,matched,,7486.822,6309.155,EPSG:32643,36942.0,162.0,6.0,4.0,7.0,0.0,5.0,2017-02|2017-03|2017-04|2017-05,0.0,0.9985982481438769,0.0,unavailable,no_post_imagery,,,,,,,,10.0,6.0,6.0,2016-06|2017-03|2017-04|2017-05,0.28900424740370273,0.9999987577699662,0.21521165331600556,ok,ok,3931.2,1610.24,975.438,0.1546,16.273,40.0,,feas-1,fs1-7f9da549b693,32.6
E044::valsad,E044,Gujarat,Valsad,2017-06-01,2017,matched,,3025.875,1906.299,EPSG:32643,13500.0,56.0,2.0,1.0,4.0,0.0,5.0,2017-01|2017-02|2017-04|2017-05,0.0,0.5756956365519702,0.0,unavailable,no_post_imagery,,,,,,,,11.0,6.0,6.0,2016-06|2017-02|2017-03|2017-05,0.21840113585265442,1.0,0.09878663004371102,ok,ok,1060.3,434.312,154.961,0.0813,4.549,40.0,,feas-1,fs1-7f9da549b693,45.2
E045::barmer,E045,Rajasthan,Barmer,2017-06-01,2017,matched,,28422.687,25684.027,EPSG:32642,139859.0,588.0,18.0,8.0,29.0,1.0,7.0,2016-05|2017-03|2017-04|2017-05,0.022257314469445684,1.0,0.021598292145747863,ok,ok,1514.1,620.177,523.519,0.0204,0.016,40.0,,29.0,6.0,7.0,2016-05|2017-02|2017-04|2017-05,0.15798876501044923,0.9998861443144378,0.14361581645844232,ok,ok,10823.9,4433.462,3593.579,0.1399,16.186,40.0,,feas-1,fs1-7f9da549b693,74.1
E045::jalore,E045,Rajasthan,Jalore,2017-06-01,2017,failed,district AOI match failed for Rajasthan/Jalore: 0 exact candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feas-1,fs1-7f9da549b693,2.6
E045::pali,E045,Rajasthan,Pali,2017-06-01,2017,matched,,12347.514,11392.296,EPSG:32643,75225.0,304.0,10.0,4.0,15.0,3.0,6.0,2016-05|2016-06|2017-03|2017-05,0.25496583641140386,0.9570750678555886,0.21223353451007718,ok,ok,7331.1,3002.831,2306.017,0.2024,0.016,40.0,,18.0,9.0,7.0,2016-05|2016-06|2017-02|2017-03,0.9174193989667742,0.9999213485781167,0.8464309959489067,ok,ok,27021.7,11068.106,9596.965,0.8424,1.502,40.0,,feas-1,fs1-7f9da549b693,52.3
E045::sirohi,E045,Rajasthan,Sirohi,2017-06-01,2017,matched,,5146.3,3773.055,EPSG:32643,24070.0,110.0,10.0,4.0,18.0,1.0,6.0,2016-05|2016-06|2017-04|2017-05,0.08728839716026249,1.0,0.05557809061639664,ok,ok,1029.0,421.466,240.318,0.0637,0.026,40.0,,18.0,7.0,7.0,2016-06|2017-02|2017-03|2017-05,0.9680953867148816,0.9999683093366659,0.7184190137734996,ok,ok,12052.8,4936.844,3424.843,0.9077,0.071,40.0,,feas-1,fs1-7f9da549b693,124.5
E045::udaipur,E045,Rajasthan,Udaipur,2017-06-01,2017,matched,,12740.346,7193.456,EPSG:32643,56250.0,240.0,6.0,4.0,15.0,1.0,6.0,2016-05|2016-06|2017-02|2017-03,0.47711669959222075,0.9953833999618823,0.24242927187111601,ok,ok,14497.7,5938.238,2455.721,0.3414,0.25,40.0,,16.0,9.0,7.0,2016-05|2016-06|2017-02|2017-03,0.9878337991316698,0.99988160075345,0.5570326459723783,ok,ok,30570.5,12521.666,5864.263,0.8152,2.001,40.0,,feas-1,fs1-7f9da549b693,59.5
E046::kolkata,E046,West Bengal,Kolkata,2017-06-01,2017,matched,,91.845,87.651,EPSG:32645,528.0,4.0,5.0,2.0,0.0,1.0,4.0,2017-01|2017-02|2017-03|2017-04,0.8950412000462717,0.0,0.0,unavailable,no_pre_imagery,,,,,,,,2.0,2.0,5.0,2017-01|2017-02|2017-03|2017-04,0.994609093362901,0.049252371235592174,0.03595332525623517,ok,ok,217.1,88.926,3.829,0.0437,0.003,40.0,,feas-1,fs1-7f9da549b693,9.1
E047::darrang,E047,Assam,Darrang,2017-06-04,2017,matched,,3426.968,3280.833,EPSG:32646,12932.0,56.0,11.0,4.0,0.0,0.0,3.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,0.0,2.0,6.0,2017-01|2017-02|2017-03|2017-04,0.021026503585668013,0.0,0.0,unavailable,no_pre_imagery,,,,,,,,feas-1,fs1-7f9da549b693,10.3
E047::karimganj,E047,Assam,Karimganj,2017-06-04,2017,matched,,1856.722,1216.394,EPSG:32646,7085.0,35.0,4.0,3.0,0.0,0.0,3.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,2.0,2.0,6.0,2017-01|2017-02|2017-03|2017-05,0.4798760325280263,0.7143366645704013,0.2964577288711134,ok,ok,1899.0,777.824,342.399,0.2815,11.236,40.0,,feas-1,fs1-7f9da549b693,15.8
E047::lakhimpur,E047,Assam,Lakhimpur,2017-06-04,2017,matched,,2886.524,2724.618,EPSG:32646,16940.0,72.0,11.0,4.0,0.0,0.0,2.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,3.0,0.0,3.0,,0.0,0.23346770042367435,0.0,unavailable,no_post_imagery,,,,,,,,feas-1,fs1-7f9da549b693,11.8
E048::district_missing,E048,Jharkhand,district_missing,2017-06-04,2017,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feas-1,fs1-7f9da549b693,0.0
E049::district_missing,E049,Manipur,district_missing,2017-06-04,2017,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feas-1,fs1-7f9da549b693,0.0
E050::district_missing,E050,Nagaland,district_missing,2017-06-04,2017,unresolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feas-1,fs1-7f9da549b693,0.0
E051::barpeta,E051,Assam,Barpeta,2017-06-25,2017,matched,,3253.623,2977.258,EPSG:32646,12726.0,56.0,12.0,4.0,0.0,0.0,4.0,2017-01|2017-02|2017-03|2017-04,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,5.0,0.0,6.0,2017-01|2017-02|2017-03|2017-05,0.0,0.8960290772899991,0.0,unavailable,no_post_imagery,,,,,,,,feas-1,fs1-7f9da549b693,10.5
E051::bongaigaon,E051,Assam,Bongaigaon,2017-06-25,2017,matched,,2332.583,2044.969,EPSG:32646,10830.0,48.0,9.0,3.0,0.0,0.0,2.0,,0.0,0.0,0.0,unavailable,no_post_imagery,,,,,,,,7.0,0.0,6.0,2017-01|2017-02|2017-03|2017-04,0.0,0.7677387621263014,0.0,unavailable,no_post_imagery,,,,,,,,feas-1,fs1-7f9da549b693,9.3
