event_district_id,event_id,source_record_id,state,district,start_date,end_date,date_precision,district_source,district_resolution_confidence,district_resolution_evidence,state_resolution_source,state_resolution_evidence,aoi_level,flood_area_km2,flood_ratio,aoi_area_km2,satellite_source,satellite_status,aoi_match_status,article_count,article_collection_status,count_source,query_collection_status,urban_population_share,total_population,urban_population,rural_population,census_year,census_source,census_match_status,census_district_code,district_match_status,exclusion_reason,analysis_eligible
E039::navsari,E039,2016-0304-IND,Gujarat,Navsari,2016-08-01,2016-08-03,start:day|end:day,gadm,high,"[""gadm:IND.11.22_1""]",gadm|location,"[""gadm:IND.11.22_1"", ""gadm:IND.11.28_1"", ""gadm:IND.11.30_1"", ""gadm:IND.11.32_1"", ""gadm:IND.11.33_1"", ""gadm:IND.11.9_1"", ""location:(?<![A-Za-z])Gujarat(?![A-Za-z])""]",district,,,,,not_observed,not_observed,,not_executed,,,0.3076976878508384,1329672.0,409137.0,920535.0,2011.0,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched,490.0,high,district_aoi_unmatched;satellite_missing_or_invalid;aoi_area_invalid;article_collection_incomplete;article_count_missing_or_invalid,False
E039::surat,E039,2016-0304-IND,Gujarat,Surat,2016-08-01,2016-08-03,start:day|end:day,gadm,high,"[""gadm:IND.11.28_1""]",gadm|location,"[""gadm:IND.11.22_1"", ""gadm:IND.11.28_1"", ""gadm:IND.11.30_1"", ""gadm:IND.11.32_1"", ""gadm:IND.11.33_1"", ""gadm:IND.11.9_1"", ""location:(?<![A-Za-z])Gujarat(?![A-Za-z])""]",district,,,,,not_observed,not_observed,,not_executed,,,0.7973945467778223,6081322.0,4849213.0,1232109.0,2011.0,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched,492.0,high,district_aoi_unmatched;satellite_missing_or_invalid;aoi_area_invalid;article_collection_incomplete;article_count_missing_or_invalid,False
E039::tapi,E039,2016-0304-IND,Gujarat,Tapi,2016-08-01,2016-08-03,start:day|end:day,gadm,high,"[""gadm:IND.11.30_1""]",gadm|location,"[""gadm:IND.11.22_1"", ""gadm:IND.11.28_1"", ""gadm:IND.11.30_1"", ""gadm:IND.11.32_1"", ""gadm:IND.11.33_1"", ""gadm:IND.11.9_1"", ""location:(?<![A-Za-z])Gujarat(?![A-Za-z])""]",district,,,,,not_observed,not_observed,,not_executed,,,0.098494217010193,807022.0,79487.0,727535.0,2011.0,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched,493.0,high,district_aoi_unmatched;satellite_missing_or_invalid;aoi_area_invalid;article_collection_incomplete;article_count_missing_or_invalid,False
E039::vadodara,E039,2016-0304-IND,Gujarat,Vadodara,2016-08-01,2016-08-03,start:day|end:day,gadm,high,"[""gadm:IND.11.32_1""]",gadm|location,"[""gadm:IND.11.22_1"", ""gadm:IND.11.28_1"", ""gadm:IND.11.30_1"", ""gadm:IND.11.32_1"", ""gadm:IND.11.33_1"", ""gadm:IND.11.9_1"", ""location:(?<![A-Za-z])Gujarat(?![A-Za-z])""]",district,,,,,not_observed,not_observed,,not_executed,,,0.495908898206416,4165626.0,2065771.0,2099855.0,2011.0,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched,486.0,high,district_aoi_unmatched;satellite_missing_or_invalid;aoi_area_invalid;article_collection_incomplete;article_count_missing_or_invalid,False
E039::valsad,E039,2016-0304-IND,Gujarat,Valsad,2016-08-01,2016-08-03,start:day|end:day,gadm,high,"[""gadm:IND.11.33_1""]",gadm|location,"[""gadm:IND.11.22_1"", ""gadm:IND.11.28_1"", ""gadm:IND.11.30_1"", ""gadm:IND.11.32_1"", ""gadm:IND.11.33_1"", ""gadm:IND.11.9_1"", ""location:(?<![A-Za-z])Gujarat(?![A-Za-z])""]",district,,,,,not_observed,not_observed,,not_executed,,,0.3725797014442351,1705678.0,635501.0,1070177.0,2011.0,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched,491.0,high,district_aoi_unmatched;satellite_missing_or_invalid;aoi_area_invalid;article_collection_incomplete;article_count_missing_or_invalid,False
E040::kolhapur,E040,2016-0304-IND,Maharashtra,Kolhapur,2016-08-01,2016-08-03,start:day|end:day,gadm,high,"[""gadm:IND.20.15_1""]",gadm|location,"[""gadm:IND.20.15_1"", ""gadm:IND.20.22_1"", ""gadm:IND.20.24_1"", ""gadm:IND.20.26_1"", ""gadm:IND.20.27_1"", ""gadm:IND.20.28_1"", ""gadm:IND.20.30_1"", ""gadm:IND.20.33_1"", ""location:(?<![A-Za-z])Maharashtra(?![A-Za-z])""]",district,,,,,not_observed,not_observed,,not_executed,,,0.3173397014087458,3876001.0,1230009.0,2645992.0,2011.0,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched,530.0,high,district_aoi_unmatched;satellite_missing_or_invalid;aoi_area_invalid;article_collection_incomplete;article_count_missing_or_invalid,False
E040::nashik,E040,2016-0304-IND,Maharashtra,Nashik,2016-08-01,2016-08-03,start:day|end:day,gadm,high,"[""gadm:IND.20.22_1""]",gadm|location,"[""gadm:IND.20.15_1"", ""gadm:IND.20.22_1"", ""gadm:IND.20.24_1"", ""gadm:IND.20.26_1"", ""gadm:IND.20.27_1"", ""gadm:IND.20.28_1"", ""gadm:IND.20.30_1"", ""gadm:IND.20.33_1"", ""location:(?<![A-Za-z])Maharashtra(?![A-Za-z])""]",district,,,,,not_observed,not_observed,,not_executed,,,0.4252977680231504,6107187.0,2597373.0,3509814.0,2011.0,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched,516.0,high,district_aoi_unmatched;satellite_missing_or_invalid;aoi_area_invalid;article_collection_incomplete;article_count_missing_or_invalid,False
E040::palghar,E040,2016-0304-IND,Maharashtra,Palghar,2016-08-01,2016-08-03,start:day|end:day,gadm,high,"[""gadm:IND.20.24_1""]",gadm|location,"[""gadm:IND.20.15_1"", ""gadm:IND.20.22_1"", ""gadm:IND.20.24_1"", ""gadm:IND.20.26_1"", ""gadm:IND.20.27_1"", ""gadm:IND.20.28_1"", ""gadm:IND.20.30_1"", ""gadm:IND.20.33_1"", ""location:(?<![A-Za-z])Maharashtra(?![A-Za-z])""]",district,,,,,not_observed,not_observed,,not_executed,,,,,,,2011.0,census_2011_official,unmatched,,high,district_aoi_unmatched;satellite_missing_or_invalid;aoi_area_invalid;article_collection_incomplete;article_count_missing_or_invalid;census_unmatched;census_invalid;census_population_inconsistent,False
E040::pune,E040,2016-0304-IND,Maharashtra,Pune,2016-08-01,2016-08-03,start:day|end:day,gadm,high,"[""gadm:IND.20.26_1""]",gadm|location,"[""gadm:IND.20.15_1"", ""gadm:IND.20.22_1"", ""gadm:IND.20.24_1"", ""gadm:IND.20.26_1"", ""gadm:IND.20.27_1"", ""gadm:IND.20.28_1"", ""gadm:IND.20.30_1"", ""gadm:IND.20.33_1"", ""location:(?<![A-Za-z])Maharashtra(?![A-Za-z])""]",district,,,,,not_observed,not_observed,,not_executed,,,0.6099197319704482,9429408.0,5751182.0,3678226.0,2011.0,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched,521.0,high,district_aoi_unmatched;satellite_missing_or_invalid;aoi_area_invalid;article_collection_incomplete;article_count_missing_or_invalid,False
E040::raigarh,E040,2016-0304-IND,Maharashtra,Raigarh,2016-08-01,2016-08-03,start:day|end:day,gadm,high,"[""gadm:IND.20.27_1""]",gadm|location,"[""gadm:IND.20.15_1"", ""gadm:IND.20.22_1"", ""gadm:IND.20.24_1"", ""gadm:IND.20.26_1"", ""gadm:IND.20.27_1"", ""gadm:IND.20.28_1"", ""gadm:IND.20.30_1"", ""gadm:IND.20.33_1"", ""location:(?<![A-Za-z])Maharashtra(?![A-Za-z])""]",district,,,,,not_observed,not_observed,,not_executed,,,0.3683072659631007,2634200.0,970195.0,1664005.0,2011.0,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched,520.0,high,district_aoi_unmatched;satellite_missing_or_invalid;aoi_area_invalid;article_collection_incomplete;article_count_missing_or_invalid,False
E040::ratnagiri,E040,2016-0304-IND,Maharashtra,Ratnagiri,2016-08-01,2016-08-03,start:day|end:day,gadm,high,"[""gadm:IND.20.28_1""]",gadm|location,"[""gadm:IND.20.15_1"", ""gadm:IND.20.22_1"", ""gadm:IND.20.24_1"", ""gadm:IND.20.26_1"", ""gadm:IND.20.27_1"", ""gadm:IND.20.28_1"", ""gadm:IND.20.30_1"", ""gadm:IND.20.33_1"", ""location:(?<![A-Za-z])Maharashtra(?![A-Za-z])""]",district,,,,,not_observed,not_observed,,not_executed,,,0.1632889987981937,1615069.0,263723.0,1351346.0,2011.0,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched,528.0,high,district_aoi_unmatched;satellite_missing_or_invalid;aoi_area_invalid;article_collection_incomplete;article_count_missing_or_invalid,False
E040::satara,E040,2016-0304-IND,Maharashtra,Satara,2016-08-01,2016-08-03,start:day|end:day,gadm,high,"[""gadm:IND.20.30_1""]",gadm|location,"[""gadm:IND.20.15_1"", ""gadm:IND.20.22_1"", ""gadm:IND.20.24_1"", ""gadm:IND.20.26_1"", ""gadm:IND.20.27_1"", ""gadm:IND.20.28_1"", ""gadm:IND.20.30_1"", ""gadm:IND.20.33_1"", ""location:(?<![A-Za-z])Maharashtra(?![A-Za-z])""]",district,,,,,not_observed,not_observed,,not_executed,,,0.1898892081574276,3003741.0,570378.0,2433363.0,2011.0,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched,527.0,high,district_aoi_unmatched;satellite_missing_or_invalid;aoi_area_invalid;article_collection_incomplete;article_count_missing_or_invalid,False
E040::thane,E040,2016-0304-IND,Maharashtra,Thane,2016-08-01,2016-08-03,start:day|end:day,gadm,high,"[""gadm:IND.20.33_1""]",gadm|location,"[""gadm:IND.20.15_1"", ""gadm:IND.20.22_1"", ""gadm:IND.20.24_1"", ""gadm:IND.20.26_1"", ""gadm:IND.20.27_1"", ""gadm:IND.20.28_1"", ""gadm:IND.20.30_1"", ""gadm:IND.20.33_1"", ""location:(?<![A-Za-z])Maharashtra(?![A-Za-z])""]",district,,,,,not_observed,not_observed,,not_executed,,,0.7698520851619707,11060148.0,8514678.0,2545470.0,2011.0,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched,517.0,high,district_aoi_unmatched;satellite_missing_or_invalid;aoi_area_invalid;article_collection_incomplete;article_count_missing_or_invalid,False
E041::district_missing,E041,2016-0391-IND,Andhra Pradesh,district_missing,2016-09-21,2016-09-29,start:day|end:day,state_only,unresolved,[],admin_units|gadm|location,"[""admin_units:1485"", ""gadm:IND.2_1"", ""location:(?<![A-Za-z])Andhra\\ Pradesh(?![A-Za-z])""]",district,,,,,not_observed,not_observed,,not_executed,,,,,,,,,unresolved,,district_missing,district_unresolved;district_aoi_unmatched;satellite_missing_or_invalid;aoi_area_invalid;article_collection_incomplete;article_count_missing_or_invalid;census_unmatched;census_invalid;census_population_inconsistent,False
E042::district_missing,E042,2016-0391-IND,Telangana,district_missing,2016-09-21,2016-09-29,start:day|end:day,state_only,unresolved,[],gadm|location,"[""gadm:IND.32_1"", ""location:(?<![A-Za-z])Telangana(?![A-Za-z])""]",district,,,,,not_observed,not_observed,,not_executed,,,,,,,,,unresolved,,district_missing,district_unresolved;district_aoi_unmatched;satellite_missing_or_invalid;aoi_area_invalid;article_collection_incomplete;article_count_missing_or_invalid;census_unmatched;census_invalid;census_population_inconsistent,False
E043::district_missing,E043,2017-0257-IND,Gujarat,district_missing,2017-06-01,2017-06-30,start:day|end:day,state_only,unresolved,[],admin_units|gadm|location,"[""admin_units:1491"", ""gadm:IND.11_1"", ""location:(?<![A-Za-z])Gujarat(?![A-Za-z])""]",district,,,,,not_observed,not_observed,,not_executed,,,,,,,,,unresolved,,district_missing,district_unresolved;district_aoi_unmatched;satellite_missing_or_invalid;aoi_area_invalid;article_collection_incomplete;article_count_missing_or_invalid;census_unmatched;census_invalid;census_population_inconsistent,False
E044::banaskantha,E044,2017-0294-IND,Gujarat,Banaskantha,2017-06-01,2017-08-31,start:month|end:month,location,medium,"[""location:Banaskantha""]",location,"[""location:(?<![A-Za-z])Gujarat(?![A-Za-z])"", ""location:Banaskantha"", ""location:Navsari"", ""location:Patan"", ""location:Sabarkantha"", ""location:Surat"", ""location:Valsad""]",district,,,,,not_observed,not_observed,,not_executed,,,,,,,2011.0,census_2011_official,unmatched,,medium,district_unresolved;district_aoi_unmatched;satellite_missing_or_invalid;aoi_area_invalid;article_collection_incomplete;article_count_missing_or_invalid;census_unmatched;census_invalid;census_population_inconsistent,False
E044::navsari,E044,2017-0294-IND,Gujarat,Navsari,2017-06-01,2017-08-31,start:month|end:month,location,medium,"[""location:Navsari""]",location,"[""location:(?<![A-Za-z])Gujarat(?![A-Za-z])"", ""location:Banaskantha"", ""location:Navsari"", ""location:Patan"", ""location:Sabarkantha"", ""location:Surat"", ""location:Valsad""]",district,,,,,not_observed,not_observed,,not_executed,,,0.3076976878508384,1329672.0,409137.0,920535.0,2011.0,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched,490.0,medium,district_unresolved;district_aoi_unmatched;satellite_missing_or_invalid;aoi_area_invalid;article_collection_incomplete;article_count_missing_or_invalid,False
E044::patan,E044,2017-0294-IND,Gujarat,Patan,2017-06-01,2017-08-31,start:month|end:month,location,medium,"[""location:Patan""]",location,"[""location:(?<![A-Za-z])Gujarat(?![A-Za-z])"", ""location:Banaskantha"", ""location:Navsari"", ""location:Patan"", ""location:Sabarkantha"", ""location:Surat"", ""location:Valsad""]",district,,,,,not_observed,not_observed,,not_executed,,,0.2091790488296046,1343734.0,281081.0,1062653.0,2011.0,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched,470.0,medium,district_unresolved;district_aoi_unmatched;satellite_missing_or_invalid;aoi_area_invalid;article_collection_incomplete;article_count_missing_or_invalid,False
E044::sabarkantha,E044,2017-0294-IND,Gujarat,Sabarkantha,2017-06-01,2017-08-31,start:month|end:month,location,medium,"[""location:Sabarkantha""]",location,"[""location:(?<![A-Za-z])Gujarat(?![A-Za-z])"", ""location:Banaskantha"", ""location:Navsari"", ""location:Patan"", ""location:Sabarkantha"", ""location:Surat"", ""location:Valsad""]",district,,,,,not_observed,not_observed,,not_executed,,,,,,,2011.0,census_2011_official,unmatched,,medium,district_unresolved;district_aoi_unmatched;satellite_missing_or_invalid;aoi_area_invalid;article_collection_incomplete;article_count_missing_or_invalid;census_unmatched;census_invalid;census_population_inconsistent,False
E044::surat,E044,2017-0294-IND,Gujarat,Surat,2017-06-01,2017-08-31,start:month|end:month,location,medium,"[""location:Surat""]",location,"[""location:(?<![A-Za-z])Gujarat(?![A-Za-z])"", ""location:Banaskantha"", ""location:Navsari"", ""location:Patan"", ""location:Sabarkantha"", ""location:Surat"", ""location:Valsad""]",district,,,,,not_observed,not_observed,,not_executed,,,0.7973945467778223,6081322.0,4849213.0,1232109.0,2011.0,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched,492.0,medium,district_unresolved;district_aoi_unmatched;satellite_missing_or_invalid;aoi_area_invalid;article_collection_incomplete;article_count_missing_or_invalid,False
E044::valsad,E044,2017-0294-IND,Gujarat,Valsad,2017-06-01,2017-08-31,start:month|end:month,location,medium,"[""location:Valsad""]",location,"[""location:(?<![A-Za-z])Gujarat(?![A-Za-z])"", ""location:Banaskantha"", ""location:Navsari"", ""location:Patan"", ""location:Sabarkantha"", ""location:Surat"", ""location:Valsad""]",district,,,,,not_observed,not_observed,,not_executed,,,0.3725797014442351,1705678.0,635501.0,1070177.0,2011.0,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched,491.0,medium,district_unresolved;district_aoi_unmatched;satellite_missing_or_invalid;aoi_area_invalid;article_collection_incomplete;article_count_missing_or_invalid,False
E045::barmer,E045,2017-0294-IND,Rajasthan,Barmer,2017-06-01,2017-08-31,start:month|end:month,location,medium,"[""location:Barmer""]",location,"[""location:(?<![A-Za-z])Rajasthan(?![A-Za-z])"", ""location:Barmer"", ""location:Jalore"", ""location:Pali"", ""location:Sirohi"", ""location:Udaipur""]",district,,,,,not_observed,not_observed,,not_executed,,,0.0698365550315679,2603751.0,181837.0,2421914.0,2011.0,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched,115.0,medium,district_unresolved;district_aoi_unmatched;satellite_missing_or_invalid;aoi_area_invalid;article_collection_incomplete;article_count_missing_or_invalid,False
E045::jalore,E045,2017-0294-IND,Rajasthan,Jalore,2017-06-01,2017-08-31,start:month|end:month,location,medium,"[""location:Jalore""]",location,"[""location:(?<![A-Za-z])Rajasthan(?![A-Za-z])"", ""location:Barmer"", ""location:Jalore"", ""location:Pali"", ""location:Sirohi"", ""location:Udaipur""]",district,,,,,not_observed,not_observed,,not_executed,,,,,,,2011.0,census_2011_official,unmatched,,medium,district_unresolved;district_aoi_unmatched;satellite_missing_or_invalid;aoi_area_invalid;article_collection_incomplete;article_count_missing_or_invalid;census_unmatched;census_invalid;census_population_inconsistent,False
E045::pali,E045,2017-0294-IND,Rajasthan,Pali,2017-06-01,2017-08-31,start:month|end:month,location,medium,"[""location:Pali""]",location,"[""location:(?<![A-Za-z])Rajasthan(?![A-Za-z])"", ""location:Barmer"", ""location:Jalore"", ""location:Pali"", ""location:Sirohi"", ""location:Udaipur""]",district,,,,,not_observed,not_observed,,not_executed,,,0.2257617273098927,2037573.0,460006.0,1577567.0,2011.0,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched,118.0,medium,district_unresolved;district_aoi_unmatched;satellite_missing_or_invalid;aoi_area_invalid;article_collection_incomplete;article_count_missing_or_invalid,False
E045::sirohi,E045,2017-0294-IND,Rajasthan,Sirohi,2017-06-01,2017-08-31,start:month|end:month,location,medium,"[""location:Sirohi""]",location,"[""location:(?<![A-Za-z])Rajasthan(?![A-Za-z])"", ""location:Barmer"", ""location:Jalore"", ""location:Pali"", ""location:Sirohi"", ""location:Udaipur""]",district,,,,,not_observed,not_observed,,not_executed,,,0.201336233265724,1036346.0,208654.0,827692.0,2011.0,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched,117.0,medium,district_unresolved;district_aoi_unmatched;satellite_missing_or_invalid;aoi_area_invalid;article_collection_incomplete;article_count_missing_or_invalid,False
E045::udaipur,E045,2017-0294-IND,Rajasthan,Udaipur,2017-06-01,2017-08-31,start:month|end:month,location,medium,"[""location:Udaipur""]",location,"[""location:(?<![A-Za-z])Rajasthan(?![A-Za-z])"", ""location:Barmer"", ""location:Jalore"", ""location:Pali"", ""location:Sirohi"", ""location:Udaipur""]",district,,,,,not_observed,not_observed,,not_executed,,,0.1982864145064886,3068420.0,608426.0,2459994.0,2011.0,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched,130.0,medium,district_unresolved;district_aoi_unmatched;satellite_missing_or_invalid;aoi_area_invalid;article_collection_incomplete;article_count_missing_or_invalid,False
E046::kolkata,E046,2017-0294-IND,West Bengal,Kolkata,2017-06-01,2017-08-31,start:month|end:month,location,medium,"[""location:Kolkata""]",location,"[""location:(?<![A-Za-z])West\\ Bengal(?![A-Za-z])"", ""location:Kolkata""]",district,,,,,not_observed,not_observed,,not_executed,,,1.0,4496694.0,4496694.0,0.0,2011.0,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched,342.0,medium,district_unresolved;district_aoi_unmatched;satellite_missing_or_invalid;aoi_area_invalid;article_collection_incomplete;article_count_missing_or_invalid,False
E047::darrang,E047,2017-0180-IND,Assam,Darrang,2017-06-04,2017-06-06,start:day|end:day,location,medium,"[""location:Darrang""]",admin_units|gadm|location,"[""admin_units:1487"", ""gadm:IND.4_1"", ""location:(?<![A-Za-z])Assam(?![A-Za-z])"", ""location:Darrang"", ""location:Karimganj"", ""location:Lakhimpur""]",district,,,,,not_observed,not_observed,,not_executed,,,0.0597673667205169,928500.0,55494.0,873006.0,2011.0,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched,325.0,medium,district_unresolved;district_aoi_unmatched;satellite_missing_or_invalid;aoi_area_invalid;article_collection_incomplete;article_count_missing_or_invalid,False
E047::karimganj,E047,2017-0180-IND,Assam,Karimganj,2017-06-04,2017-06-06,start:day|end:day,location,medium,"[""location:Karimganj""]",admin_units|gadm|location,"[""admin_units:1487"", ""gadm:IND.4_1"", ""location:(?<![A-Za-z])Assam(?![A-Za-z])"", ""location:Darrang"", ""location:Karimganj"", ""location:Lakhimpur""]",district,,,,,not_observed,not_observed,,not_executed,,,0.0892823715741857,1228686.0,109700.0,1118986.0,2011.0,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched,317.0,medium,district_unresolved;district_aoi_unmatched;satellite_missing_or_invalid;aoi_area_invalid;article_collection_incomplete;article_count_missing_or_invalid,False
E047::lakhimpur,E047,2017-0180-IND,Assam,Lakhimpur,2017-06-04,2017-06-06,start:day|end:day,location,medium,"[""location:Lakhimpur""]",admin_units|gadm|location,"[""admin_units:1487"", ""gadm:IND.4_1"", ""location:(?<![A-Za-z])Assam(?![A-Za-z])"", ""location:Darrang"", ""location:Karimganj"", ""location:Lakhimpur""]",district,,,,,not_observed,not_observed,,not_executed,,,0.0876401087381025,1042137.0,91333.0,950804.0,2011.0,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched,307.0,medium,district_unresolved;district_aoi_unmatched;satellite_missing_or_invalid;aoi_area_invalid;article_collection_incomplete;article_count_missing_or_invalid,False
E048::district_missing,E048,2017-0180-IND,Jharkhand,district_missing,2017-06-04,2017-06-06,start:day|end:day,state_only,unresolved,[],admin_units|gadm|location,"[""admin_units:70078"", ""gadm:IND.15_1"", ""location:(?<![A-Za-z])Jharkhand(?![A-Za-z])""]",district,,,,,not_observed,not_observed,,not_executed,,,,,,,,,unresolved,,district_missing,district_unresolved;district_aoi_unmatched;satellite_missing_or_invalid;aoi_area_invalid;article_collection_incomplete;article_count_missing_or_invalid;census_unmatched;census_invalid;census_population_inconsistent,False
E049::district_missing,E049,2017-0180-IND,Manipur,district_missing,2017-06-04,2017-06-06,start:day|end:day,state_only,unresolved,[],admin_units|gadm|location,"[""admin_units:1500"", ""gadm:IND.21_1"", ""location:(?<![A-Za-z])Manipur(?![A-Za-z])""]",district,,,,,not_observed,not_observed,,not_executed,,,,,,,,,unresolved,,district_missing,district_unresolved;district_aoi_unmatched;satellite_missing_or_invalid;aoi_area_invalid;article_collection_incomplete;article_count_missing_or_invalid;census_unmatched;census_invalid;census_population_inconsistent,False
E050::district_missing,E050,2017-0180-IND,Nagaland,district_missing,2017-06-04,2017-06-06,start:day|end:day,state_only,unresolved,[],admin_units|gadm|location,"[""admin_units:1503"", ""gadm:IND.24_1"", ""location:(?<![A-Za-z])Nagaland(?![A-Za-z])""]",district,,,,,not_observed,not_observed,,not_executed,,,,,,,,,unresolved,,district_missing,district_unresolved;district_aoi_unmatched;satellite_missing_or_invalid;aoi_area_invalid;article_collection_incomplete;article_count_missing_or_invalid;census_unmatched;census_invalid;census_population_inconsistent,False
E051::barpeta,E051,2017-0289-IND,Assam,Barpeta,2017-06-25,2017-07-24,start:day|end:day,admin_units,high,"[""admin_units:Barpeta""]",gadm|location,"[""gadm:IND.4_1"", ""location:(?<![A-Za-z])Assam(?![A-Za-z])"", ""location:Charaideo"", ""location:Chirang"", ""location:Dhubri"", ""location:Dibrugarh"", ""location:Goalpara"", ""location:Kokrajhar"", ""location:Majuli"", ""location:Morigaon"", ""location:Nagaon"", ""location:Nalbari"", ""location:Sivasagar"", ""location:South Salmara""]",district,,,,,not_observed,not_observed,,not_executed,,,0.0870046562928445,1693622.0,147353.0,1546269.0,2011.0,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched,303.0,high,district_aoi_unmatched;satellite_missing_or_invalid;aoi_area_invalid;article_collection_incomplete;article_count_missing_or_invalid,False
