event_district_id,event_id,source_record_id,state,district,start_date,end_date,date_precision,district_source,district_resolution_evidence,state_resolution_source,state_resolution_evidence,aoi_level,district_resolution_source_class,district_resolution_evidence_type,district_resolution_circularity_risk,district_resolution_source_url,flood_area_km2,flood_ratio,aoi_area_km2,satellite_source,satellite_status,aoi_match_status,geometry_id,route_reason,spec_version,sits_status,converter_decision,eligible_km2,flood_ratio_eligible,legacy_flood_area_km2,legacy_satellite_source,article_count,article_collection_status,count_source,query_collection_status,missing_text_count,candidate_article_count,heuristic_pass_count,classified_article_count,unresolved_article_count,article_count_is_lower_bound,coverage_scope,window_days,uncertain_count,urban_population_share,total_population,urban_population,rural_population,census_year,census_source,census_match_status,census_district_code,district_match_status,exclusion_reason,analysis_eligible,expected_article_count_oof,alpha_oof,coverage_difference,coverage_ratio,pearson_residual,p_lower,p_upper,predictive_low_90,predictive_high_90,fold_id,extrapolation_flag,scoring_status,scoring_reason,coverage_class
E069::darrang,E069,2018-0295-IND,Assam,Darrang,2018-08-07,2018-08-20,start:day|end:day,external_recovery,"[""{\""canonical_district\"": \""Darrang\"", \""circularity_risk\"": \""none\"", \""event_id\"": \""E069\"", \""evidence_note\"": \""Official cumulative monsoon affected-district list; useful supplement but may span more than one flood pulse.\"", \""evidence_scope\"": \""seasonal_or_cumulative\"", \""evidence_type\"": \""seasonal_cumulative\"", \""mapping_row\"": 254, \""merge_rule\"": \""dedupe on event_id + canonical(state,district); preserve original source name\"", \""origin\"": \""prior_research_pass\"", \""source_class\"": \""official_government\"", \""source_title\"": \""Government of India MHA/NERC Situation Report, 4 Oct 2018\"", \""source_url\"": \""https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf\"", \""source_verification\"": \""supplied_not_independently_verified\"", \""state\"": \""Assam\"", \""year\"": \""2018\""}""]",admin_units|gadm|location,"[""admin_units:1487"", ""gadm:IND.4_1"", ""location:(?<![A-Za-z])Assam(?![A-Za-z])""]",district,official_government,seasonal_cumulative,none,https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,25.53,0.0074,3426.9679336953163,S1,observed,matched,17578.0,s1_primary,fs1-3016a20fd3ad,unavailable,,3074.5271,0.0083,25.53,S1,1.0,partial,llm_qa_observed_lower_bound,complete,344,346,0,2,344,True,local_state_plus_targeted_bigquery,30,344,0.0597673667205169,928500.0,55494.0,873006.0,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched,325,resolved,,True,39.66968803883509,3.430780174405306,-38.66968803883509,0.0252081639518072,-0.5243554050930116,0.30723616536619847,0.7617128852229855,0.0,184.0,2,False,scored,oof_prediction_available,within_expected_range
E069::dhemaji,E069,2018-0295-IND,Assam,Dhemaji,2018-08-07,2018-08-20,start:day|end:day,external_recovery,"[""{\""canonical_district\"": \""Dhemaji\"", \""circularity_risk\"": \""none\"", \""event_id\"": \""E069\"", \""evidence_note\"": \""Official cumulative monsoon affected-district list; useful supplement but may span more than one flood pulse.\"", \""evidence_scope\"": \""seasonal_or_cumulative\"", \""evidence_type\"": \""seasonal_cumulative\"", \""mapping_row\"": 255, \""merge_rule\"": \""dedupe on event_id + canonical(state,district); preserve original source name\"", \""origin\"": \""prior_research_pass\"", \""source_class\"": \""official_government\"", \""source_title\"": \""Government of India MHA/NERC Situation Report, 4 Oct 2018\"", \""source_url\"": \""https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf\"", \""source_verification\"": \""supplied_not_independently_verified\"", \""state\"": \""Assam\"", \""year\"": \""2018\""}""]",admin_units|gadm|location,"[""admin_units:1487"", ""gadm:IND.4_1"", ""location:(?<![A-Za-z])Assam(?![A-Za-z])""]",district,official_government,seasonal_cumulative,none,https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,37.2699,0.0149,2503.3476339074205,S1,observed,matched,70087.0,s1_primary,fs1-3016a20fd3ad,unavailable,,2240.4877,0.0166,37.2699,S1,22.0,partial,llm_qa_observed_lower_bound,complete,344,375,0,26,349,True,local_state_plus_targeted_bigquery,30,349,0.0703726536983354,686133.0,48285.0,637848.0,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched,308,resolved,,True,35.730271960000515,3.430780174405306,-13.730271960000515,0.6157243925998844,-0.20662464657197066,0.6524726887227525,0.3549468146116595,0.0,165.0,2,False,scored,oof_prediction_available,within_expected_range
E069::dibrugarh,E069,2018-0295-IND,Assam,Dibrugarh,2018-08-07,2018-08-20,start:day|end:day,external_recovery,"[""{\""canonical_district\"": \""Dibrugarh\"", \""circularity_risk\"": \""none\"", \""event_id\"": \""E069\"", \""evidence_note\"": \""Official cumulative monsoon affected-district list; useful supplement but may span more than one flood pulse.\"", \""evidence_scope\"": \""seasonal_or_cumulative\"", \""evidence_type\"": \""seasonal_cumulative\"", \""mapping_row\"": 256, \""merge_rule\"": \""dedupe on event_id + canonical(state,district); preserve original source name\"", \""origin\"": \""prior_research_pass\"", \""source_class\"": \""official_government\"", \""source_title\"": \""Government of India MHA/NERC Situation Report, 4 Oct 2018\"", \""source_url\"": \""https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf\"", \""source_verification\"": \""supplied_not_independently_verified\"", \""state\"": \""Assam\"", \""year\"": \""2018\""}""]",admin_units|gadm|location,"[""admin_units:1487"", ""gadm:IND.4_1"", ""location:(?<![A-Za-z])Assam(?![A-Za-z])""]",district,official_government,seasonal_cumulative,none,https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,31.8206,0.0094,3397.4818067287138,S1,observed,matched,17580.0,s1_primary,fs1-3016a20fd3ad,unavailable,,2887.5515,0.011,31.8206,S1,9.0,partial,llm_qa_observed_lower_bound,complete,344,371,0,15,356,True,local_state_plus_targeted_bigquery,30,356,0.1837620209072368,1326335.0,243730.0,1082605.0,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched,310,resolved,,True,44.066034652946044,3.430780174405306,-35.066034652946044,0.20423893529068204,-0.42820785437409303,0.49140420703143056,0.5233169464377503,0.0,204.0,2,False,scored,oof_prediction_available,within_expected_range
E069::dima%20hasao,E069,2018-0295-IND,Assam,Dima Hasao,2018-08-07,2018-08-20,start:day|end:day,external_recovery,"[""{\""canonical_district\"": \""Dima Hasao\"", \""circularity_risk\"": \""none\"", \""event_id\"": \""E069\"", \""evidence_note\"": \""Official cumulative monsoon affected-district list; useful supplement but may span more than one flood pulse.\"", \""evidence_scope\"": \""seasonal_or_cumulative\"", \""evidence_type\"": \""seasonal_cumulative\"", \""mapping_row\"": 257, \""merge_rule\"": \""dedupe on event_id + canonical(state,district); preserve original source name\"", \""origin\"": \""prior_research_pass\"", \""source_class\"": \""official_government\"", \""source_title\"": \""Government of India MHA/NERC Situation Report, 4 Oct 2018\"", \""source_url\"": \""https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf\"", \""source_verification\"": \""supplied_not_independently_verified\"", \""state\"": \""Assam\"", \""year\"": \""2018\""}""]",admin_units|gadm|location,"[""admin_units:1487"", ""gadm:IND.4_1"", ""location:(?<![A-Za-z])Assam(?![A-Za-z])""]",district,official_government,seasonal_cumulative,none,https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,6.075,0.0012,4914.108784116743,S1,observed,matched,76128533B66125202864966,s1_primary,fs1-3016a20fd3ad,unavailable,,670.5263,0.0091,6.075,S1,1.0,partial,llm_qa_observed_lower_bound,complete,344,345,0,1,344,True,local_state_plus_targeted_bigquery,30,344,0.2918655594062643,214102.0,62489.0,151613.0,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched,315,resolved,,True,26.069844037079047,3.430780174405306,-25.069844037079047,0.03835849568481129,-0.5163002901885922,0.34654888053572896,0.7309937750222695,0.0,121.0,2,False,scored,oof_prediction_available,within_expected_range
E069::east%20karbi%20anglong,E069,2018-0295-IND,Assam,East Karbi Anglong,2018-08-07,2018-08-20,start:day|end:day,external_recovery,"[""{\""canonical_district\"": \""East Karbi Anglong\"", \""circularity_risk\"": \""none\"", \""event_id\"": \""E069\"", \""evidence_note\"": \""Official cumulative monsoon affected-district list; useful supplement but may span more than one flood pulse.\"", \""evidence_scope\"": \""seasonal_or_cumulative\"", \""evidence_type\"": \""seasonal_cumulative\"", \""mapping_row\"": 258, \""merge_rule\"": \""dedupe on event_id + canonical(state,district); preserve original source name\"", \""origin\"": \""prior_research_pass\"", \""source_class\"": \""official_government\"", \""source_title\"": \""Government of India MHA/NERC Situation Report, 4 Oct 2018\"", \""source_url\"": \""https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf\"", \""source_verification\"": \""supplied_not_independently_verified\"", \""state\"": \""Assam\"", \""year\"": \""2018\""}""]",admin_units|gadm|location,"[""admin_units:1487"", ""gadm:IND.4_1"", ""location:(?<![A-Za-z])Assam(?![A-Za-z])""]",district,official_government,seasonal_cumulative,none,https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,35.7781,0.0049,7303.723967073078,S1,observed,matched,76128533B38548995376745,s1_primary,fs1-3016a20fd3ad,unavailable,,2178.5669,0.0164,35.7781,S1,,incomplete,llm_qa,complete,344,344,0,0,344,False,local_state_plus_targeted_bigquery,30,344,0.1438872540490653,660955.0,95103.0,565852.0,2011,census_2011_recovery;method=official_retabulation;url=https://des.assam.gov.in/sites/default/files/swf_utility_folder/departments/ecostat_medhassu_in_oid_3/this_comm/statistical_abstract_assam_2021.pdf;table=Table 1.02; printed page 4; PDF page 19;notes=Official 2011 population retabulated to the district definition in the cited source. No parent-district population substitution; not an event-year population estimate.;population_source=https://des.assam.gov.in/sites/default/files/swf_utility_folder/departments/ecostat_medhassu_in_oid_3/this_comm/statistical_abstract_assam_2021.pdf;file=district_census_recovery.json;sha256=d452a6f74338bb2f237f3d014518ab361f6b2d7436bac837b8a1cb97d050bac0,matched_crosswalk,retabulated:assam:East Karbi Anglong,resolved,article_collection_incomplete;article_count_missing_or_invalid,False,,,,,,,,,,,,not_scored,excluded_by_input_contract,not_scored
E069::golaghat,E069,2018-0295-IND,Assam,Golaghat,2018-08-07,2018-08-20,start:day|end:day,external_recovery,"[""{\""canonical_district\"": \""Golaghat\"", \""circularity_risk\"": \""none\"", \""event_id\"": \""E069\"", \""evidence_note\"": \""Official cumulative monsoon affected-district list; useful supplement but may span more than one flood pulse.\"", \""evidence_scope\"": \""seasonal_or_cumulative\"", \""evidence_type\"": \""seasonal_cumulative\"", \""mapping_row\"": 259, \""merge_rule\"": \""dedupe on event_id + canonical(state,district); preserve original source name\"", \""origin\"": \""prior_research_pass\"", \""source_class\"": \""official_government\"", \""source_title\"": \""Government of India MHA/NERC Situation Report, 4 Oct 2018\"", \""source_url\"": \""https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf\"", \""source_verification\"": \""supplied_not_independently_verified\"", \""state\"": \""Assam\"", \""year\"": \""2018\""}""]",admin_units|gadm|location,"[""admin_units:1487"", ""gadm:IND.4_1"", ""location:(?<![A-Za-z])Assam(?![A-Za-z])""]",district,official_government,seasonal_cumulative,none,https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,87.274,0.0247,3532.2679838886856,S1,observed,matched,17582.0,s1_primary,fs1-3016a20fd3ad,unavailable,,3111.5422,0.028,87.274,S1,27.0,partial,llm_qa_observed_lower_bound,complete,344,371,0,27,344,True,local_state_plus_targeted_bigquery,30,344,0.0916084912380681,1066888.0,97736.0,969152.0,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched,313,resolved,,True,40.04273924986035,3.430780174405306,-13.042739249860347,0.6742795449513151,-0.17521595704665677,0.66669423914347,0.33941524006582147,0.0,185.0,2,False,scored,oof_prediction_available,within_expected_range
E069::hailakandi,E069,2018-0295-IND,Assam,Hailakandi,2018-08-07,2018-08-20,start:day|end:day,external_recovery,"[""{\""canonical_district\"": \""Hailakandi\"", \""circularity_risk\"": \""none\"", \""event_id\"": \""E069\"", \""evidence_note\"": \""Official cumulative monsoon affected-district list; useful supplement but may span more than one flood pulse.\"", \""evidence_scope\"": \""seasonal_or_cumulative\"", \""evidence_type\"": \""seasonal_cumulative\"", \""mapping_row\"": 260, \""merge_rule\"": \""dedupe on event_id + canonical(state,district); preserve original source name\"", \""origin\"": \""prior_research_pass\"", \""source_class\"": \""official_government\"", \""source_title\"": \""Government of India MHA/NERC Situation Report, 4 Oct 2018\"", \""source_url\"": \""https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf\"", \""source_verification\"": \""supplied_not_independently_verified\"", \""state\"": \""Assam\"", \""year\"": \""2018\""}""]",admin_units|gadm|location,"[""admin_units:1487"", ""gadm:IND.4_1"", ""location:(?<![A-Za-z])Assam(?![A-Za-z])""]",district,official_government,seasonal_cumulative,none,https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,69.0525,0.0517,1336.4605858584375,S1,observed,matched,70088.0,s1_primary,fs1-3016a20fd3ad,unavailable,,629.4125,0.1097,69.0525,S1,2.0,partial,llm_qa_observed_lower_bound,complete,344,346,0,2,344,True,local_state_plus_targeted_bigquery,30,344,0.0730172790370334,659296.0,48140.0,611156.0,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched,318,resolved,,True,34.691860274415546,3.430780174405306,-32.691860274415546,0.057650410908490664,-0.5066391701025981,0.36515890896671366,0.6806909903604001,0.0,161.0,2,False,scored,oof_prediction_available,within_expected_range
E069::hojai,E069,2018-0295-IND,Assam,Hojai,2018-08-07,2018-08-20,start:day|end:day,external_recovery,"[""{\""canonical_district\"": \""Hojai\"", \""circularity_risk\"": \""none\"", \""event_id\"": \""E069\"", \""evidence_note\"": \""Official cumulative monsoon affected-district list; useful supplement but may span more than one flood pulse.\"", \""evidence_scope\"": \""seasonal_or_cumulative\"", \""evidence_type\"": \""seasonal_cumulative\"", \""mapping_row\"": 261, \""merge_rule\"": \""dedupe on event_id + canonical(state,district); preserve original source name\"", \""origin\"": \""prior_research_pass\"", \""source_class\"": \""official_government\"", \""source_title\"": \""Government of India MHA/NERC Situation Report, 4 Oct 2018\"", \""source_url\"": \""https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf\"", \""source_verification\"": \""supplied_not_independently_verified\"", \""state\"": \""Assam\"", \""year\"": \""2018\""}""]",admin_units|gadm|location,"[""admin_units:1487"", ""gadm:IND.4_1"", ""location:(?<![A-Za-z])Assam(?![A-Za-z])""]",district,official_government,seasonal_cumulative,none,https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,159.5885,0.1096,1456.4677644953886,S1,observed,matched,76128533B70315194619807,s1_primary,fs1-3016a20fd3ad,unavailable,,989.2694,0.1613,159.5885,S1,4.0,partial,llm_qa_observed_lower_bound,complete,344,350,0,6,344,True,local_state_plus_targeted_bigquery,30,344,0.1850801853056964,931218.0,172350.0,758868.0,2011,census_2011_recovery;method=official_retabulation;url=https://des.assam.gov.in/sites/default/files/swf_utility_folder/departments/ecostat_medhassu_in_oid_3/this_comm/statistical_abstract_assam_2021.pdf;table=Table 1.02; printed page 4; PDF page 19;notes=Official 2011 population retabulated to the district definition in the cited source. No parent-district population substitution; not an event-year population estimate.;population_source=https://des.assam.gov.in/sites/default/files/swf_utility_folder/departments/ecostat_medhassu_in_oid_3/this_comm/statistical_abstract_assam_2021.pdf;file=district_census_recovery.json;sha256=d452a6f74338bb2f237f3d014518ab361f6b2d7436bac837b8a1cb97d050bac0,matched_crosswalk,retabulated:assam:Hojai,resolved,,True,37.73862313788967,3.430780174405306,-33.73862313788967,0.1059922081784693,-0.4808107160564625,0.41818124262724077,0.6095516277522334,0.0,175.0,2,False,scored,oof_prediction_available,within_expected_range
E069::jorhat,E069,2018-0295-IND,Assam,Jorhat,2018-08-07,2018-08-20,start:day|end:day,external_recovery,"[""{\""canonical_district\"": \""Jorhat\"", \""circularity_risk\"": \""none\"", \""event_id\"": \""E069\"", \""evidence_note\"": \""Official cumulative monsoon affected-district list; useful supplement but may span more than one flood pulse.\"", \""evidence_scope\"": \""seasonal_or_cumulative\"", \""evidence_type\"": \""seasonal_cumulative\"", \""mapping_row\"": 262, \""merge_rule\"": \""dedupe on event_id + canonical(state,district); preserve original source name\"", \""origin\"": \""prior_research_pass\"", \""source_class\"": \""official_government\"", \""source_title\"": \""Government of India MHA/NERC Situation Report, 4 Oct 2018\"", \""source_url\"": \""https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf\"", \""source_verification\"": \""supplied_not_independently_verified\"", \""state\"": \""Assam\"", \""year\"": \""2018\""}""]",admin_units|gadm|location,"[""admin_units:1487"", ""gadm:IND.4_1"", ""location:(?<![A-Za-z])Assam(?![A-Za-z])""]",district,official_government,seasonal_cumulative,none,https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,33.8965,0.0119,2842.716884638612,S1,observed,matched,70089.0,s1_primary,fs1-3016a20fd3ad,unavailable,,2306.1826,0.0147,33.8965,S1,2.0,partial,llm_qa_observed_lower_bound,complete,344,358,0,6,352,True,local_state_plus_targeted_bigquery,30,352,0.2019068789734274,1092256.0,220534.0,871722.0,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched,312,resolved,,True,41.407410264803616,3.430780174405306,-39.407410264803616,0.04830053333956034,-0.5120120380487286,0.34714874607801277,0.6965313693795885,0.0,192.0,2,False,scored,oof_prediction_available,within_expected_range
E069::karimganj,E069,2018-0295-IND,Assam,Karimganj,2018-08-07,2018-08-20,start:day|end:day,external_recovery,"[""{\""canonical_district\"": \""Karimganj\"", \""circularity_risk\"": \""none\"", \""event_id\"": \""E069\"", \""evidence_note\"": \""Official cumulative monsoon affected-district list; useful supplement but may span more than one flood pulse.\"", \""evidence_scope\"": \""seasonal_or_cumulative\"", \""evidence_type\"": \""seasonal_cumulative\"", \""mapping_row\"": 263, \""merge_rule\"": \""dedupe on event_id + canonical(state,district); preserve original source name\"", \""origin\"": \""prior_research_pass\"", \""source_class\"": \""official_government\"", \""source_title\"": \""Government of India MHA/NERC Situation Report, 4 Oct 2018\"", \""source_url\"": \""https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf\"", \""source_verification\"": \""supplied_not_independently_verified\"", \""state\"": \""Assam\"", \""year\"": \""2018\""}""]",admin_units|gadm|location,"[""admin_units:1487"", ""gadm:IND.4_1"", ""location:(?<![A-Za-z])Assam(?![A-Za-z])""]",district,official_government,seasonal_cumulative,none,https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,80.0298,0.0431,1856.722473230466,S1,observed,matched,17585.0,s1_primary,fs1-3016a20fd3ad,unavailable,,1051.2523,0.0761,80.0298,S1,3.0,partial,llm_qa_observed_lower_bound,complete,344,348,0,4,344,True,local_state_plus_targeted_bigquery,30,344,0.0892823715741857,1228686.0,109700.0,1118986.0,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched,317,resolved,,True,41.94491468551675,3.430780174405306,-38.94491468551675,0.0715223769673294,-0.4995411153112999,0.37888528713124753,0.654130934612242,0.0,194.0,2,False,scored,oof_prediction_available,within_expected_range
E069::kokrajhar,E069,2018-0295-IND,Assam,Kokrajhar,2018-08-07,2018-08-20,start:day|end:day,external_recovery,"[""{\""canonical_district\"": \""Kokrajhar\"", \""circularity_risk\"": \""none\"", \""event_id\"": \""E069\"", \""evidence_note\"": \""Official cumulative monsoon affected-district list; useful supplement but may span more than one flood pulse.\"", \""evidence_scope\"": \""seasonal_or_cumulative\"", \""evidence_type\"": \""seasonal_cumulative\"", \""mapping_row\"": 264, \""merge_rule\"": \""dedupe on event_id + canonical(state,district); preserve original source name\"", \""origin\"": \""prior_research_pass\"", \""source_class\"": \""official_government\"", \""source_title\"": \""Government of India MHA/NERC Situation Report, 4 Oct 2018\"", \""source_url\"": \""https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf\"", \""source_verification\"": \""supplied_not_independently_verified\"", \""state\"": \""Assam\"", \""year\"": \""2018\""}""]",admin_units|gadm|location,"[""admin_units:1487"", ""gadm:IND.4_1"", ""location:(?<![A-Za-z])Assam(?![A-Za-z])""]",district,official_government,seasonal_cumulative,none,https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,25.3999,0.0076,3329.2233881813268,S1,observed,matched,70090.0,s1_primary,fs1-3016a20fd3ad,unavailable,,3061.7037,0.0083,25.3999,S1,2.0,partial,llm_qa_observed_lower_bound,complete,344,359,0,14,345,True,local_state_plus_targeted_bigquery,30,345,0.0619303335880839,887142.0,54941.0,832201.0,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched,300,resolved,,True,39.11591314229404,3.430780174405306,-37.11591314229404,0.051130085924991533,-0.5103852561454916,0.35285059637462474,0.6915187508439893,0.0,181.0,2,False,scored,oof_prediction_available,within_expected_range
E069::lakhimpur,E069,2018-0295-IND,Assam,Lakhimpur,2018-08-07,2018-08-20,start:day|end:day,external_recovery,"[""{\""canonical_district\"": \""Lakhimpur\"", \""circularity_risk\"": \""none\"", \""event_id\"": \""E069\"", \""evidence_note\"": \""Official cumulative monsoon affected-district list; useful supplement but may span more than one flood pulse.\"", \""evidence_scope\"": \""seasonal_or_cumulative\"", \""evidence_type\"": \""seasonal_cumulative\"", \""mapping_row\"": 265, \""merge_rule\"": \""dedupe on event_id + canonical(state,district); preserve original source name\"", \""origin\"": \""prior_research_pass\"", \""source_class\"": \""official_government\"", \""source_title\"": \""Government of India MHA/NERC Situation Report, 4 Oct 2018\"", \""source_url\"": \""https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf\"", \""source_verification\"": \""supplied_not_independently_verified\"", \""state\"": \""Assam\"", \""year\"": \""2018\""}""]",admin_units|gadm|location,"[""admin_units:1487"", ""gadm:IND.4_1"", ""location:(?<![A-Za-z])Assam(?![A-Za-z])""]",district,official_government,seasonal_cumulative,none,https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,37.5329,0.013,2886.5239581816727,S1,observed,matched,70091.0,s1_primary,fs1-3016a20fd3ad,unavailable,,2563.3875,0.0146,37.5329,S1,10.0,partial,llm_qa_observed_lower_bound,complete,344,368,0,16,352,True,local_state_plus_targeted_bigquery,30,352,0.0876401087381025,1042137.0,91333.0,950804.0,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched,307,resolved,,True,40.691834450436566,3.430780174405306,-30.691834450436566,0.24574954988033756,-0.4057600014179979,0.5161548598267942,0.49767484659145,0.0,188.0,2,False,scored,oof_prediction_available,within_expected_range
E069::majuli,E069,2018-0295-IND,Assam,Majuli,2018-08-07,2018-08-20,start:day|end:day,external_recovery,"[""{\""canonical_district\"": \""Majuli\"", \""circularity_risk\"": \""none\"", \""event_id\"": \""E069\"", \""evidence_note\"": \""Official cumulative monsoon affected-district list; useful supplement but may span more than one flood pulse.\"", \""evidence_scope\"": \""seasonal_or_cumulative\"", \""evidence_type\"": \""seasonal_cumulative\"", \""mapping_row\"": 266, \""merge_rule\"": \""dedupe on event_id + canonical(state,district); preserve original source name\"", \""origin\"": \""prior_research_pass\"", \""source_class\"": \""official_government\"", \""source_title\"": \""Government of India MHA/NERC Situation Report, 4 Oct 2018\"", \""source_url\"": \""https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf\"", \""source_verification\"": \""supplied_not_independently_verified\"", \""state\"": \""Assam\"", \""year\"": \""2018\""}""]",admin_units|gadm|location,"[""admin_units:1487"", ""gadm:IND.4_1"", ""location:(?<![A-Za-z])Assam(?![A-Za-z])""]",district,official_government,seasonal_cumulative,none,https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,20.6902,0.0165,1250.5943287677335,S1,observed,matched,76128533B15157901669242,s1_primary,fs1-3016a20fd3ad,unavailable,,895.4552,0.0231,20.6902,S1,3.0,partial,llm_qa_observed_lower_bound,complete,344,361,0,10,351,True,local_state_plus_targeted_bigquery,30,351,0.0,167304.0,0.0,167304.0,2011,census_2011_recovery;method=official_retabulation;url=https://des.assam.gov.in/sites/default/files/swf_utility_folder/departments/ecostat_medhassu_in_oid_3/this_comm/statistical_abstract_assam_2021.pdf;table=Table 1.02; printed page 4; PDF page 19;notes=Official 2011 population retabulated to the district definition in the cited source. No parent-district population substitution; not an event-year population estimate.;population_source=https://des.assam.gov.in/sites/default/files/swf_utility_folder/departments/ecostat_medhassu_in_oid_3/this_comm/statistical_abstract_assam_2021.pdf;file=district_census_recovery.json;sha256=d452a6f74338bb2f237f3d014518ab361f6b2d7436bac837b8a1cb97d050bac0,matched_crosswalk,retabulated:assam:Majuli,resolved,,True,23.390220278340806,3.430780174405306,-20.390220278340806,0.12825873225221315,-0.4677371723034757,0.44685410836189005,0.59159226013462,0.0,109.0,2,False,scored,oof_prediction_available,within_expected_range
