model,term,se_type,coefficient,standard_error,p_value,ci_low,ci_high,irr,irr_ci_low,irr_ci_high,irr_10pp,irr_10pp_ci_low,irr_10pp_ci_high,n,alpha
model_1,Intercept,ordinary,4.160640863392334,0.12075909497742703,3.914974373207672e-260,3.9239573864309256,4.397324340353743,64.11259685334896,50.60029399381186,81.23322516234256,,,,1191,3.6074843251156907
model_1,log_flood_area,ordinary,-0.07466078324479287,0.026270769778955788,0.004483547668683927,-0.1261505458576895,-0.02317102063189625,0.9280582458464828,0.8814821333101377,0.9770953660164732,,,,1191,3.6074843251156907
model_1,Intercept,state_clustered,4.160640863392334,0.46387380685376806,7.330301191252403e-10,3.2119124034060675,5.109369323378601,64.11259685334896,24.826519174493995,165.56590339506698,,,,1191,3.6074843251156907
model_1,log_flood_area,state_clustered,-0.07466078324479287,0.0928781367363198,0.42801974926723985,-0.26461790160396853,0.1152963351143828,0.9280582458464828,0.7674991541516226,1.1222059373286277,,,,1191,3.6074843251156907
model_2,Intercept,ordinary,3.461092138437004,0.15739423946106726,3.59349263676699e-107,3.1526050977192392,3.7695791791547686,31.851744039688032,23.396936563864674,43.361813440854284,,,,1191,3.513286753911949
model_2,log_flood_area,ordinary,0.006189500424236073,0.02916020600358658,0.8319054010030579,-0.05096345312456229,0.06334245397303444,1.0062086949630877,0.950313400883269,1.065391624361282,,,,1191,3.513286753911949
model_2,urban_population_share,ordinary,1.4155381636390285,0.2456357599602467,8.275295715723707e-09,0.9341009208018192,1.8969754064762379,4.118702405525364,2.544924340308959,6.665702880275408,1.1520625024074045,1.09791188792973,1.2088839041135868,1191,3.513286753911949
model_2,Intercept,state_clustered,3.461092138437004,0.611218768000836,4.03404709191393e-06,2.211009396293862,4.711174880580145,31.851744039688032,9.12492240886081,111.18270960689297,,,,1191,3.513286753911949
model_2,log_flood_area,state_clustered,0.006189500424236073,0.11257163325874384,0.9565292429620388,-0.22404534077983856,0.23642434162831072,1.0062086949630877,0.7992788936194342,1.2667117146488638,,,,1191,3.513286753911949
model_2,urban_population_share,state_clustered,1.4155381636390285,0.46668192568937145,0.005061149131395508,0.46106645577155425,2.370009871506503,4.118702405525364,1.5857642309644362,10.697497884009763,1.1520625024074045,1.0471860827663648,1.2674423689312249,1191,3.513286753911949
model_3,Intercept,ordinary,3.6867091695001117,0.2805133915827284,1.8736663800966404e-39,3.136913024816783,4.23650531418344,39.91328275004118,23.032655765082378,69.16571654319765,,,,1191,3.271422067454965
model_3,C(year)[T.2016],ordinary,0.0057199999856369695,0.3575042586826281,0.9872345437817157,-0.694975471352005,0.706415471323279,1.005736390421751,0.4990866897567303,2.026713410272693,,,,1191,3.271422067454965
model_3,C(year)[T.2017],ordinary,-0.033493827933791326,0.286000131273415,0.906771908560571,-0.5940437848034122,0.5270561289358296,0.9670608799767622,0.552090230615501,1.6939382255302888,,,,1191,3.271422067454965
model_3,C(year)[T.2018],ordinary,0.10136418074085515,0.27812883851203046,0.7155216672777436,-0.44375832580468133,0.6464866872863917,1.1066795997807326,0.6416204652010805,1.9088227433440976,,,,1191,3.271422067454965
model_3,C(year)[T.2019],ordinary,0.013674989688123657,0.26387122941425173,0.9586685482196577,-0.5035031165201159,0.5308530958963632,1.0137689200367508,0.6044096294158491,1.7003822791932681,,,,1191,3.271422067454965
model_3,C(year)[T.2020],ordinary,-1.4549377605293963,0.27374951041506357,1.0674484674391699e-07,-1.9914769417283933,-0.9183985793303993,0.23341489106831617,0.13649368328498315,0.3991577489976636,,,,1191,3.271422067454965
model_3,C(year)[T.2021],ordinary,-1.273856593100539,0.28157923769157445,6.0689750703249416e-06,-1.8257417577702681,-0.7219714284308097,0.2797506542491704,0.1610981040299191,0.48579360399117044,,,,1191,3.271422067454965
model_3,C(year)[T.2022],ordinary,-0.4085846444089636,0.34263195988858036,0.23306978874916484,-1.0801309457429535,0.2629616569250264,0.6645902162645859,0.339551059967889,1.3007768422115318,,,,1191,3.271422067454965
model_3,C(year)[T.2023],ordinary,-0.18801216444953772,0.2937933851313141,0.5222071251381823,-0.7638366182030187,0.3878122893039433,0.8286046276521947,0.4658756070260613,1.4737531190986446,,,,1191,3.271422067454965
model_3,C(year)[T.2024],ordinary,-0.4802465146607387,0.29959656091219256,0.10893964495368696,-1.0674449839406965,0.10695195461921919,0.618630871428266,0.34388603024149184,1.1128807844137902,,,,1191,3.271422067454965
model_3,C(year)[T.2025],ordinary,0.24203694482179278,0.31630454037715816,0.44415112226765563,-0.3779085624639325,0.8619824521075181,1.2738412537849733,0.6852931593191223,2.367850193421877,,,,1191,3.271422067454965
model_3,log_flood_area,ordinary,0.008490245767887785,0.03197802947370116,0.7906224083706017,-0.05418554029712683,0.0711660318329024,1.0085263901235606,0.9472563359740127,1.0737594893253526,,,,1191,3.271422067454965
model_3,urban_population_share,ordinary,1.403801416041642,0.24989257389660144,1.9360617944811685e-08,0.9140209712002892,1.8935818608829948,4.070644806582334,2.4943320332127517,6.643120851883151,1.150711148906561,1.0957094983256987,1.208473733449611,1191,3.271422067454965
model_3,Intercept,state_clustered,3.6867091695001117,0.563646551640461,3.654593234250753e-07,2.533922534399159,4.839495804601064,39.91328275004118,12.602844398573133,126.40560253724144,,,,1191,3.271422067454965
