event_district_id,event_id,source_record_id,state,district,start_date,end_date,date_precision,district_source,district_resolution_evidence,state_resolution_source,state_resolution_evidence,aoi_level,district_resolution_source_class,district_resolution_evidence_type,district_resolution_circularity_risk,district_resolution_source_url,flood_area_km2,flood_ratio,aoi_area_km2,satellite_source,satellite_status,aoi_match_status,geometry_id,route_reason,spec_version,sits_status,converter_decision,eligible_km2,flood_ratio_eligible,legacy_flood_area_km2,legacy_satellite_source,article_count,article_collection_status,count_source,query_collection_status,missing_text_count,candidate_article_count,heuristic_pass_count,classified_article_count,unresolved_article_count,article_count_is_lower_bound,coverage_scope,window_days,uncertain_count,urban_population_share,total_population,urban_population,rural_population,census_year,census_source,census_match_status,census_district_code,district_match_status,exclusion_reason,analysis_eligible
E064::rayagada,E064,2018-0286-IND,Odisha,Rayagada,2018-07-20,2018-07-23,start:day|end:day,external_recovery,"[""{\""canonical_district\"": \""Rayagada\"", \""circularity_risk\"": \""none\"", \""end_date\"": \""2018-07-23\"", \""event_id\"": \""E064\"", \""evidence_note\"": \""Vansadhara above danger level at Gunupur and district affected by heavy rain.\"", \""evidence_scope\"": \""exact_event_dates\"", \""evidence_type\"": \""direct_disaster_impact\"", \""mapping_row\"": 247, \""merge_rule\"": \""dedupe on event_id + canonical(state,district); retain all source provenance\"", \""origin\"": \""exhaustive_followup\"", \""source_class\"": \""state_government\"", \""source_record_id\"": \""2018-0286-IND\"", \""source_title\"": \""Odisha SRC flood situation, 20 Jul 2018\"", \""source_url\"": \""https://timesofindia.indiatimes.com/city/bhubaneswar/odisha-govt-alerts-asks-districts-to-remain-prepared-for-possible-flood/amp_articleshow/65074482.cms\"", \""source_verification\"": \""supplied_not_independently_verified\"", \""start_date\"": \""2018-07-20\"", \""state\"": \""Odisha\"", \""year\"": \""2018\""}""]",admin_units|gadm|location,"[""admin_units:1504"", ""gadm:IND.26_1"", ""location:(?<![A-Za-z])Odisha(?![A-Za-z])""]",district,state_government,direct_disaster_impact,none,https://timesofindia.indiatimes.com/city/bhubaneswar/odisha-govt-alerts-asks-districts-to-remain-prepared-for-possible-flood/amp_articleshow/65074482.cms,20.099,0.0027,7404.113889009227,S1,observed,matched,70224.0,s1_primary,fs1-3016a20fd3ad,unavailable,,2097.742,0.0096,20.099,S1,18.0,partial,llm_qa_observed_lower_bound,complete,493,520,0,25,495,True,local_state_plus_targeted_bigquery,30,495,0.1518383405085798,967911.0,146966.0,820945.0,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched,396,resolved,,True
E067::barpeta,E067,2018-0345-IND,Assam,Barpeta,2018-08-02,2018-08-06,start:day|end:day,gadm,"[""gadm:IND.4.2_1""]",gadm|location,"[""gadm:IND.4.12_1"", ""gadm:IND.4.20_1"", ""gadm:IND.4.24_1"", ""gadm:IND.4.25_1"", ""gadm:IND.4.27_1"", ""gadm:IND.4.2_1"", ""gadm:IND.4.6_1"", ""gadm:IND.4.7_1"", ""location:(?<![A-Za-z])Assam(?![A-Za-z])""]",district,,,,,118.6563,0.0365,3253.622989828742,S1,observed,matched,17576.0,s1_primary,fs1-3016a20fd3ad,unavailable,,2781.8165,0.0427,118.6563,S1,6.0,partial,llm_qa_observed_lower_bound,complete,93,102,0,8,94,True,local_state_plus_targeted_bigquery,30,94,0.0870046562928445,1693622.0,147353.0,1546269.0,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched,303,resolved,,True
E067::darrang,E067,2018-0345-IND,Assam,Darrang,2018-08-02,2018-08-06,start:day|end:day,gadm,"[""gadm:IND.4.6_1""]",gadm|location,"[""gadm:IND.4.12_1"", ""gadm:IND.4.20_1"", ""gadm:IND.4.24_1"", ""gadm:IND.4.25_1"", ""gadm:IND.4.27_1"", ""gadm:IND.4.2_1"", ""gadm:IND.4.6_1"", ""gadm:IND.4.7_1"", ""location:(?<![A-Za-z])Assam(?![A-Za-z])""]",district,,,,,55.1946,0.0161,3426.9679336953163,S1,observed,matched,17578.0,s1_primary,fs1-3016a20fd3ad,unavailable,,3074.5271,0.018,55.1946,S1,10.0,partial,llm_qa_observed_lower_bound,complete,93,103,0,10,93,True,local_state_plus_targeted_bigquery,30,93,0.0597673667205169,928500.0,55494.0,873006.0,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched,325,resolved,,True
E067::dhemaji,E067,2018-0345-IND,Assam,Dhemaji,2018-08-02,2018-08-06,start:day|end:day,gadm,"[""gadm:IND.4.7_1""]",gadm|location,"[""gadm:IND.4.12_1"", ""gadm:IND.4.20_1"", ""gadm:IND.4.24_1"", ""gadm:IND.4.25_1"", ""gadm:IND.4.27_1"", ""gadm:IND.4.2_1"", ""gadm:IND.4.6_1"", ""gadm:IND.4.7_1"", ""location:(?<![A-Za-z])Assam(?![A-Za-z])""]",district,,,,,63.6461,0.0254,2503.3476339074205,S1,observed,matched,70087.0,s1_primary,fs1-3016a20fd3ad,unavailable,,2240.4877,0.0284,63.6461,S1,17.0,partial,llm_qa_observed_lower_bound,complete,93,111,0,17,94,True,local_state_plus_targeted_bigquery,30,94,0.0703726536983354,686133.0,48285.0,637848.0,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched,308,resolved,,True
E067::golaghat,E067,2018-0345-IND,Assam,Golaghat,2018-08-02,2018-08-06,start:day|end:day,gadm,"[""gadm:IND.4.12_1""]",gadm|location,"[""gadm:IND.4.12_1"", ""gadm:IND.4.20_1"", ""gadm:IND.4.24_1"", ""gadm:IND.4.25_1"", ""gadm:IND.4.27_1"", ""gadm:IND.4.2_1"", ""gadm:IND.4.6_1"", ""gadm:IND.4.7_1"", ""location:(?<![A-Za-z])Assam(?![A-Za-z])""]",district,,,,,136.2511,0.0386,3532.2679838886856,S1,observed,matched,17582.0,s1_primary,fs1-3016a20fd3ad,unavailable,,3111.5422,0.0438,136.2511,S1,28.0,partial,llm_qa_observed_lower_bound,complete,93,123,0,28,95,True,local_state_plus_targeted_bigquery,30,95,0.0916084912380681,1066888.0,97736.0,969152.0,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched,313,resolved,,True
E067::lakhimpur,E067,2018-0345-IND,Assam,Lakhimpur,2018-08-02,2018-08-06,start:day|end:day,gadm,"[""gadm:IND.4.20_1""]",gadm|location,"[""gadm:IND.4.12_1"", ""gadm:IND.4.20_1"", ""gadm:IND.4.24_1"", ""gadm:IND.4.25_1"", ""gadm:IND.4.27_1"", ""gadm:IND.4.2_1"", ""gadm:IND.4.6_1"", ""gadm:IND.4.7_1"", ""location:(?<![A-Za-z])Assam(?![A-Za-z])""]",district,,,,,79.6086,0.0276,2886.5239581816727,S1,observed,matched,70091.0,s1_primary,fs1-3016a20fd3ad,unavailable,,2563.3875,0.0311,79.6086,S1,17.0,partial,llm_qa_observed_lower_bound,complete,93,111,0,17,94,True,local_state_plus_targeted_bigquery,30,94,0.0876401087381025,1042137.0,91333.0,950804.0,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched,307,resolved,,True
E067::sivasagar,E067,2018-0345-IND,Assam,Sivasagar,2018-08-02,2018-08-06,start:day|end:day,gadm,"[""gadm:IND.4.24_1""]",gadm|location,"[""gadm:IND.4.12_1"", ""gadm:IND.4.20_1"", ""gadm:IND.4.24_1"", ""gadm:IND.4.25_1"", ""gadm:IND.4.27_1"", ""gadm:IND.4.2_1"", ""gadm:IND.4.6_1"", ""gadm:IND.4.7_1"", ""location:(?<![A-Za-z])Assam(?![A-Za-z])""]",district,,,,,237.6018,0.1556,1526.651765771626,S1,observed,matched,76128533B21722277889516,s1_primary,fs1-3016a20fd3ad,unavailable,,1387.3046,0.1713,237.6018,S1,18.0,partial,llm_qa_observed_lower_bound,complete,93,112,0,18,94,True,local_state_plus_targeted_bigquery,30,94,0.0956483210981277,1151050.0,110096.0,1040954.0,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched,311,resolved,,True
E067::sonitpur,E067,2018-0345-IND,Assam,Sonitpur,2018-08-02,2018-08-06,start:day|end:day,gadm,"[""gadm:IND.4.25_1""]",gadm|location,"[""gadm:IND.4.12_1"", ""gadm:IND.4.20_1"", ""gadm:IND.4.24_1"", ""gadm:IND.4.25_1"", ""gadm:IND.4.27_1"", ""gadm:IND.4.2_1"", ""gadm:IND.4.6_1"", ""gadm:IND.4.7_1"", ""location:(?<![A-Za-z])Assam(?![A-Za-z])""]",district,,,,,142.0688,0.0304,4676.158375740257,S1,observed,matched,17593.0,s1_primary,fs1-3016a20fd3ad,unavailable,,4081.5881,0.0348,142.0688,S1,9.0,partial,llm_qa_observed_lower_bound,complete,93,105,0,9,96,True,local_state_plus_targeted_bigquery,30,96,0.0903508635161191,1924110.0,173845.0,1750265.0,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched,306,resolved,,True
E067::udalguri,E067,2018-0345-IND,Assam,Udalguri,2018-08-02,2018-08-06,start:day|end:day,gadm,"[""gadm:IND.4.27_1""]",gadm|location,"[""gadm:IND.4.12_1"", ""gadm:IND.4.20_1"", ""gadm:IND.4.24_1"", ""gadm:IND.4.25_1"", ""gadm:IND.4.27_1"", ""gadm:IND.4.2_1"", ""gadm:IND.4.6_1"", ""gadm:IND.4.7_1"", ""location:(?<![A-Za-z])Assam(?![A-Za-z])""]",district,,,,,31.3294,0.0152,2056.2913712488385,S1,observed,matched,76128533B20307518801538,s1_primary,fs1-3016a20fd3ad,unavailable,,1902.4689,0.0165,31.3294,S1,5.0,partial,llm_qa_observed_lower_bound,complete,93,98,0,5,93,True,local_state_plus_targeted_bigquery,30,93,0.045179085885233,831668.0,37574.0,794094.0,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched,326,resolved,,True
E068::bankura,E068,2018-0345-IND,West Bengal,Bankura,2018-08-02,2018-08-06,start:day|end:day,external_recovery,"[""{\""canonical_district\"": \""Bankura\"", \""circularity_risk\"": \""none\"", \""end_date\"": \""2018-08-06\"", \""event_id\"": \""E068\"", \""evidence_note\"": \""State disaster management department reported >2,500 affected, rescues and relief camps after flooding in Bankura.\"", \""evidence_scope\"": \""exact_event_dates\"", \""evidence_type\"": \""direct_disaster_impact\"", \""mapping_row\"": 248, \""merge_rule\"": \""dedupe on event_id + canonical(state,district); retain all source provenance\"", \""origin\"": \""exhaustive_followup\"", \""source_class\"": \""state_government\"", \""source_record_id\"": \""2018-0345-IND\"", \""source_title\"": \""West Bengal disaster management report quoted in contemporaneous coverage, 7 Aug 2018\"", \""source_url\"": \""https://timesofindia.indiatimes.com/city/kolkata/over-2500-hit-in-bankura-as-224mm-rain-triggers-floods/articleshow/65299478.cms\"", \""source_verification\"": \""supplied_not_independently_verified\"", \""start_date\"": \""2018-08-02\"", \""state\"": \""West Bengal\"", \""year\"": \""2018\""}""]",location,"[""location:(?<![A-Za-z])West\\ Bengal(?![A-Za-z])""]",district,state_government,direct_disaster_impact,none,https://timesofindia.indiatimes.com/city/kolkata/over-2500-hit-in-bankura-as-224mm-rain-triggers-floods/articleshow/65299478.cms,1508.9989,0.2161,6981.566770524623,S1,observed,matched,17945.0,s1_primary,fs1-3016a20fd3ad,unavailable,,6480.2521,0.2329,1508.9989,S1,2.0,partial,llm_qa_observed_lower_bound,complete,33,35,0,2,33,True,local_state_plus_targeted_bigquery,30,33,0.0833472814049869,3596674.0,299773.0,3296901.0,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched,339,resolved,,True
E069::barpeta,E069,2018-0295-IND,Assam,Barpeta,2018-08-07,2018-08-20,start:day|end:day,external_recovery,"[""{\""canonical_district\"": \""Barpeta\"", \""circularity_risk\"": \""none\"", \""event_id\"": \""E069\"", \""evidence_note\"": \""Official cumulative monsoon affected-district list; useful supplement but may span more than one flood pulse.\"", \""evidence_scope\"": \""seasonal_or_cumulative\"", \""evidence_type\"": \""seasonal_cumulative\"", \""mapping_row\"": 249, \""merge_rule\"": \""dedupe on event_id + canonical(state,district); preserve original source name\"", \""origin\"": \""prior_research_pass\"", \""source_class\"": \""official_government\"", \""source_title\"": \""Government of India MHA/NERC Situation Report, 4 Oct 2018\"", \""source_url\"": \""https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf\"", \""source_verification\"": \""supplied_not_independently_verified\"", \""state\"": \""Assam\"", \""year\"": \""2018\""}""]",admin_units|gadm|location,"[""admin_units:1487"", ""gadm:IND.4_1"", ""location:(?<![A-Za-z])Assam(?![A-Za-z])""]",district,official_government,seasonal_cumulative,none,https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,86.6802,0.0266,3253.622989828742,S1,observed,matched,17576.0,s1_primary,fs1-3016a20fd3ad,unavailable,,2781.8165,0.0312,86.6802,S1,4.0,partial,llm_qa_observed_lower_bound,complete,344,350,0,5,345,True,local_state_plus_targeted_bigquery,30,345,0.0870046562928445,1693622.0,147353.0,1546269.0,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched,303,resolved,,True
E069::biswanath,E069,2018-0295-IND,Assam,Biswanath,2018-08-07,2018-08-20,start:day|end:day,external_recovery,"[""{\""canonical_district\"": \""Biswanath\"", \""circularity_risk\"": \""none\"", \""event_id\"": \""E069\"", \""evidence_note\"": \""Official cumulative monsoon affected-district list; useful supplement but may span more than one flood pulse.\"", \""evidence_scope\"": \""seasonal_or_cumulative\"", \""evidence_type\"": \""seasonal_cumulative\"", \""mapping_row\"": 250, \""merge_rule\"": \""dedupe on event_id + canonical(state,district); preserve original source name\"", \""origin\"": \""prior_research_pass\"", \""source_class\"": \""official_government\"", \""source_title\"": \""Government of India MHA/NERC Situation Report, 4 Oct 2018\"", \""source_url\"": \""https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf\"", \""source_verification\"": \""supplied_not_independently_verified\"", \""state\"": \""Assam\"", \""year\"": \""2018\""}""]",admin_units|gadm|location,"[""admin_units:1487"", ""gadm:IND.4_1"", ""location:(?<![A-Za-z])Assam(?![A-Za-z])""]",district,official_government,seasonal_cumulative,none,https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,31.0746,0.0173,1795.9804068303213,S1,observed,matched,76128533B40714385808093,s1_primary,fs1-3016a20fd3ad,unavailable,,1560.1555,0.0199,31.0746,S1,10.0,partial,llm_qa_observed_lower_bound,complete,344,357,0,13,344,True,local_state_plus_targeted_bigquery,30,344,0.051213813753998,612491.0,31368.0,581123.0,2011,census_2011_recovery;method=official_retabulation;url=https://des.assam.gov.in/sites/default/files/swf_utility_folder/departments/ecostat_medhassu_in_oid_3/this_comm/statistical_abstract_assam_2021.pdf;table=Table 1.02; printed page 4; PDF page 19;notes=Official 2011 population retabulated to the district definition in the cited source. No parent-district population substitution; not an event-year population estimate.;population_source=https://des.assam.gov.in/sites/default/files/swf_utility_folder/departments/ecostat_medhassu_in_oid_3/this_comm/statistical_abstract_assam_2021.pdf;file=district_census_recovery.json;sha256=d452a6f74338bb2f237f3d014518ab361f6b2d7436bac837b8a1cb97d050bac0,matched_crosswalk,retabulated:assam:Biswanath,resolved,,True
E069::cachar,E069,2018-0295-IND,Assam,Cachar,2018-08-07,2018-08-20,start:day|end:day,external_recovery,"[""{\""canonical_district\"": \""Cachar\"", \""circularity_risk\"": \""none\"", \""event_id\"": \""E069\"", \""evidence_note\"": \""Official cumulative monsoon affected-district list; useful supplement but may span more than one flood pulse.\"", \""evidence_scope\"": \""seasonal_or_cumulative\"", \""evidence_type\"": \""seasonal_cumulative\"", \""mapping_row\"": 251, \""merge_rule\"": \""dedupe on event_id + canonical(state,district); preserve original source name\"", \""origin\"": \""prior_research_pass\"", \""source_class\"": \""official_government\"", \""source_title\"": \""Government of India MHA/NERC Situation Report, 4 Oct 2018\"", \""source_url\"": \""https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf\"", \""source_verification\"": \""supplied_not_independently_verified\"", \""state\"": \""Assam\"", \""year\"": \""2018\""}""]",admin_units|gadm|location,"[""admin_units:1487"", ""gadm:IND.4_1"", ""location:(?<![A-Za-z])Assam(?![A-Za-z])""]",district,official_government,seasonal_cumulative,none,https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,181.5911,0.0477,3806.329961738336,S1,observed,matched,17577.0,s1_primary,fs1-3016a20fd3ad,unavailable,,1742.352,0.1042,181.5911,S1,3.0,partial,llm_qa_observed_lower_bound,complete,344,348,0,3,345,True,local_state_plus_targeted_bigquery,30,345,0.1816543313810702,1736617.0,315464.0,1421153.0,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched,316,resolved,,True
E069::charaideo,E069,2018-0295-IND,Assam,Charaideo,2018-08-07,2018-08-20,start:day|end:day,external_recovery,"[""{\""canonical_district\"": \""Charaideo\"", \""circularity_risk\"": \""none\"", \""event_id\"": \""E069\"", \""evidence_note\"": \""Official cumulative monsoon affected-district list; useful supplement but may span more than one flood pulse.\"", \""evidence_scope\"": \""seasonal_or_cumulative\"", \""evidence_type\"": \""seasonal_cumulative\"", \""mapping_row\"": 252, \""merge_rule\"": \""dedupe on event_id + canonical(state,district); preserve original source name\"", \""origin\"": \""prior_research_pass\"", \""source_class\"": \""official_government\"", \""source_title\"": \""Government of India MHA/NERC Situation Report, 4 Oct 2018\"", \""source_url\"": \""https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf\"", \""source_verification\"": \""supplied_not_independently_verified\"", \""state\"": \""Assam\"", \""year\"": \""2018\""}""]",admin_units|gadm|location,"[""admin_units:1487"", ""gadm:IND.4_1"", ""location:(?<![A-Za-z])Assam(?![A-Za-z])""]",district,official_government,seasonal_cumulative,none,https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,24.5204,0.0233,1051.5010239181354,S1,observed,matched,76128533B89228414823983,s1_primary,fs1-3016a20fd3ad,unavailable,,956.9246,0.0256,24.5204,S1,,incomplete,llm_qa,complete,344,344,0,0,344,False,local_state_plus_targeted_bigquery,30,344,0.0648103529103932,458615.0,29723.0,428892.0,2011,census_2011_recovery;method=official_retabulation;url=https://des.assam.gov.in/sites/default/files/swf_utility_folder/departments/ecostat_medhassu_in_oid_3/this_comm/statistical_abstract_assam_2021.pdf;table=Table 1.02; printed page 4; PDF page 19;notes=Official 2011 population retabulated to the district definition in the cited source. No parent-district population substitution; not an event-year population estimate.;population_source=https://des.assam.gov.in/sites/default/files/swf_utility_folder/departments/ecostat_medhassu_in_oid_3/this_comm/statistical_abstract_assam_2021.pdf;file=district_census_recovery.json;sha256=d452a6f74338bb2f237f3d014518ab361f6b2d7436bac837b8a1cb97d050bac0,matched_crosswalk,retabulated:assam:Charaideo,resolved,article_collection_incomplete;article_count_missing_or_invalid,False
E069::chirang,E069,2018-0295-IND,Assam,Chirang,2018-08-07,2018-08-20,start:day|end:day,external_recovery,"[""{\""canonical_district\"": \""Chirang\"", \""circularity_risk\"": \""none\"", \""event_id\"": \""E069\"", \""evidence_note\"": \""Official cumulative monsoon affected-district list; useful supplement but may span more than one flood pulse.\"", \""evidence_scope\"": \""seasonal_or_cumulative\"", \""evidence_type\"": \""seasonal_cumulative\"", \""mapping_row\"": 253, \""merge_rule\"": \""dedupe on event_id + canonical(state,district); preserve original source name\"", \""origin\"": \""prior_research_pass\"", \""source_class\"": \""official_government\"", \""source_title\"": \""Government of India MHA/NERC Situation Report, 4 Oct 2018\"", \""source_url\"": \""https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf\"", \""source_verification\"": \""supplied_not_independently_verified\"", \""state\"": \""Assam\"", \""year\"": \""2018\""}""]",admin_units|gadm|location,"[""admin_units:1487"", ""gadm:IND.4_1"", ""location:(?<![A-Za-z])Assam(?![A-Za-z])""]",district,official_government,seasonal_cumulative,none,https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,13.5371,0.0085,1586.6528982343073,S1,observed,matched,76128533B56012535339305,s1_primary,fs1-3016a20fd3ad,unavailable,,1479.252,0.0092,13.5371,S1,3.0,partial,llm_qa_observed_lower_bound,complete,344,348,0,4,344,True,local_state_plus_targeted_bigquery,30,344,0.0732886457248808,482162.0,35337.0,446825.0,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched,320,resolved,,True
E069::darrang,E069,2018-0295-IND,Assam,Darrang,2018-08-07,2018-08-20,start:day|end:day,external_recovery,"[""{\""canonical_district\"": \""Darrang\"", \""circularity_risk\"": \""none\"", \""event_id\"": \""E069\"", \""evidence_note\"": \""Official cumulative monsoon affected-district list; useful supplement but may span more than one flood pulse.\"", \""evidence_scope\"": \""seasonal_or_cumulative\"", \""evidence_type\"": \""seasonal_cumulative\"", \""mapping_row\"": 254, \""merge_rule\"": \""dedupe on event_id + canonical(state,district); preserve original source name\"", \""origin\"": \""prior_research_pass\"", \""source_class\"": \""official_government\"", \""source_title\"": \""Government of India MHA/NERC Situation Report, 4 Oct 2018\"", \""source_url\"": \""https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf\"", \""source_verification\"": \""supplied_not_independently_verified\"", \""state\"": \""Assam\"", \""year\"": \""2018\""}""]",admin_units|gadm|location,"[""admin_units:1487"", ""gadm:IND.4_1"", ""location:(?<![A-Za-z])Assam(?![A-Za-z])""]",district,official_government,seasonal_cumulative,none,https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,25.53,0.0074,3426.9679336953163,S1,observed,matched,17578.0,s1_primary,fs1-3016a20fd3ad,unavailable,,3074.5271,0.0083,25.53,S1,1.0,partial,llm_qa_observed_lower_bound,complete,344,346,0,2,344,True,local_state_plus_targeted_bigquery,30,344,0.0597673667205169,928500.0,55494.0,873006.0,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched,325,resolved,,True
E069::dhemaji,E069,2018-0295-IND,Assam,Dhemaji,2018-08-07,2018-08-20,start:day|end:day,external_recovery,"[""{\""canonical_district\"": \""Dhemaji\"", \""circularity_risk\"": \""none\"", \""event_id\"": \""E069\"", \""evidence_note\"": \""Official cumulative monsoon affected-district list; useful supplement but may span more than one flood pulse.\"", \""evidence_scope\"": \""seasonal_or_cumulative\"", \""evidence_type\"": \""seasonal_cumulative\"", \""mapping_row\"": 255, \""merge_rule\"": \""dedupe on event_id + canonical(state,district); preserve original source name\"", \""origin\"": \""prior_research_pass\"", \""source_class\"": \""official_government\"", \""source_title\"": \""Government of India MHA/NERC Situation Report, 4 Oct 2018\"", \""source_url\"": \""https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf\"", \""source_verification\"": \""supplied_not_independently_verified\"", \""state\"": \""Assam\"", \""year\"": \""2018\""}""]",admin_units|gadm|location,"[""admin_units:1487"", ""gadm:IND.4_1"", ""location:(?<![A-Za-z])Assam(?![A-Za-z])""]",district,official_government,seasonal_cumulative,none,https://reliefweb.int/attachments/8e07589b-8b45-39ce-8185-6ce76bb70764/Situation%20report_04102018.pdf,37.2699,0.0149,2503.3476339074205,S1,observed,matched,70087.0,s1_primary,fs1-3016a20fd3ad,unavailable,,2240.4877,0.0166,37.2699,S1,22.0,partial,llm_qa_observed_lower_bound,complete,344,375,0,26,349,True,local_state_plus_targeted_bigquery,30,349,0.0703726536983354,686133.0,48285.0,637848.0,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched,308,resolved,,True
