boundary_year,decision,district,event_rows,evidence,historical_boundary_verified,method,note,reference_name,shape_id,state,state_overlap
2021,accepted_reference_boundary,North East Delhi,2,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,False,reviewed_alias,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",North East,76128533B9976625304286,Delhi,0.9887545054956551
2021,accepted_reference_boundary,Shahdara,2,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,False,exact_or_spacing,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Shahdara,76128533B81419063387740,Delhi,0.9959737290929961
2021,accepted_reference_boundary,Ahmedabad,2,https://censusindia.gov.in/nada/index.php/catalog/42557,False,census_label_alias,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Ahmadabad,76128533B93113981386565,Gujarat,0.9967856218895744
2021,accepted_reference_boundary,Aravalli,1,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,False,reviewed_alias,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Aravali,76128533B62153454383166,Gujarat,0.9962218103776473
2021,accepted_reference_boundary,Botad,2,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,False,reviewed_alias,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Batod,76128533B48885555323596,Gujarat,0.9999999999999968
2021,accepted_reference_boundary,Chhota Udaipur,2,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,False,exact_or_spacing,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Chhota Udaipur,76128533B69417260894674,Gujarat,0.9940939143528084
2021,accepted_reference_boundary,Dang,2,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,False,reviewed_alias,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",The Dangs,76128533B16271917438029,Gujarat,0.9915117942512959
2021,accepted_reference_boundary,Devbhumi Dwarka,3,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,False,exact_or_spacing,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Devbhumi Dwarka,76128533B74381554567803,Gujarat,0.9653209634139944
2021,accepted_reference_boundary,Gir Somnath,2,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,False,exact_or_spacing,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Gir Somnath,76128533B45037556977273,Gujarat,0.9969359990521941
2021,accepted_reference_boundary,Kutch,3,https://censusindia.gov.in/nada/index.php/catalog/42557,False,census_label_alias,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Kachchh,76128533B91881382098572,Gujarat,0.9644834432242169
2021,accepted_reference_boundary,Mahisagar,1,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,False,exact_or_spacing,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Mahisagar,76128533B49615943426842,Gujarat,0.9960976587087519
2021,accepted_reference_boundary,Mehsana,1,https://censusindia.gov.in/nada/index.php/catalog/42557,False,census_label_alias,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Mahesana,76128533B81661995166840,Gujarat,1.0000000000000007
2021,accepted_reference_boundary,Morbi,4,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,False,exact_or_spacing,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Morbi,76128533B2080752988715,Gujarat,0.9991512260259068
2021,accepted_reference_boundary,Panchmahal,1,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,False,reviewed_alias,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Panch Mahals,76128533B16476001647323,Gujarat,0.9999999999999984
2021,accepted_reference_boundary,Tapi,5,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,False,exact_or_spacing,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Tapi,76128533B12519626815499,Gujarat,0.9783803493695303
2021,accepted_reference_boundary,Palwal,1,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,False,exact_or_spacing,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Palwal,76128533B71088079535368,Haryana,0.9969561348463735
2021,accepted_reference_boundary,Sonipat,1,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,False,exact_or_spacing,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Sonipat,76128533B69536039643660,Haryana,0.9987406719763864
2021,accepted_reference_boundary,Lahaul and Spiti,2,https://censusindia.gov.in/nada/index.php/catalog/42557,False,census_label_alias,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Lahul & Spiti,76128533B75359793481950,Himachal Pradesh,0.9967857592777751
2021,accepted_reference_boundary,Anantnag,3,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,False,exact_or_spacing,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Anantnag,76128533B6393836306469,Jammu and Kashmir,0.9993849189649657
2021,accepted_reference_boundary,Bandipora,2,https://censusindia.gov.in/nada/index.php/catalog/42557,False,census_label_alias,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Bandipore,76128533B41744580856133,Jammu and Kashmir,1.0000000000000013
2021,accepted_reference_boundary,Baramulla,1,https://censusindia.gov.in/nada/index.php/catalog/42557,False,census_label_alias,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Baramula,76128533B15567489974292,Jammu and Kashmir,1.0000000000000009
2021,accepted_reference_boundary,Budgam,1,https://censusindia.gov.in/nada/index.php/catalog/42557,False,census_label_alias,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Badgam,76128533B88214376170788,Jammu and Kashmir,1.0000000000000018
2021,accepted_reference_boundary,Ganderbal,2,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,False,exact_or_spacing,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Ganderbal,76128533B20504715877560,Jammu and Kashmir,0.9999999999999988
2021,accepted_reference_boundary,Kishtwar,2,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,False,exact_or_spacing,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Kishtwar,76128533B20458430922604,Jammu and Kashmir,0.9947343664313925
2021,accepted_reference_boundary,Pulwama,1,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,False,exact_or_spacing,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Pulwama,76128533B74958462315105,Jammu and Kashmir,0.9999999999999988
2021,accepted_reference_boundary,Shopian,1,https://censusindia.gov.in/nada/index.php/catalog/42557,False,census_label_alias,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Shupiyan,76128533B37825396764028,Jammu and Kashmir,1.0000000000000007
2021,accepted_reference_boundary,Srinagar,1,https://www.geoboundaries.org/api/current/gbOpen/IND/ADM2/,False,exact_or_spacing,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Srinagar,76128533B32249045995424,Jammu and Kashmir,1.0000000000000002
2021,accepted_reference_boundary,Belagavi,6,https://assets.publishing.service.gov.uk/media/5a7e0e2d40f0b62305b80813/Karnataka_State_India_Name_Changes_20141112.pdf,False,census_label_alias,"District identity matched; 2021 reference geometry, NOT event-year boundary equivalence. No parent substitution.",Belgaum,76128533B74319098136622,Karnataka,0.9981444398919145
