state,district,census_district_code,total_population,urban_population,rural_population,urban_population_share,census_year,source,match_status
Nagaland,Mokokchung,262,194622.0,55725.0,138897.0,0.2863242593334772,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Nagaland,Mon,261,250260.0,34444.0,215816.0,0.13763286182370335,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Arunachal Pradesh,Namsai,retabulated:arunachal pradesh:namsai,95950.0,14246.0,81704.0,0.14847316310578426,2011,census_2011_recovery;method=official_retabulation;url=https://namsai.nic.in/demography/;table=district demography;notes=Official 2011 population retabulated to the district definition in the cited source. No parent-district population substitution; not an event-year population estimate.;population_source=https://namsai.nic.in/demography/;file=district_census_recovery.json;sha256=d452a6f74338bb2f237f3d014518ab361f6b2d7436bac837b8a1cb97d050bac0,matched_crosswalk
Uttarakhand,Chamoli,057,391605.0,59396.0,332209.0,0.1516732421700438,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Uttarakhand,Pithoragarh,062,483439.0,69605.0,413834.0,0.14397886806815338,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Madhya Pradesh,Agar Malwa,,,,,,2011,census_2011_official,unmatched
Madhya Pradesh,Bhopal,444,2371061.0,1917051.0,454010.0,0.8085203206497007,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Madhya Pradesh,Damoh,428,1264219.0,250551.0,1013668.0,0.19818639017448716,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Madhya Pradesh,Harda,448,570465.0,119364.0,451101.0,0.20923983066445795,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Madhya Pradesh,Hoshangabad,449,1241350.0,389986.0,851364.0,0.314162806621823,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Madhya Pradesh,Jabalpur,451,2463289.0,1440034.0,1023255.0,0.5845980719274109,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Madhya Pradesh,Mandla,454,1054905.0,130189.0,924716.0,0.12341300875434282,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Madhya Pradesh,Panna,426,1016520.0,125335.0,891185.0,0.12329811513792154,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Madhya Pradesh,Raisen,446,1331597.0,303425.0,1028172.0,0.2278654878315286,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Madhya Pradesh,Rewa,430,2365106.0,395785.0,1969321.0,0.16734345099120293,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Madhya Pradesh,Sagar,427,2378458.0,708796.0,1669662.0,0.2980065235543365,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Madhya Pradesh,Satna,429,2228935.0,474418.0,1754517.0,0.21284514801912124,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Madhya Pradesh,Sehore,445,1311332.0,248462.0,1062870.0,0.18947299387187988,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Madhya Pradesh,Seoni,456,1379131.0,163890.0,1215241.0,0.11883570161210211,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Madhya Pradesh,Shajapur,436,1512681.0,293548.0,1219133.0,0.19405809949354821,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Madhya Pradesh,Tikamgarh,424,1445166.0,249873.0,1195293.0,0.17290262848696966,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Madhya Pradesh,Vidisha,443,1458875.0,339618.0,1119257.0,0.23279444777654015,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Bihar,Araria,209,2811569.0,168777.0,2642792.0,0.06002947108891868,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Bihar,Bhagalpur,224,3037766.0,602532.0,2435234.0,0.19834707479114586,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Bihar,Darbhanga,215,3937385.0,383328.0,3554057.0,0.09735598627007519,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Bihar,Gopalganj,217,2562012.0,162805.0,2399207.0,0.0635457601291485,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Bihar,Katihar,212,3071029.0,273822.0,2797207.0,0.08916294831471797,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Bihar,Khagaria,223,1666886.0,87159.0,1579727.0,0.05228851883092185,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Bihar,Kishanganj,210,1690400.0,161123.0,1529277.0,0.09531649313771888,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Bihar,Madhepura,213,2001762.0,88461.0,1913301.0,0.04419156722927101,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Bihar,Muzaffarpur,216,4801062.0,473437.0,4327625.0,0.09861089067377177,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Bihar,Purnea,211,3264619.0,343005.0,2921614.0,0.10506739071236185,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557;crosswalk=district_name_crosswalk.csv;sha256=c8dc691ab763e799cc1aafb29e9c17ab287710bd63447ad37281418d902c30e9,matched_crosswalk
Bihar,Saharsa,214,1900661.0,156540.0,1744121.0,0.08236082078813634,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Bihar,Supaul,208,2229076.0,105558.0,2123518.0,0.04735504756230833,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Uttar Pradesh,Bahraich,180,3487731.0,284044.0,3203687.0,0.08144091387781913,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Uttar Pradesh,Ballia,193,3239774.0,304109.0,2935665.0,0.0938673500065128,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Uttar Pradesh,Banda,170,1799410.0,275755.0,1523655.0,0.15324745333192547,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Uttar Pradesh,Basti,185,2464464.0,138097.0,2326367.0,0.05603530828610197,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Uttar Pradesh,Ghazipur,195,3620268.0,274360.0,3345908.0,0.07578444468752037,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Uttar Pradesh,Jalaun,165,1689974.0,418900.0,1271074.0,0.2478736359257598,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Uttar Pradesh,Kushinagar,189,3564544.0,168107.0,3396437.0,0.047160871067940244,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Uttar Pradesh,Lakhimpur Kheri,153,4021243.0,461035.0,3560208.0,0.11464987318597757,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557;crosswalk=district_name_crosswalk.csv;sha256=c8dc691ab763e799cc1aafb29e9c17ab287710bd63447ad37281418d902c30e9,matched_crosswalk
Uttar Pradesh,Mirzapur,199,2496970.0,347567.0,2149403.0,0.13919550495200184,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Uttar Pradesh,Pilibhit,151,2031007.0,351415.0,1679592.0,0.17302500680696817,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Uttar Pradesh,Prayagraj,175,5954391.0,1472873.0,4481518.0,0.24735913378882912,2011,census_2011_recovery;method=census_name_link;url=https://prayagraj.nic.in/demography/;table=district demography;notes=Explicit district name equivalence; population retained from official 2011 PCA. Not an event-year population estimate.;population_source=census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557;file=district_census_recovery.json;sha256=d452a6f74338bb2f237f3d014518ab361f6b2d7436bac837b8a1cb97d050bac0,matched_crosswalk
Uttar Pradesh,Siddharthnagar,184,2559297.0,160691.0,2398606.0,0.0627871638188143,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Uttar Pradesh,Varanasi,197,3676841.0,1597051.0,2079790.0,0.43435410995471385,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Gujarat,Chhota Udaipur,,,,,,2011,census_2011_official,unmatched
Gujarat,Navsari,490,1329672.0,409137.0,920535.0,0.3076976878508384,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Gujarat,Vadodara,486,4165626.0,2065771.0,2099855.0,0.49590889820641604,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Gujarat,Valsad,491,1705678.0,635501.0,1070177.0,0.3725797014442351,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Maharashtra,Kolhapur,530,3876001.0,1230009.0,2645992.0,0.3173397014087458,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Maharashtra,Nashik,516,6107187.0,2597373.0,3509814.0,0.42529776802315045,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Maharashtra,Pune,521,9429408.0,5751182.0,3678226.0,0.6099197319704482,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Maharashtra,Raigarh,520,2634200.0,970195.0,1664005.0,0.36830726596310076,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Maharashtra,Ratnagiri,528,1615069.0,263723.0,1351346.0,0.16328899879819375,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Maharashtra,Satara,527,3003741.0,570378.0,2433363.0,0.18988920815742769,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Andhra Pradesh,East Godavari,545,5154296.0,1313972.0,3840324.0,0.2549275400559068,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Andhra Pradesh,Guntur,548,4887813.0,1652738.0,3235075.0,0.3381344580899474,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Andhra Pradesh,Krishna,547,4517398.0,1843660.0,2673738.0,0.4081243228956138,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Andhra Pradesh,Visakhapatnam,544,4290589.0,2035922.0,2254667.0,0.4745087446035964,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Telangana,Hyderabad,536,3943323.0,3943323.0,0.0,1.0,2011,census_2011_recovery;method=census_name_link;url=https://www.telangana.gov.in/wp-content/uploads/2023/05/Telangana-Socio-Economic-Outlook-2023.pdf;table=Annexure 18; printed page 268; PDF page 273;notes=Hyderabad district total 3943323 in official Telangana Annexure 18 agrees with original PCA Hyderabad; not Greater Hyderabad metropolitan population.;population_source=census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557;file=district_census_recovery.json;sha256=d452a6f74338bb2f237f3d014518ab361f6b2d7436bac837b8a1cb97d050bac0,matched_crosswalk
Telangana,Karimnagar,534,3776269.0,951225.0,2825044.0,0.2518954555409056,2011,"census_2011_recovery;method=census_name_link;url=https://medchal-malkajgiri.telangana.gov.in/history/;table=2016-10-11 reorganisation; population from local Census PCA 2011 workbook;notes=E042 predates 2016-10-11 district reorganisation. Use original 2011 Andhra Pradesh district, not smaller post-reorganisation district.;population_source=census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557;file=district_census_recovery.json;sha256=d452a6f74338bb2f237f3d014518ab361f6b2d7436bac837b8a1cb97d050bac0",matched_crosswalk
Telangana,Medak,535,3033288.0,727871.0,2305417.0,0.23996105875868035,2011,"census_2011_recovery;method=census_name_link;url=https://medchal-malkajgiri.telangana.gov.in/history/;table=2016-10-11 reorganisation; population from local Census PCA 2011 workbook;notes=E042 predates 2016-10-11 district reorganisation. Use original 2011 Andhra Pradesh district, not smaller post-reorganisation district.;population_source=census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557;file=district_census_recovery.json;sha256=d452a6f74338bb2f237f3d014518ab361f6b2d7436bac837b8a1cb97d050bac0",matched_crosswalk
Telangana,Warangal,540,3512576.0,992333.0,2520243.0,0.28250862045404856,2011,"census_2011_recovery;method=census_name_link;url=https://medchal-malkajgiri.telangana.gov.in/history/;table=2016-10-11 reorganisation; population from local Census PCA 2011 workbook;notes=E042 predates 2016-10-11 district reorganisation. Use original 2011 Andhra Pradesh district, not smaller post-reorganisation district.;population_source=census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557;file=district_census_recovery.json;sha256=d452a6f74338bb2f237f3d014518ab361f6b2d7436bac837b8a1cb97d050bac0",matched_crosswalk
Gujarat,Sabarkantha,472,2428589.0,363720.0,2064869.0,0.14976597522264987,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557;crosswalk=district_name_crosswalk.csv;sha256=c8dc691ab763e799cc1aafb29e9c17ab287710bd63447ad37281418d902c30e9,matched_crosswalk
Rajasthan,Pali,118,2037573.0,460006.0,1577567.0,0.2257617273098927,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Rajasthan,Udaipur,130,3068420.0,608426.0,2459994.0,0.19828641450648868,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
West Bengal,Kolkata,342,4496694.0,4496694.0,0.0,1.0,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Assam,Biswanath,retabulated:assam:Biswanath,612491.0,31368.0,581123.0,0.05121381375399802,2011,census_2011_recovery;method=official_retabulation;url=https://des.assam.gov.in/sites/default/files/swf_utility_folder/departments/ecostat_medhassu_in_oid_3/this_comm/statistical_abstract_assam_2021.pdf;table=Table 1.02; printed page 4; PDF page 19;notes=Official 2011 population retabulated to the district definition in the cited source. No parent-district population substitution; not an event-year population estimate.;population_source=https://des.assam.gov.in/sites/default/files/swf_utility_folder/departments/ecostat_medhassu_in_oid_3/this_comm/statistical_abstract_assam_2021.pdf;file=district_census_recovery.json;sha256=d452a6f74338bb2f237f3d014518ab361f6b2d7436bac837b8a1cb97d050bac0,matched_crosswalk
Assam,Charaideo,retabulated:assam:Charaideo,458615.0,29723.0,428892.0,0.06481035291039325,2011,census_2011_recovery;method=official_retabulation;url=https://des.assam.gov.in/sites/default/files/swf_utility_folder/departments/ecostat_medhassu_in_oid_3/this_comm/statistical_abstract_assam_2021.pdf;table=Table 1.02; printed page 4; PDF page 19;notes=Official 2011 population retabulated to the district definition in the cited source. No parent-district population substitution; not an event-year population estimate.;population_source=https://des.assam.gov.in/sites/default/files/swf_utility_folder/departments/ecostat_medhassu_in_oid_3/this_comm/statistical_abstract_assam_2021.pdf;file=district_census_recovery.json;sha256=d452a6f74338bb2f237f3d014518ab361f6b2d7436bac837b8a1cb97d050bac0,matched_crosswalk
Assam,Chirang,320,482162.0,35337.0,446825.0,0.07328864572488085,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Assam,Hailakandi,318,659296.0,48140.0,611156.0,0.07301727903703344,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Assam,Hojai,retabulated:assam:Hojai,931218.0,172350.0,758868.0,0.18508018530569642,2011,census_2011_recovery;method=official_retabulation;url=https://des.assam.gov.in/sites/default/files/swf_utility_folder/departments/ecostat_medhassu_in_oid_3/this_comm/statistical_abstract_assam_2021.pdf;table=Table 1.02; printed page 4; PDF page 19;notes=Official 2011 population retabulated to the district definition in the cited source. No parent-district population substitution; not an event-year population estimate.;population_source=https://des.assam.gov.in/sites/default/files/swf_utility_folder/departments/ecostat_medhassu_in_oid_3/this_comm/statistical_abstract_assam_2021.pdf;file=district_census_recovery.json;sha256=d452a6f74338bb2f237f3d014518ab361f6b2d7436bac837b8a1cb97d050bac0,matched_crosswalk
Assam,Kamrup Metropolitan,322,1253938.0,1037011.0,216927.0,0.8270034084619814,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Assam,Karimganj,317,1228686.0,109700.0,1118986.0,0.08928237157418575,2011,census_2011_official;file=census_2011_district_urban_rural.xlsx;sha256=acb01ddb965be41cf22a20f0e641fdbcc1f4a16e6b7bc9cf91478ce289f853e8;catalog=https://censusindia.gov.in/nada/index.php/catalog/42557,matched
Assam,Majuli,retabulated:assam:Majuli,167304.0,0.0,167304.0,0.0,2011,census_2011_recovery;method=official_retabulation;url=https://des.assam.gov.in/sites/default/files/swf_utility_folder/departments/ecostat_medhassu_in_oid_3/this_comm/statistical_abstract_assam_2021.pdf;table=Table 1.02; printed page 4; PDF page 19;notes=Official 2011 population retabulated to the district definition in the cited source. No parent-district population substitution; not an event-year population estimate.;population_source=https://des.assam.gov.in/sites/default/files/swf_utility_folder/departments/ecostat_medhassu_in_oid_3/this_comm/statistical_abstract_assam_2021.pdf;file=district_census_recovery.json;sha256=d452a6f74338bb2f237f3d014518ab361f6b2d7436bac837b8a1cb97d050bac0,matched_crosswalk
