state,district,event_rows,status,gaul_name,gaul_code,candidates,source,note
Maharashtra,Gondia,2,boundary_review_required,,,Gondiya,FAO/GAUL/2015/level2,Candidate only; verify administrative history before using geometry
Maharashtra,Mumbai,1,boundary_review_required,,,Mumbai city | Mumbai Suburban,FAO/GAUL/2015/level2,Candidate only; verify administrative history before using geometry
Maharashtra,Palghar,7,boundary_review_required,,,Raigarh | Jalgaon | Parbhani,FAO/GAUL/2015/level2,Candidate only; verify administrative history before using geometry
Maharashtra,Raigad,5,boundary_review_required,,,Raigarh,FAO/GAUL/2015/level2,Candidate only; verify administrative history before using geometry
Manipur,Imphal East,3,boundary_review_required,,,West Imphal | East Imphal,FAO/GAUL/2015/level2,Candidate only; verify administrative history before using geometry
Manipur,Imphal West,3,boundary_review_required,,,West Imphal | East Imphal,FAO/GAUL/2015/level2,Candidate only; verify administrative history before using geometry
Manipur,Jiribam,1,boundary_review_required,,,,FAO/GAUL/2015/level2,Candidate only; verify administrative history before using geometry
Manipur,Kangpokpi,1,boundary_review_required,,,,FAO/GAUL/2015/level2,Candidate only; verify administrative history before using geometry
Manipur,Noney,1,boundary_review_required,,,,FAO/GAUL/2015/level2,Candidate only; verify administrative history before using geometry
Manipur,Pherzawl,1,boundary_review_required,,,,FAO/GAUL/2015/level2,Candidate only; verify administrative history before using geometry
Meghalaya,East Jaintia Hills,2,boundary_review_required,,,Jaintia Hills | East Khasi Hills | East Garo Hills,FAO/GAUL/2015/level2,Candidate only; verify administrative history before using geometry
Meghalaya,Eastern West Khasi Hills,1,boundary_review_required,,,West Khasi Hills | East Khasi Hills | West Garo Hills,FAO/GAUL/2015/level2,Candidate only; verify administrative history before using geometry
Meghalaya,North Garo Hills,2,boundary_review_required,,,South Garo Hills | West Garo Hills | East Garo Hills,FAO/GAUL/2015/level2,Candidate only; verify administrative history before using geometry
Meghalaya,South West Garo Hills,3,boundary_review_required,,,South Garo Hills | West Garo Hills | East Garo Hills,FAO/GAUL/2015/level2,Candidate only; verify administrative history before using geometry
Meghalaya,South West Khasi Hills,1,boundary_review_required,,,West Khasi Hills | East Khasi Hills | South Garo Hills,FAO/GAUL/2015/level2,Candidate only; verify administrative history before using geometry
Meghalaya,West Jaintia Hills,2,boundary_review_required,,,Jaintia Hills | West Khasi Hills | West Garo Hills,FAO/GAUL/2015/level2,Candidate only; verify administrative history before using geometry
Nagaland,Chumoukedima,1,boundary_review_required,,,,FAO/GAUL/2015/level2,Candidate only; verify administrative history before using geometry
Nagaland,Kiphire,1,boundary_review_required,,,Kohima,FAO/GAUL/2015/level2,Candidate only; verify administrative history before using geometry
Nagaland,Longleng,1,boundary_review_required,,,,FAO/GAUL/2015/level2,Candidate only; verify administrative history before using geometry
Nagaland,Peren,1,boundary_review_required,,,,FAO/GAUL/2015/level2,Candidate only; verify administrative history before using geometry
Nagaland,Shamator,1,boundary_review_required,,,,FAO/GAUL/2015/level2,Candidate only; verify administrative history before using geometry
Odisha,Balangir,1,boundary_review_required,,,Bolangir | Malkangiri | Kalahandi,FAO/GAUL/2015/level2,Candidate only; verify administrative history before using geometry
Odisha,Balasore,1,boundary_review_required,,,Baleshwar,FAO/GAUL/2015/level2,Candidate only; verify administrative history before using geometry
Odisha,Bargarh,1,boundary_review_required,,,Baragarh | Sundargarh | Nayagarh,FAO/GAUL/2015/level2,Candidate only; verify administrative history before using geometry
Odisha,Bauda,1,boundary_review_required,,,Bhadrak | Boudh | Jharsuguda,FAO/GAUL/2015/level2,Candidate only; verify administrative history before using geometry
Odisha,Nabarangapur,1,boundary_review_required,,,Nabarangpur | Nayagarh | Baragarh,FAO/GAUL/2015/level2,Candidate only; verify administrative history before using geometry
Odisha,Subarnapur,2,boundary_review_required,,,Nabarangpur | Sambalpur | Sundargarh,FAO/GAUL/2015/level2,Candidate only; verify administrative history before using geometry
Punjab,Barnala,1,boundary_review_required,,,Kapurthala | Patiala | Bathinda,FAO/GAUL/2015/level2,Candidate only; verify administrative history before using geometry
Punjab,Fazilka,4,boundary_review_required,,,Faridkot,FAO/GAUL/2015/level2,Candidate only; verify administrative history before using geometry
Punjab,Ferozepur,2,boundary_review_required,,,Firozpur,FAO/GAUL/2015/level2,Candidate only; verify administrative history before using geometry
