event_district_id,event_id,source_record_id,start_date,state,district,aoi_level,aoi_source,aoi_match_status,geometry_id,combined_km2,satellite_source,route_reason,routing_mode,optical_footprint,sits_status,sits_reason,converter_decision,s1_flood_km2,ndwi_flood_km2,sits_ndwi_full_km2,sits_ndwi_gated_km2,sits_detect_km2,sits_footprint_km2,sits_usable_km2,sits_usable_frac,sits_s1_usable_km2,sits_threshold,sits_method,optical_available,cloud_pct,optical_observed_frac,otsu_threshold_db,otsu_fallback_used,s1_orbit,s1_post_images,s2_post_images,eligible_km2,builtup_km2,cropland_km2,aoi_area_km2,legacy_combined_km2,legacy_satellite_source,legacy_route_reason,spec_version
E071::thiruvananthapuram,E071,2018-0295-IND,2018-08-07,Kerala,Thiruvananthapuram,district,FAO/GAUL/2015/level2,matched,17709,0.9487,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,0.9487,,,,,,,,,,no-sits,False,100.0,,-16.0,True,DESCENDING,1.0,0.0,719.775,81.6711,4.6289,2047.560453755721,0.9487,S1,no_optical_s1,fs1-3016a20fd3ad
E071::thrissur,E071,2018-0295-IND,2018-08-07,Kerala,Thrissur,district,FAO/GAUL/2015/level2,matched,17708,21.1049,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,21.1049,,,,,,,,,,no-sits,False,100.0,,-16.0,True,DESCENDING,2.0,0.0,1501.3132,98.2055,195.8273,2961.767200211148,21.1049,S1,no_optical_s1,fs1-3016a20fd3ad
E071::wayanad,E071,2018-0295-IND,2018-08-07,Kerala,Wayanad,district,FAO/GAUL/2015/level2,matched,17710,13.9534,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,13.9534,,,,,,,,,,no-sits,False,100.0,,-16.0,True,DESCENDING,2.0,0.0,520.2411,8.8985,51.6684,2130.300649398313,13.9534,S1,no_optical_s1,fs1-3016a20fd3ad
E073::dimapur,E073,2018-0295-IND,2018-08-07,Nagaland,Dimapur,district,FAO/GAUL/2015/level2,matched,70205,3.6726,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,3.6726,,,,,,,,,,no-sits,False,100.0,,-16.0,True,BOTH,4.0,0.0,393.3048,38.3148,161.8537,868.5075566110293,3.6726,S1,no_optical_s1,fs1-3016a20fd3ad
E073::kiphire,E073,2018-0295-IND,2018-08-07,Nagaland,Kiphire,district,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,matched,76128533B49100243723360,0.1988,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,0.1988,,,,,,,,,,no-sits,False,100.0,,-16.0,True,BOTH,6.0,0.0,9.2875,0.5608,0.8043,1146.2673390398877,0.1988,S1,no_optical_s1,fs1-3016a20fd3ad
E073::kohima,E073,2018-0295-IND,2018-08-07,Nagaland,Kohima,district,FAO/GAUL/2015/level2,matched,17801,1.1592,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,1.1592,,,,,,,,,,no-sits,False,100.0,,-16.0,True,BOTH,9.0,0.0,227.1574,2.957,41.243,3000.116257660175,1.1592,S1,no_optical_s1,fs1-3016a20fd3ad
E073::longleng,E073,2018-0295-IND,2018-08-07,Nagaland,Longleng,district,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,matched,76128533B66411945144923,0.3831,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,0.3831,,,,,,,,,,no-sits,False,100.0,,-16.0,True,BOTH,5.0,0.0,26.346,0.3757,2.6789,510.4500440909514,0.3831,S1,no_optical_s1,fs1-3016a20fd3ad
E073::mokokchung,E073,2018-0295-IND,2018-08-07,Nagaland,Mokokchung,district,FAO/GAUL/2015/level2,matched,17802,0.6825,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,0.6825,,,,,,,,,,no-sits,False,100.0,,-16.0,True,BOTH,5.0,0.0,120.5788,1.4846,11.1315,1608.6120137611415,0.6825,S1,no_optical_s1,fs1-3016a20fd3ad
E073::mon,E073,2018-0295-IND,2018-08-07,Nagaland,Mon,district,FAO/GAUL/2015/level2,matched,17803,1.001,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,1.001,,,,,,,,,,no-sits,False,100.0,,-16.0,True,BOTH,5.0,0.0,238.4421,1.815,23.6209,2130.495255244007,1.001,S1,no_optical_s1,fs1-3016a20fd3ad
E073::peren,E073,2018-0295-IND,2018-08-07,Nagaland,Peren,district,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,matched,76128533B2970909480221,0.9479,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,0.9479,,,,,,,,,,no-sits,False,100.0,,-16.0,True,BOTH,9.0,0.0,228.3229,1.6737,49.1359,1794.7346034717525,0.9479,S1,no_optical_s1,fs1-3016a20fd3ad
E073::phek,E073,2018-0295-IND,2018-08-07,Nagaland,Phek,district,FAO/GAUL/2015/level2,matched,17804,0.5878,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,0.5878,,,,,,,,,,no-sits,False,100.0,,-16.0,True,BOTH,5.0,0.0,24.7527,0.8852,4.4621,1906.4287635382316,0.5878,S1,no_optical_s1,fs1-3016a20fd3ad
E073::tuensang,E073,2018-0295-IND,2018-08-07,Nagaland,Tuensang,district,FAO/GAUL/2015/level2,matched,17805,0.8405,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,0.8405,,,,,,,,,,no-sits,False,100.0,,-16.0,True,BOTH,7.0,0.0,60.0488,1.661,6.2475,3789.750062415454,0.8405,S1,no_optical_s1,fs1-3016a20fd3ad
E073::wokha,E073,2018-0295-IND,2018-08-07,Nagaland,Wokha,district,FAO/GAUL/2015/level2,matched,17806,1.2354,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,1.2354,,,,,,,,,,no-sits,False,100.0,,-16.0,True,BOTH,3.0,0.0,142.3542,0.7551,14.8867,1629.4709240929494,1.2354,S1,no_optical_s1,fs1-3016a20fd3ad
E073::zunheboto,E073,2018-0295-IND,2018-08-07,Nagaland,Zunheboto,district,FAO/GAUL/2015/level2,matched,17807,0.2386,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,0.2386,,,,,,,,,,no-sits,False,100.0,,-16.0,True,BOTH,5.0,0.0,23.6048,0.8066,2.665,1576.6578363056528,0.2386,S1,no_optical_s1,fs1-3016a20fd3ad
E075::ambedkar%20nagar,E075,2018-0295-IND,2018-08-07,Uttar Pradesh,Ambedkar Nagar,district,FAO/GAUL/2015/level2,matched,70257,61.7076,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,61.7076,,,,,,,,,,no-sits,False,100.0,,-14.75,False,BOTH,6.0,0.0,2207.7781,95.2837,1651.5998,2328.994244483866,61.7076,S1,no_optical_s1,fs1-3016a20fd3ad
E075::ayodhya,E075,2018-0295-IND,2018-08-07,Uttar Pradesh,Ayodhya,district,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,matched,76128533B60320291189162,57.8342,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,57.8342,,,,,,,,,,no-sits,False,100.0,,-15.25,False,BOTH,4.0,0.0,2541.1827,122.905,1608.6144,2675.800154387558,57.8342,S1,no_optical_s1,fs1-3016a20fd3ad
E075::bahraich,E075,2018-0295-IND,2018-08-07,Uttar Pradesh,Bahraich,district,FAO/GAUL/2015/level2,matched,17893,217.5024,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,217.5024,,,,,,,,,,no-sits,False,100.0,,-15.25,False,BOTH,6.0,0.0,3485.1487,94.3473,2195.9306,3705.0099637131552,217.5024,S1,no_optical_s1,fs1-3016a20fd3ad
E075::barabanki,E075,2018-0295-IND,2018-08-07,Uttar Pradesh,Barabanki,district,FAO/GAUL/2015/level2,matched,17896,160.9096,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,160.9096,,,,,,,,,,no-sits,False,100.0,,-14.75,False,BOTH,4.0,0.0,4261.6796,180.5234,2989.9903,4440.0005417469865,160.9096,S1,no_optical_s1,fs1-3016a20fd3ad
E075::basti,E075,2018-0295-IND,2018-08-07,Uttar Pradesh,Basti,district,FAO/GAUL/2015/level2,matched,17898,99.0292,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,99.0292,,,,,,,,,,no-sits,False,100.0,,-15.75,False,BOTH,4.0,0.0,2385.2448,106.1084,1794.2857,2522.0744554746907,99.0292,S1,no_optical_s1,fs1-3016a20fd3ad
E075::bijnor,E075,2018-0295-IND,2018-08-07,Uttar Pradesh,Bijnor,district,FAO/GAUL/2015/level2,matched,17899,33.2417,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,33.2417,,,,,,,,,,no-sits,False,100.0,,-16.0,True,BOTH,5.0,0.0,4207.6321,166.5791,2388.6495,4319.741895171613,33.2417,S1,no_optical_s1,fs1-3016a20fd3ad
E075::farrukhabad,E075,2018-0295-IND,2018-08-07,Uttar Pradesh,Farrukhabad,district,FAO/GAUL/2015/level2,matched,17908,98.2086,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,98.2086,,,,,,,,,,no-sits,False,100.0,,-16.25,False,BOTH,4.0,0.0,2144.1619,90.6783,1716.3071,2188.008861953001,98.2086,S1,no_optical_s1,fs1-3016a20fd3ad
E075::gonda,E075,2018-0295-IND,2018-08-07,Uttar Pradesh,Gonda,district,FAO/GAUL/2015/level2,matched,17913,124.541,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,124.541,,,,,,,,,,no-sits,False,100.0,,-14.75,False,BOTH,8.0,0.0,3851.7976,154.9602,2720.6742,4014.846082655345,124.541,S1,no_optical_s1,fs1-3016a20fd3ad
E075::kanpur%20dehat,E075,2018-0295-IND,2018-08-07,Uttar Pradesh,Kanpur Dehat,district,FAO/GAUL/2015/level2,matched,70269,283.6365,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,283.6365,,,,,,,,,,no-sits,False,100.0,,-14.25,False,BOTH,4.0,0.0,4839.6776,132.1961,3943.8732,5042.756979466441,283.6365,S1,no_optical_s1,fs1-3016a20fd3ad
E075::kanpur%20nagar,E075,2018-0295-IND,2018-08-07,Uttar Pradesh,Kanpur Nagar,district,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,matched,76128533B23710487943819,164.6436,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,164.6436,,,,,,,,,,no-sits,False,100.0,,-14.25,False,BOTH,4.0,0.0,2803.3297,205.4585,2078.6691,2904.729879575871,164.6436,S1,no_optical_s1,fs1-3016a20fd3ad
E075::kushinagar,E075,2018-0295-IND,2018-08-07,Uttar Pradesh,Kushinagar,district,FAO/GAUL/2015/level2,matched,70271,139.1734,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,139.1734,,,,,,,,,,no-sits,False,100.0,,-13.75,False,BOTH,5.0,0.0,2844.4186,149.7609,2025.279,2893.16087554316,139.1734,S1,no_optical_s1,fs1-3016a20fd3ad
E075::lakhimpur%20kheri,E075,2018-0295-IND,2018-08-07,Uttar Pradesh,Lakhimpur Kheri,district,FAO/GAUL/2015/level2,matched,17921,167.946,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,167.946,,,,,,,,,,no-sits,False,100.0,,-14.75,False,BOTH,5.0,0.0,7230.8731,186.4498,4775.211,7708.742992388735,167.946,S1,no_optical_s1,fs1-3016a20fd3ad
E075::mau,E075,2018-0295-IND,2018-08-07,Uttar Pradesh,Mau,district,FAO/GAUL/2015/level2,matched,70274,134.728,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,134.728,,,,,,,,,,no-sits,False,100.0,,-13.75,False,BOTH,7.0,0.0,1950.1749,112.689,1547.8662,2070.491760227604,134.728,S1,no_optical_s1,fs1-3016a20fd3ad
E075::pilibhit,E075,2018-0295-IND,2018-08-07,Uttar Pradesh,Pilibhit,district,FAO/GAUL/2015/level2,matched,17931,103.4214,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,103.4214,,,,,,,,,,no-sits,False,100.0,,-16.25,False,BOTH,5.0,0.0,3379.1475,80.6685,2168.8889,3594.1579683602813,103.4214,S1,no_optical_s1,fs1-3016a20fd3ad
E075::sant%20kabir%20nagar,E075,2018-0295-IND,2018-08-07,Uttar Pradesh,Sant Kabir Nagar,district,FAO/GAUL/2015/level2,matched,70275,85.1206,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,85.1206,,,,,,,,,,no-sits,False,100.0,,-14.75,False,BOTH,4.0,0.0,1268.8107,62.8775,1002.3844,1329.179989070325,85.1206,S1,no_optical_s1,fs1-3016a20fd3ad
E075::siddharthnagar,E075,2018-0295-IND,2018-08-07,Uttar Pradesh,Siddharthnagar,district,FAO/GAUL/2015/level2,matched,70278,326.0047,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,326.0047,,,,,,,,,,no-sits,False,100.0,,-14.75,False,BOTH,8.0,0.0,3290.957,110.3568,2735.2173,3492.6137371813147,326.0047,S1,no_optical_s1,fs1-3016a20fd3ad
E075::sitapur,E075,2018-0295-IND,2018-08-07,Uttar Pradesh,Sitapur,district,FAO/GAUL/2015/level2,matched,17938,63.7929,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,63.7929,,,,,,,,,,no-sits,False,100.0,,-16.0,True,BOTH,8.0,0.0,5411.2124,174.1786,3918.02,5789.793396469067,63.7929,S1,no_optical_s1,fs1-3016a20fd3ad
E076::alipurduar,E076,2018-0295-IND,2018-08-07,West Bengal,Alipurduar,district,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,matched,76128533B23858286755005,21.9462,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,21.9462,,,,,,,,,,no-sits,False,100.0,,-16.0,True,BOTH,3.0,0.0,2397.164,27.572,669.4875,2805.571892812845,21.9462,S1,no_optical_s1,fs1-3016a20fd3ad
E076::bankura,E076,2018-0295-IND,2018-08-07,West Bengal,Bankura,district,FAO/GAUL/2015/level2,matched,17945,270.3386,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,270.3386,,,,,,,,,,no-sits,False,100.0,,-16.0,True,BOTH,6.0,0.0,6480.2521,123.7509,3850.7846,6981.566770524623,270.3386,S1,no_optical_s1,fs1-3016a20fd3ad
E076::birbhum,E076,2018-0295-IND,2018-08-07,West Bengal,Birbhum,district,FAO/GAUL/2015/level2,matched,17947,410.9675,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,410.9675,,,,,,,,,,no-sits,False,100.0,,-16.0,True,BOTH,3.0,0.0,4350.6007,150.8813,3302.4382,4566.040490140597,410.9675,S1,no_optical_s1,fs1-3016a20fd3ad
E076::cooch%20behar,E076,2018-0295-IND,2018-08-07,West Bengal,Cooch Behar,district,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,matched,76128533B64156747739715,55.5158,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,55.5158,,,,,,,,,,no-sits,False,100.0,,-15.75,False,BOTH,4.0,0.0,3131.2864,35.6547,1811.0378,3288.1312386454174,55.5158,S1,no_optical_s1,fs1-3016a20fd3ad
E076::dakshin%20dinajpur,E076,2018-0295-IND,2018-08-07,West Bengal,Dakshin Dinajpur,district,FAO/GAUL/2015/level2,matched,70290,47.9969,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,47.9969,,,,,,,,,,no-sits,False,100.0,,-16.0,True,BOTH,6.0,0.0,1989.8222,48.2388,1550.3264,2107.683120443892,47.9969,S1,no_optical_s1,fs1-3016a20fd3ad
E076::darjeeling,E076,2018-0295-IND,2018-08-07,West Bengal,Darjeeling,district,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,matched,76128533B17109302371020,2.9133,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,2.9133,,,,,,,,,,no-sits,False,100.0,,-16.0,True,ASCENDING,3.0,0.0,826.6807,47.8383,280.9187,2082.4452472301264,2.9133,S1,no_optical_s1,fs1-3016a20fd3ad
E076::east%20medinipur,E076,2018-0295-IND,2018-08-07,West Bengal,East Medinipur,district,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,matched,76128533B25373378863054,747.35,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,747.35,,,,,,,,,,no-sits,False,100.0,,-14.75,False,BOTH,6.0,0.0,3810.954,59.7046,1964.4832,4206.535570897585,747.35,S1,no_optical_s1,fs1-3016a20fd3ad
E076::hooghly,E076,2018-0295-IND,2018-08-07,West Bengal,Hooghly,district,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,matched,76128533B81857725777974,262.0166,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,262.0166,,,,,,,,,,no-sits,False,100.0,,-16.0,True,ASCENDING,2.0,0.0,2927.0037,138.7557,1939.6779,3153.550053477295,262.0166,S1,no_optical_s1,fs1-3016a20fd3ad
E076::howrah,E076,2018-0295-IND,2018-08-07,West Bengal,Howrah,district,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,matched,76128533B22077262393417,50.3321,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,50.3321,,,,,,,,,,no-sits,False,100.0,,-16.0,True,BOTH,3.0,0.0,1320.4393,104.0466,534.4475,1451.5753227599494,50.3321,S1,no_optical_s1,fs1-3016a20fd3ad
E076::jalpaiguri,E076,2018-0295-IND,2018-08-07,West Bengal,Jalpaiguri,district,FAO/GAUL/2015/level2,matched,17951,64.8934,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,64.8934,,,,,,,,,,no-sits,False,100.0,,-16.0,True,BOTH,6.0,0.0,5492.7966,96.2215,1798.9271,6200.341009430311,64.8934,S1,no_optical_s1,fs1-3016a20fd3ad
E076::jhargram,E076,2018-0295-IND,2018-08-07,West Bengal,Jhargram,district,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,matched,76128533B24861976740713,206.3252,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,206.3252,,,,,,,,,,no-sits,False,100.0,,-16.0,True,BOTH,4.0,0.0,2836.6669,23.1119,1424.6576,3096.557448032797,206.3252,S1,no_optical_s1,fs1-3016a20fd3ad
E076::kalimpong,E076,2018-0295-IND,2018-08-07,West Bengal,Kalimpong,district,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,matched,76128533B78458325839103,0.2175,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,0.2175,,,,,,,,,,no-sits,False,100.0,,-16.0,True,ASCENDING,2.0,0.0,73.9352,0.8321,9.6083,1110.133398229132,0.2175,S1,no_optical_s1,fs1-3016a20fd3ad
E076::kolkata,E076,2018-0295-IND,2018-08-07,West Bengal,Kolkata,district,FAO/GAUL/2015/level2,matched,70292,0.0949,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,0.0949,,,,,,,,,,no-sits,False,100.0,,-16.0,True,ASCENDING,1.0,0.0,78.8807,61.8534,0.5333,91.84529866788924,0.0949,S1,no_optical_s1,fs1-3016a20fd3ad
E076::murshidabad,E076,2018-0295-IND,2018-08-07,West Bengal,Murshidabad,district,FAO/GAUL/2015/level2,matched,17955,277.4003,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,277.4003,,,,,,,,,,no-sits,False,100.0,,-16.0,True,ASCENDING,1.0,0.0,5136.0442,220.9272,3525.5526,5473.753950605631,277.4003,S1,no_optical_s1,fs1-3016a20fd3ad
E076::nadia,E076,2018-0295-IND,2018-08-07,West Bengal,Nadia,district,FAO/GAUL/2015/level2,matched,17956,106.7925,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,106.7925,,,,,,,,,,no-sits,False,100.0,,-16.0,True,BOTH,6.0,0.0,3646.9459,123.4896,2083.3365,3995.2318634205153,106.7925,S1,no_optical_s1,fs1-3016a20fd3ad
E076::north%2024%20parganas,E076,2018-0295-IND,2018-08-07,West Bengal,North 24 Parganas,district,FAO/GAUL/2015/level2,matched,70293,348.5401,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,348.5401,,,,,,,,,,no-sits,False,100.0,,-15.25,False,BOTH,8.0,0.0,5030.4328,208.0668,1742.3532,6006.604976683008,348.5401,S1,no_optical_s1,fs1-3016a20fd3ad
E076::paschim%20bardhaman,E076,2018-0295-IND,2018-08-07,West Bengal,Paschim Bardhaman,district,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,matched,76128533B60845263086042,34.3035,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,34.3035,,,,,,,,,,no-sits,False,100.0,,-16.0,True,BOTH,3.0,0.0,1491.1966,173.9546,712.4338,1638.342752616778,34.3035,S1,no_optical_s1,fs1-3016a20fd3ad
E076::purba%20bardhaman,E076,2018-0295-IND,2018-08-07,West Bengal,Purba Bardhaman,district,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,matched,76128533B59121537940607,549.3415,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,549.3415,,,,,,,,,,no-sits,False,100.0,,-16.0,True,ASCENDING,4.0,0.0,5222.3159,160.3241,4069.2197,5396.808202076832,549.3415,S1,no_optical_s1,fs1-3016a20fd3ad
E076::purulia,E076,2018-0295-IND,2018-08-07,West Bengal,Purulia,district,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,matched,76128533B16811573188243,85.7356,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,85.7356,,,,,,,,,,no-sits,False,100.0,,-16.0,True,BOTH,4.0,0.0,5092.3092,88.0376,2991.1455,6255.530346174724,85.7356,S1,no_optical_s1,fs1-3016a20fd3ad
E076::south%2024%20parganas,E076,2018-0295-IND,2018-08-07,West Bengal,South 24 Parganas,district,FAO/GAUL/2015/level2,matched,70294,688.9654,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,688.9654,,,,,,,,,,no-sits,False,100.0,,-14.25,False,BOTH,10.0,0.0,4761.6074,147.2069,2548.2554,5503.307786632012,688.9654,S1,no_optical_s1,fs1-3016a20fd3ad
E076::uttar%20dinajpur,E076,2018-0295-IND,2018-08-07,West Bengal,Uttar Dinajpur,district,FAO/GAUL/2015/level2,matched,70295,65.4326,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,65.4326,,,,,,,,,,no-sits,False,100.0,,-16.0,True,ASCENDING,1.0,0.0,3168.8271,113.614,2226.6498,3356.268468886421,65.4326,S1,no_optical_s1,fs1-3016a20fd3ad
E076::west%20medinipur,E076,2018-0295-IND,2018-08-07,West Bengal,West Medinipur,district,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,matched,76128533B88812350838807,1782.5446,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,1782.5446,,,,,,,,,,no-sits,False,100.0,,-13.25,False,BOTH,4.0,0.0,6123.409,83.5966,3685.2655,6284.990303074793,1782.5446,S1,no_optical_s1,fs1-3016a20fd3ad
E077::ambedkar%20nagar,E077,2018-0370-IND,2018-09-01,Uttar Pradesh,Ambedkar Nagar,district,FAO/GAUL/2015/level2,matched,70257,23.5177,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,23.5177,,,,,,,,,,no-sits,False,100.0,,-17.25,False,BOTH,6.0,0.0,2207.7781,95.2837,1651.5998,2328.994244483866,23.5177,S1,no_optical_s1,fs1-3016a20fd3ad
E077::amethi,E077,2018-0370-IND,2018-09-01,Uttar Pradesh,Amethi,district,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,matched,76128533B13908294104682,15.257,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,15.257,,,,,,,,,,no-sits,False,100.0,,-16.0,True,BOTH,5.0,0.0,2355.7253,91.3853,1591.5203,2625.508237461462,15.257,S1,no_optical_s1,fs1-3016a20fd3ad
E077::ayodhya,E077,2018-0370-IND,2018-09-01,Uttar Pradesh,Ayodhya,district,geoBoundaries/gbOpen/IND/ADM2/2021@8bef6929fd65432e7dc775e7c44473e84efff064ebddbfd6b834e6291546db40,matched,76128533B60320291189162,15.9523,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,15.9523,,,,,,,,,,no-sits,False,100.0,,-16.25,False,BOTH,4.0,0.0,2541.1827,122.905,1608.6144,2675.800154387558,15.9523,S1,no_optical_s1,fs1-3016a20fd3ad
E077::azamgarh,E077,2018-0370-IND,2018-09-01,Uttar Pradesh,Azamgarh,district,FAO/GAUL/2015/level2,matched,17892,89.1707,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,89.1707,,,,,,,,,,no-sits,False,100.0,,-15.75,False,BOTH,8.0,0.0,3838.1089,164.217,3030.7854,3904.0182560646062,89.1707,S1,no_optical_s1,fs1-3016a20fd3ad
E077::bahraich,E077,2018-0370-IND,2018-09-01,Uttar Pradesh,Bahraich,district,FAO/GAUL/2015/level2,matched,17893,53.8204,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,53.8204,,,,,,,,,,no-sits,False,100.0,,-16.25,False,BOTH,8.0,0.0,3485.1487,94.3473,2195.9306,3705.0099637131552,53.8204,S1,no_optical_s1,fs1-3016a20fd3ad
E077::ballia,E077,2018-0370-IND,2018-09-01,Uttar Pradesh,Ballia,district,FAO/GAUL/2015/level2,matched,17894,204.5935,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,204.5935,,,,,,,,,,no-sits,False,100.0,,-16.75,False,BOTH,7.0,0.0,2760.4153,133.4226,2158.8817,3013.8054759791835,204.5935,S1,no_optical_s1,fs1-3016a20fd3ad
E077::balrampur,E077,2018-0370-IND,2018-09-01,Uttar Pradesh,Balrampur,district,FAO/GAUL/2015/level2,matched,70261,20.8682,S1,interim_s1_only,s1_interim,aoi,unavailable,no_post_imagery,,20.8682,,,,,,,,,,no-sits,False,100.0,,-16.0,True,BOTH,7.0,0.0,3049.8684,76.4006,1970.5359,3379.881475532829,20.8682,S1,no_optical_s1,fs1-3016a20fd3ad
