event_district_id,event_id,source_record_id,start_date,state,district,flood_area_km2,flood_ratio,aoi_area_km2,satellite_source,satellite_status,district_match_status,geometry_id,aoi_match_status,analysis_observation_status,route_reason,cloud_pct,otsu_fallback_used,s1_orbit,eligible_km2,flood_ratio_eligible,sits_status,converter_decision,legacy_flood_area_km2,legacy_satellite_source,spec_version
E053::sheohar,E053,2017-0342-IND,2017-08-11,Bihar,Sheohar,124.7081,0.2166,575.6280849211931,S1,observed,matched,70103.0,matched,observed,interim_s1_only,100.0,False,BOTH,566.1197,0.2203,unavailable,,124.7081,S1,fs1-3016a20fd3ad
E053::sitamarhi,E053,2017-0342-IND,2017-08-11,Bihar,Sitamarhi,554.8587,0.2674,2075.1609189491032,S1,observed,matched,17630.0,matched,observed,interim_s1_only,100.0,False,BOTH,2019.8231,0.2747,unavailable,,554.8587,S1,fs1-3016a20fd3ad
E053::siwan,E053,2017-0342-IND,2017-08-11,Bihar,Siwan,91.439,0.041,2229.6509970655925,S1,observed,matched,17631.0,matched,observed,interim_s1_only,100.0,False,BOTH,2163.4697,0.0423,unavailable,,91.439,S1,fs1-3016a20fd3ad
E053::supaul,E053,2017-0342-IND,2017-08-11,Bihar,Supaul,428.5538,0.1786,2399.2927702222696,S1,observed,matched,70104.0,matched,observed,interim_s1_only,100.0,False,BOTH,2327.5369,0.1841,unavailable,,428.5538,S1,fs1-3016a20fd3ad
E053::west%20champaran,E053,2017-0342-IND,2017-08-11,Bihar,West Champaran,785.4134,0.1506,5214.198372330435,S1,observed,matched,76128533B17762399278073,matched,observed,interim_s1_only,100.0,False,BOTH,4613.9716,0.1702,unavailable,,785.4134,S1,fs1-3016a20fd3ad
E054::ambedkar%20nagar,E054,2017-0342-IND,2017-08-11,Uttar Pradesh,Ambedkar Nagar,42.853,0.0184,2328.994244483866,S1,observed,matched,70257.0,matched,observed,interim_s1_only,16.6,False,BOTH,2207.7781,0.0194,unavailable,,42.853,S1,fs1-3016a20fd3ad
E054::ayodhya,E054,2017-0342-IND,2017-08-11,Uttar Pradesh,Ayodhya,54.488,0.0204,2675.8001543878418,S1,observed,matched,76128533B60320291189162,matched,observed,interim_s1_only,99.8,False,BOTH,2541.1827,0.0214,unavailable,,54.488,S1,fs1-3016a20fd3ad
E054::azamgarh,E054,2017-0342-IND,2017-08-11,Uttar Pradesh,Azamgarh,312.1706,0.08,3904.0182560646062,S1,observed,matched,17892.0,matched,observed,interim_s1_only,81.3,False,BOTH,3838.1089,0.0813,unavailable,,312.1706,S1,fs1-3016a20fd3ad
E054::bahraich,E054,2017-0342-IND,2017-08-11,Uttar Pradesh,Bahraich,391.3237,0.1056,3705.0099637131552,S1,observed,matched,17893.0,matched,observed,interim_s1_only,100.0,False,BOTH,3485.1487,0.1123,unavailable,,391.3237,S1,fs1-3016a20fd3ad
E054::ballia,E054,2017-0342-IND,2017-08-11,Uttar Pradesh,Ballia,108.2166,0.0359,3013.8054759791835,S1,observed,matched,17894.0,matched,observed,interim_s1_only,100.0,False,BOTH,2760.4153,0.0392,unavailable,,108.2166,S1,fs1-3016a20fd3ad
E054::balrampur,E054,2017-0342-IND,2017-08-11,Uttar Pradesh,Balrampur,439.6091,0.1301,3379.881475532829,S1,observed,matched,70261.0,matched,observed,interim_s1_only,100.0,False,BOTH,3049.8684,0.1441,unavailable,,439.6091,S1,fs1-3016a20fd3ad
E054::barabanki,E054,2017-0342-IND,2017-08-11,Uttar Pradesh,Barabanki,122.9597,0.0277,4440.0005417469865,S1,observed,matched,17896.0,matched,observed,interim_s1_only,100.0,False,BOTH,4261.6796,0.0289,unavailable,,122.9597,S1,fs1-3016a20fd3ad
E054::basti,E054,2017-0342-IND,2017-08-11,Uttar Pradesh,Basti,128.582,0.051,2522.0744554746907,S1,observed,matched,17898.0,matched,observed,interim_s1_only,31.9,False,BOTH,2385.2448,0.0539,unavailable,,128.582,S1,fs1-3016a20fd3ad
E054::bijnor,E054,2017-0342-IND,2017-08-11,Uttar Pradesh,Bijnor,29.2963,0.0068,4319.741895171613,S1,observed,matched,17899.0,matched,observed,interim_s1_only,100.0,True,BOTH,4207.6321,0.007,unavailable,,29.2963,S1,fs1-3016a20fd3ad
E054::budaun,E054,2017-0342-IND,2017-08-11,Uttar Pradesh,Budaun,88.429,0.0208,4242.298807636645,S1,observed,matched,76128533B84679668760735,matched,observed,interim_s1_only,90.3,False,BOTH,4128.2792,0.0214,unavailable,,88.429,S1,fs1-3016a20fd3ad
E054::deoria,E054,2017-0342-IND,2017-08-11,Uttar Pradesh,Deoria,77.5246,0.0303,2561.4288968732094,S1,observed,matched,17904.0,matched,observed,interim_s1_only,100.0,False,BOTH,2374.0823,0.0327,unavailable,,77.5246,S1,fs1-3016a20fd3ad
E054::farrukhabad,E054,2017-0342-IND,2017-08-11,Uttar Pradesh,Farrukhabad,80.5899,0.0368,2188.008861953001,S1,observed,matched,17908.0,matched,observed,interim_s1_only,100.0,False,BOTH,2144.1619,0.0376,unavailable,,80.5899,S1,fs1-3016a20fd3ad
E054::ghazipur,E054,2017-0342-IND,2017-08-11,Uttar Pradesh,Ghazipur,53.8453,0.0159,3392.663587484302,S1,observed,matched,17912.0,matched,observed,interim_s1_only,100.0,False,BOTH,3179.0692,0.0169,unavailable,,53.8453,S1,fs1-3016a20fd3ad
E054::gonda,E054,2017-0342-IND,2017-08-11,Uttar Pradesh,Gonda,170.9715,0.0426,4014.846082655345,S1,observed,matched,17913.0,matched,observed,interim_s1_only,99.8,False,BOTH,3851.7976,0.0444,unavailable,,170.9715,S1,fs1-3016a20fd3ad
E054::gorakhpur,E054,2017-0342-IND,2017-08-11,Uttar Pradesh,Gorakhpur,514.7975,0.1676,3072.188964505668,S1,observed,matched,17914.0,matched,observed,interim_s1_only,98.6,False,BOTH,2958.1684,0.174,unavailable,,514.7975,S1,fs1-3016a20fd3ad
E054::kushinagar,E054,2017-0342-IND,2017-08-11,Uttar Pradesh,Kushinagar,156.6199,0.0541,2893.16087554316,S1,observed,matched,70271.0,matched,observed,interim_s1_only,100.0,False,BOTH,2844.4186,0.0551,unavailable,,156.6199,S1,fs1-3016a20fd3ad
E054::lakhimpur%20kheri,E054,2017-0342-IND,2017-08-11,Uttar Pradesh,Lakhimpur Kheri,193.3806,0.0251,7708.742992388735,S1,observed,matched,17921.0,matched,observed,interim_s1_only,100.0,False,BOTH,7230.8731,0.0267,unavailable,,193.3806,S1,fs1-3016a20fd3ad
E054::maharajganj,E054,2017-0342-IND,2017-08-11,Uttar Pradesh,Maharajganj,612.0424,0.1914,3197.0231063739748,S1,observed,matched,70272.0,matched,observed,interim_s1_only,100.0,False,BOTH,3045.7182,0.201,unavailable,,612.0424,S1,fs1-3016a20fd3ad
E054::mau,E054,2017-0342-IND,2017-08-11,Uttar Pradesh,Mau,61.1913,0.0296,2070.491760227604,S1,observed,matched,70274.0,matched,observed,interim_s1_only,100.0,False,BOTH,1950.1749,0.0314,unavailable,,61.1913,S1,fs1-3016a20fd3ad
E054::mirzapur,E054,2017-0342-IND,2017-08-11,Uttar Pradesh,Mirzapur,82.7521,0.0183,4526.889753258701,S1,observed,matched,17927.0,matched,observed,interim_s1_only,100.0,False,BOTH,3916.54,0.0211,unavailable,,82.7521,S1,fs1-3016a20fd3ad
E054::pilibhit,E054,2017-0342-IND,2017-08-11,Uttar Pradesh,Pilibhit,200.171,0.0557,3594.1579683602813,S1,observed,matched,17931.0,matched,observed,interim_s1_only,100.0,False,BOTH,3379.1475,0.0592,unavailable,,200.171,S1,fs1-3016a20fd3ad
E054::sant%20kabir%20nagar,E054,2017-0342-IND,2017-08-11,Uttar Pradesh,Sant Kabir Nagar,102.1404,0.0768,1329.179989070325,S1,observed,matched,70275.0,matched,observed,interim_s1_only,20.3,False,BOTH,1268.8107,0.0805,unavailable,,102.1404,S1,fs1-3016a20fd3ad
E054::shrawasti,E054,2017-0342-IND,2017-08-11,Uttar Pradesh,Shrawasti,182.4553,0.0936,1950.0124338087928,S1,observed,matched,76128533B34832354589031,matched,observed,interim_s1_only,100.0,False,BOTH,1867.7991,0.0977,unavailable,,182.4553,S1,fs1-3016a20fd3ad
E054::siddharthnagar,E054,2017-0342-IND,2017-08-11,Uttar Pradesh,Siddharthnagar,851.2683,0.2437,3492.6137371813147,S1,observed,matched,70278.0,matched,observed,interim_s1_only,78.1,False,BOTH,3290.957,0.2587,unavailable,,851.2683,S1,fs1-3016a20fd3ad
E054::sitapur,E054,2017-0342-IND,2017-08-11,Uttar Pradesh,Sitapur,106.1501,0.0183,5789.793396469067,S1,observed,matched,17938.0,matched,observed,interim_s1_only,100.0,False,BOTH,5411.2124,0.0196,unavailable,,106.1501,S1,fs1-3016a20fd3ad
E055::alipurduar,E055,2017-0342-IND,2017-08-11,West Bengal,Alipurduar,93.6276,0.0334,2805.571892812845,S1,observed,matched,76128533B23858286755005,matched,observed,interim_s1_only,100.0,True,BOTH,2397.164,0.0391,unavailable,,93.6276,S1,fs1-3016a20fd3ad
E055::bankura,E055,2017-0342-IND,2017-08-11,West Bengal,Bankura,646.4194,0.0926,6981.566770524623,S1,observed,matched,17945.0,matched,observed,interim_s1_only,100.0,False,BOTH,6480.2521,0.0998,unavailable,,646.4194,S1,fs1-3016a20fd3ad
E055::birbhum,E055,2017-0342-IND,2017-08-11,West Bengal,Birbhum,468.961,0.1027,4566.040490140597,S1,observed,matched,17947.0,matched,observed,interim_s1_only,100.0,False,BOTH,4350.6007,0.1078,unavailable,,468.961,S1,fs1-3016a20fd3ad
E055::cooch%20behar,E055,2017-0342-IND,2017-08-11,West Bengal,Cooch Behar,657.4116,0.1999,3288.1312386454174,S1,observed,matched,76128533B64156747739715,matched,observed,interim_s1_only,100.0,False,BOTH,3131.2864,0.2099,unavailable,,657.4116,S1,fs1-3016a20fd3ad
E055::dakshin%20dinajpur,E055,2017-0342-IND,2017-08-11,West Bengal,Dakshin Dinajpur,656.9639,0.3117,2107.683120443892,S1,observed,matched,70290.0,matched,observed,interim_s1_only,100.0,False,BOTH,1989.8222,0.3302,unavailable,,656.9639,S1,fs1-3016a20fd3ad
E055::darjeeling,E055,2017-0342-IND,2017-08-11,West Bengal,Darjeeling,5.5738,0.0027,2082.4452472301264,S1,observed,matched,76128533B17109302371020,matched,observed,interim_s1_only,100.0,True,BOTH,826.6807,0.0067,unavailable,,5.5738,S1,fs1-3016a20fd3ad
E055::east%20medinipur,E055,2017-0342-IND,2017-08-11,West Bengal,East Medinipur,550.3548,0.1308,4206.535570897585,S1,observed,matched,76128533B25373378863054,matched,observed,interim_s1_only,100.0,False,BOTH,3810.954,0.1444,unavailable,,550.3548,S1,fs1-3016a20fd3ad
E055::hooghly,E055,2017-0342-IND,2017-08-11,West Bengal,Hooghly,124.6133,0.0395,3153.550053477295,S1,observed,matched,76128533B81857725777974,matched,observed,interim_s1_only,100.0,True,BOTH,2927.0037,0.0426,unavailable,,124.6133,S1,fs1-3016a20fd3ad
E055::howrah,E055,2017-0342-IND,2017-08-11,West Bengal,Howrah,32.09,0.0221,1451.5753227599494,S1,observed,matched,76128533B22077262393417,matched,observed,interim_s1_only,100.0,True,BOTH,1320.4393,0.0243,unavailable,,32.09,S1,fs1-3016a20fd3ad
E055::jalpaiguri,E055,2017-0342-IND,2017-08-11,West Bengal,Jalpaiguri,280.3438,0.0452,6200.341009430311,S1,observed,matched,17951.0,matched,observed,interim_s1_only,100.0,True,BOTH,5492.7966,0.051,unavailable,,280.3438,S1,fs1-3016a20fd3ad
E055::jhargram,E055,2017-0342-IND,2017-08-11,West Bengal,Jhargram,86.6302,0.028,3096.557448030717,S1,observed,matched,76128533B24861976740713,matched,observed,interim_s1_only,100.0,True,BOTH,2836.6669,0.0305,unavailable,,86.6302,S1,fs1-3016a20fd3ad
E055::malda,E055,2017-0342-IND,2017-08-11,West Bengal,Malda,671.4852,0.1881,3569.571917709693,S1,observed,matched,76128533B36734405131975,matched,observed,interim_s1_only,100.0,False,BOTH,3262.3654,0.2058,unavailable,,671.4852,S1,fs1-3016a20fd3ad
E055::murshidabad,E055,2017-0342-IND,2017-08-11,West Bengal,Murshidabad,485.2502,0.0887,5473.753950605631,S1,observed,matched,17955.0,matched,observed,interim_s1_only,100.0,False,BOTH,5136.0442,0.0945,unavailable,,485.2502,S1,fs1-3016a20fd3ad
E055::nadia,E055,2017-0342-IND,2017-08-11,West Bengal,Nadia,282.4446,0.0707,3995.2318634205153,S1,observed,matched,17956.0,matched,observed,interim_s1_only,100.0,False,BOTH,3646.9459,0.0774,unavailable,,282.4446,S1,fs1-3016a20fd3ad
E055::north%2024%20parganas,E055,2017-0342-IND,2017-08-11,West Bengal,North 24 Parganas,321.2649,0.0535,6006.604976683008,S1,observed,matched,70293.0,matched,observed,interim_s1_only,100.0,False,BOTH,5030.4328,0.0639,unavailable,,321.2649,S1,fs1-3016a20fd3ad
E055::paschim%20bardhaman,E055,2017-0342-IND,2017-08-11,West Bengal,Paschim Bardhaman,30.0283,0.0183,1638.342752616779,S1,observed,matched,76128533B60845263086042,matched,observed,interim_s1_only,100.0,True,BOTH,1491.1966,0.0201,unavailable,,30.0283,S1,fs1-3016a20fd3ad
E055::purba%20bardhaman,E055,2017-0342-IND,2017-08-11,West Bengal,Purba Bardhaman,286.2655,0.053,5396.808202076832,S1,observed,matched,76128533B59121537940607,matched,observed,interim_s1_only,100.0,True,BOTH,5222.3159,0.0548,unavailable,,286.2655,S1,fs1-3016a20fd3ad
E055::purulia,E055,2017-0342-IND,2017-08-11,West Bengal,Purulia,111.2853,0.0178,6255.530346174724,S1,observed,matched,76128533B16811573188243,matched,observed,interim_s1_only,100.0,True,BOTH,5092.3092,0.0219,unavailable,,111.2853,S1,fs1-3016a20fd3ad
E055::south%2024%20parganas,E055,2017-0342-IND,2017-08-11,West Bengal,South 24 Parganas,374.3912,0.068,5503.307786632012,S1,observed,matched,70294.0,matched,observed,interim_s1_only,100.0,False,BOTH,4761.6074,0.0786,unavailable,,374.3912,S1,fs1-3016a20fd3ad
E055::uttar%20dinajpur,E055,2017-0342-IND,2017-08-11,West Bengal,Uttar Dinajpur,781.7607,0.2329,3356.268468886421,S1,observed,matched,70295.0,matched,observed,interim_s1_only,100.0,False,BOTH,3168.8271,0.2467,unavailable,,781.7607,S1,fs1-3016a20fd3ad
E055::west%20medinipur,E055,2017-0342-IND,2017-08-11,West Bengal,West Medinipur,1094.269,0.1741,6284.990303075887,S1,observed,matched,76128533B88812350838807,matched,observed,interim_s1_only,100.0,False,BOTH,6123.409,0.1787,unavailable,,1094.269,S1,fs1-3016a20fd3ad
E056::ambedkar%20nagar,E056,2017-0517-IND,2017-08-16,Uttar Pradesh,Ambedkar Nagar,41.4171,0.0178,2328.994244483866,S1,observed,matched,70257.0,matched,observed,interim_s1_only,16.6,False,BOTH,2207.7781,0.0188,unavailable,,41.4171,S1,fs1-3016a20fd3ad
E056::azamgarh,E056,2017-0517-IND,2017-08-16,Uttar Pradesh,Azamgarh,303.0613,0.0776,3904.0182560646062,S1,observed,matched,17892.0,matched,observed,interim_s1_only,81.3,False,BOTH,3838.1089,0.079,unavailable,,303.0613,S1,fs1-3016a20fd3ad
E056::bahraich,E056,2017-0517-IND,2017-08-16,Uttar Pradesh,Bahraich,163.6839,0.0442,3705.0099637131552,S1,observed,matched,17893.0,matched,observed,interim_s1_only,100.0,False,BOTH,3485.1487,0.047,unavailable,,163.6839,S1,fs1-3016a20fd3ad
E056::ballia,E056,2017-0517-IND,2017-08-16,Uttar Pradesh,Ballia,148.8988,0.0494,3013.8054759791835,S1,observed,matched,17894.0,matched,observed,interim_s1_only,100.0,False,BOTH,2760.4153,0.0539,unavailable,,148.8988,S1,fs1-3016a20fd3ad
E056::balrampur,E056,2017-0517-IND,2017-08-16,Uttar Pradesh,Balrampur,361.1045,0.1068,3379.881475532829,S1,observed,matched,70261.0,matched,observed,interim_s1_only,100.0,False,BOTH,3049.8684,0.1184,unavailable,,361.1045,S1,fs1-3016a20fd3ad
E056::barabanki,E056,2017-0517-IND,2017-08-16,Uttar Pradesh,Barabanki,129.4537,0.0292,4440.0005417469865,S1,observed,matched,17896.0,matched,observed,interim_s1_only,100.0,False,BOTH,4261.6796,0.0304,unavailable,,129.4537,S1,fs1-3016a20fd3ad
E056::basti,E056,2017-0517-IND,2017-08-16,Uttar Pradesh,Basti,129.9705,0.0515,2522.0744554746907,S1,observed,matched,17898.0,matched,observed,interim_s1_only,31.9,False,BOTH,2385.2448,0.0545,unavailable,,129.9705,S1,fs1-3016a20fd3ad
E056::bijnor,E056,2017-0517-IND,2017-08-16,Uttar Pradesh,Bijnor,27.0075,0.0063,4319.741895171613,S1,observed,matched,17899.0,matched,observed,interim_s1_only,100.0,True,BOTH,4207.6321,0.0064,unavailable,,27.0075,S1,fs1-3016a20fd3ad
E056::budaun,E056,2017-0517-IND,2017-08-16,Uttar Pradesh,Budaun,23.0997,0.0054,4242.298807636645,S1,observed,matched,76128533B84679668760735,matched,observed,interim_s1_only,100.0,True,BOTH,4128.2792,0.0056,unavailable,,23.0997,S1,fs1-3016a20fd3ad
E056::deoria,E056,2017-0517-IND,2017-08-16,Uttar Pradesh,Deoria,160.0981,0.0625,2561.4288968732094,S1,observed,matched,17904.0,matched,observed,interim_s1_only,100.0,False,BOTH,2374.0823,0.0674,unavailable,,160.0981,S1,fs1-3016a20fd3ad
E056::faizabad,E056,2017-0517-IND,2017-08-16,Uttar Pradesh,Faizabad,48.6407,0.0231,2103.2792931237323,S1,observed,matched,17907.0,matched,observed,interim_s1_only,100.0,False,BOTH,1994.3485,0.0244,unavailable,,48.6407,S1,fs1-3016a20fd3ad
E056::farrukhabad,E056,2017-0517-IND,2017-08-16,Uttar Pradesh,Farrukhabad,21.0609,0.0096,2188.008861953001,S1,observed,matched,17908.0,matched,observed,interim_s1_only,100.0,False,BOTH,2144.1619,0.0098,unavailable,,21.0609,S1,fs1-3016a20fd3ad
E056::ghazipur,E056,2017-0517-IND,2017-08-16,Uttar Pradesh,Ghazipur,40.9049,0.0121,3392.663587484302,S1,observed,matched,17912.0,matched,observed,interim_s1_only,100.0,False,BOTH,3179.0692,0.0129,unavailable,,40.9049,S1,fs1-3016a20fd3ad
E056::gonda,E056,2017-0517-IND,2017-08-16,Uttar Pradesh,Gonda,167.5029,0.0417,4014.846082655345,S1,observed,matched,17913.0,matched,observed,interim_s1_only,99.8,False,BOTH,3851.7976,0.0435,unavailable,,167.5029,S1,fs1-3016a20fd3ad
E056::gorakhpur,E056,2017-0517-IND,2017-08-16,Uttar Pradesh,Gorakhpur,640.4564,0.2085,3072.188964505668,S1,observed,matched,17914.0,matched,observed,interim_s1_only,98.6,False,BOTH,2958.1684,0.2165,unavailable,,640.4564,S1,fs1-3016a20fd3ad
E056::kushinagar,E056,2017-0517-IND,2017-08-16,Uttar Pradesh,Kushinagar,147.8495,0.0511,2893.16087554316,S1,observed,matched,70271.0,matched,observed,interim_s1_only,100.0,False,BOTH,2844.4186,0.052,unavailable,,147.8495,S1,fs1-3016a20fd3ad
E056::lakhimpur%20kheri,E056,2017-0517-IND,2017-08-16,Uttar Pradesh,Lakhimpur Kheri,179.1026,0.0232,7708.742992388735,S1,observed,matched,17921.0,matched,observed,interim_s1_only,100.0,False,BOTH,7230.8731,0.0248,unavailable,,179.1026,S1,fs1-3016a20fd3ad
E056::maharajganj,E056,2017-0517-IND,2017-08-16,Uttar Pradesh,Maharajganj,418.9751,0.1311,3197.0231063739748,S1,observed,matched,70272.0,matched,observed,interim_s1_only,100.0,False,BOTH,3045.7182,0.1376,unavailable,,418.9751,S1,fs1-3016a20fd3ad
E056::mau,E056,2017-0517-IND,2017-08-16,Uttar Pradesh,Mau,68.8046,0.0332,2070.491760227604,S1,observed,matched,70274.0,matched,observed,interim_s1_only,100.0,False,BOTH,1950.1749,0.0353,unavailable,,68.8046,S1,fs1-3016a20fd3ad
E056::mirzapur,E056,2017-0517-IND,2017-08-16,Uttar Pradesh,Mirzapur,109.9635,0.0243,4526.889753258701,S1,observed,matched,17927.0,matched,observed,interim_s1_only,100.0,False,BOTH,3916.54,0.0281,unavailable,,109.9635,S1,fs1-3016a20fd3ad
E056::muzaffarnagar,E056,2017-0517-IND,2017-08-16,Uttar Pradesh,Muzaffarnagar,138.0618,0.0341,4053.9910928534105,S1,observed,matched,17929.0,matched,observed,interim_s1_only,100.0,True,BOTH,3930.0746,0.0351,unavailable,,138.0618,S1,fs1-3016a20fd3ad
E056::pilibhit,E056,2017-0517-IND,2017-08-16,Uttar Pradesh,Pilibhit,513.6609,0.1429,3594.1579683602813,S1,observed,matched,17931.0,matched,observed,interim_s1_only,100.0,False,BOTH,3379.1475,0.152,unavailable,,513.6609,S1,fs1-3016a20fd3ad
E056::sant%20kabir%20nagar,E056,2017-0517-IND,2017-08-16,Uttar Pradesh,Sant Kabir Nagar,102.6663,0.0772,1329.179989070325,S1,observed,matched,70275.0,matched,observed,interim_s1_only,20.3,False,BOTH,1268.8107,0.0809,unavailable,,102.6663,S1,fs1-3016a20fd3ad
E056::shamli,E056,2017-0517-IND,2017-08-16,Uttar Pradesh,Shamli,93.4927,0.0699,1337.6082125858356,S1,observed,matched,76128533B35465481868600,matched,observed,interim_s1_only,100.0,True,BOTH,1270.0296,0.0736,unavailable,,93.4927,S1,fs1-3016a20fd3ad
E056::shravasti,E056,2017-0517-IND,2017-08-16,Uttar Pradesh,Shravasti,84.7309,0.0268,3157.757775375263,S1,observed,matched,70277.0,matched,observed,interim_s1_only,100.0,True,BOTH,3040.3863,0.0279,unavailable,,84.7309,S1,fs1-3016a20fd3ad
E056::siddharth%20nagar,E056,2017-0517-IND,2017-08-16,Uttar Pradesh,Siddharth Nagar,640.3185,0.1833,3492.6137371813147,S1,observed,matched,70278.0,matched,observed,interim_s1_only,78.1,False,BOTH,3290.957,0.1946,unavailable,,640.3185,S1,fs1-3016a20fd3ad
E056::sitapur,E056,2017-0517-IND,2017-08-16,Uttar Pradesh,Sitapur,81.9896,0.0142,5789.793396469067,S1,observed,matched,17938.0,matched,observed,interim_s1_only,100.0,False,BOTH,5411.2124,0.0152,unavailable,,81.9896,S1,fs1-3016a20fd3ad
E057::mumbai%20city,E057,2017-0364-IND,2017-08-29,Maharashtra,Mumbai City,0.213,0.0028,77.22400864672608,S1,observed,matched,70184.0,matched,observed,interim_s1_only,100.0,True,DESCENDING,58.1333,0.0037,unavailable,,0.213,S1,fs1-3016a20fd3ad
E057::mumbai%20suburban,E057,2017-0364-IND,2017-08-29,Maharashtra,Mumbai Suburban,1.934,0.0047,409.3994670782586,S1,observed,matched,70183.0,matched,observed,interim_s1_only,100.0,True,DESCENDING,269.1381,0.0072,unavailable,,1.934,S1,fs1-3016a20fd3ad
E057::palghar,E057,2017-0364-IND,2017-08-29,Maharashtra,Palghar,28.4406,0.0053,5355.281971404182,S1,observed,matched,76128533B37148244536449,matched,observed,interim_s1_only,100.0,True,DESCENDING,2858.6379,0.0099,unavailable,,28.4406,S1,fs1-3016a20fd3ad
E057::thane,E057,2017-0364-IND,2017-08-29,Maharashtra,Thane,38.25,0.004,9454.897228160951,S1,observed,matched,17783.0,matched,observed,interim_s1_only,100.0,True,DESCENDING,5194.6674,0.0074,unavailable,,38.25,S1,fs1-3016a20fd3ad
E058::chennai,E058,2017-0495-IND,2017-10-30,Tamil Nadu,Chennai,0.3495,0.0018,196.6308822101988,S1,observed,matched,70242.0,matched,observed,interim_s1_only,100.0,True,DESCENDING,182.9401,0.0019,unavailable,,0.3495,S1,fs1-3016a20fd3ad
E059::dhalai,E059,2018-0213-IND,2018-05-17,Tripura,Dhalai,3.337,0.0015,2201.079367693781,S1,observed,matched,70256.0,matched,observed,interim_s1_only,99.8,True,DESCENDING,642.5375,0.0052,ok,,3.337,S1,fs1-3016a20fd3ad
E059::gomati,E059,2018-0213-IND,2018-05-17,Tripura,Gomati,12.3284,0.0076,1617.9532415826357,S1,observed,matched,76128533B94126463611805,matched,observed,interim_s1_only,100.0,True,BOTH,610.8811,0.0202,unavailable,,12.3284,S1,fs1-3016a20fd3ad
E059::khowai,E059,2018-0213-IND,2018-05-17,Tripura,Khowai,1.1592,0.0011,1046.189742159586,S1,observed,matched,76128533B67044589012853,matched,observed,interim_s1_only,100.0,True,BOTH,465.6732,0.0025,unavailable,,1.1592,S1,fs1-3016a20fd3ad
E059::north%20tripura,E059,2018-0213-IND,2018-05-17,Tripura,North Tripura,4.7696,0.0023,2109.5271791468954,S1,observed,matched,17885.0,matched,observed,interim_s1_only,99.3,True,DESCENDING,703.6525,0.0068,ok,,4.7696,S1,fs1-3016a20fd3ad
E059::sepahijala,E059,2018-0213-IND,2018-05-17,Tripura,Sepahijala,9.6727,0.009,1071.1594978769108,S1,observed,matched,76128533B43965372582859,matched,observed,interim_s1_only,100.0,True,BOTH,589.2958,0.0164,unavailable,,9.6727,S1,fs1-3016a20fd3ad
E059::south%20tripura,E059,2018-0213-IND,2018-05-17,Tripura,South Tripura,15.3488,0.0048,3224.504208632636,S1,observed,matched,17886.0,matched,observed,interim_s1_only,100.0,True,BOTH,1349.3356,0.0114,unavailable,,15.3488,S1,fs1-3016a20fd3ad
E059::unakoti,E059,2018-0213-IND,2018-05-17,Tripura,Unakoti,1.4855,0.0023,657.9288906584868,S1,observed,matched,76128533B4720703924950,matched,observed,interim_s1_only,100.0,True,DESCENDING,280.4761,0.0053,unavailable,,1.4855,S1,fs1-3016a20fd3ad
E059::west%20tripura,E059,2018-0213-IND,2018-05-17,Tripura,West Tripura,16.6597,0.0055,3039.951701839773,S1,observed,matched,17887.0,matched,observed,interim_s1_only,100.0,True,BOTH,1614.0109,0.0103,unavailable,,16.6597,S1,fs1-3016a20fd3ad
E060::dakshina%20kannada,E060,2018-0216-IND,2018-05-29,Karnataka,Dakshina Kannada,5.8174,0.0011,5243.21897884346,S1,observed,matched,76128533B54396396829952,matched,observed,interim_s1_only,72.8,True,BOTH,1903.6271,0.0031,unavailable,,5.8174,S1,fs1-3016a20fd3ad
E060::udupi,E060,2018-0216-IND,2018-05-29,Karnataka,Udupi,10.0828,0.0026,3905.2465000015695,S1,observed,matched,70166.0,matched,observed,interim_s1_only,74.3,True,BOTH,2069.3022,0.0049,ok,,10.0828,S1,fs1-3016a20fd3ad
E061::biswanath,E061,2018-0205-IND,2018-06-22,Assam,Biswanath,141.8962,0.079,1795.9804068303213,S1,observed,matched,76128533B40714385808093,matched,observed,interim_s1_only,100.0,False,BOTH,1560.1555,0.091,unavailable,,141.8962,S1,fs1-3016a20fd3ad
E061::cachar,E061,2018-0205-IND,2018-06-22,Assam,Cachar,253.4966,0.0666,3806.329961738336,S1,observed,matched,17577.0,matched,observed,interim_s1_only,100.0,False,BOTH,1742.352,0.1455,unavailable,,253.4966,S1,fs1-3016a20fd3ad
E061::east%20karbi%20anglong,E061,2018-0205-IND,2018-06-22,Assam,East Karbi Anglong,116.6973,0.016,7303.723967073078,S1,observed,matched,76128533B38548995376745,matched,observed,interim_s1_only,100.0,True,BOTH,2178.5669,0.0536,unavailable,,116.6973,S1,fs1-3016a20fd3ad
E061::golaghat,E061,2018-0205-IND,2018-06-22,Assam,Golaghat,135.6599,0.0384,3532.2679838886856,S1,observed,matched,17582.0,matched,observed,interim_s1_only,100.0,False,BOTH,3111.5422,0.0436,unavailable,,135.6599,S1,fs1-3016a20fd3ad
E061::hailakandi,E061,2018-0205-IND,2018-06-22,Assam,Hailakandi,56.5755,0.0423,1336.4605858584375,S1,observed,matched,70088.0,matched,observed,interim_s1_only,100.0,False,BOTH,629.4125,0.0899,unavailable,,56.5755,S1,fs1-3016a20fd3ad
